Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
11,2013-14,11,Construction of Masonry drain with covering slab at the road from seenappa house to munirajappa house at maranayakanahalli village samandur GP Anekal Taluk (Stage-1) 56.75 Mtrs to 106.75 Mtrs,Construction of Masonry drain with covering slab at the road from seenappa house to munirajappa house at maranayakanahalli village samandur GP Anekal Taluk (Stage-1) 56.75 Mtrs to 106.75 Mtrs,4.5
12,2013-14,12,Providing Cement concrete pavement to the road from Hosanna's House to Puttappa's House at Kumbaranahally Village Haragadde GP Anekal Taluk,Providing Cement concrete pavement to the road from Hosanna's House to Puttappa's House at Kumbaranahally Village Haragadde GP Anekal Taluk,2.37
13,2013-14,13,Providing Cement concrete pavement to the road from Revanna's House to Veerabhadrappa's House at Kumbaranahally Village Haragadde GP Anekal Taluk,Providing Cement concrete pavement to the road from Revanna's House to Veerabhadrappa's House at Kumbaranahally Village Haragadde GP Anekal Taluk,2.96
14,2013-14,14,Laying of P.V.C. pipeline from Mullikere ro over head Tank at mullikere Village Samandur GP Anekal Taluk,Laying of P.V.C. pipeline from Mullikere ro over head Tank at mullikere Village Samandur GP Anekal Taluk,1.5
15,2013-14,15,Providing Cement concrete pavement to the road from subbareddy's House to Ananda's House at sunava Village Vankanahally GP Anekal Taluk (Ch 0.00 mtrs 116.00mtrs),Providing Cement concrete pavement to the road from subbareddy's House to Ananda's House at sunava Village Vankanahally GP Anekal Taluk (Ch 0.00 mtrs 116.00mtrs),4.95
16,2013-14,16,Construction of RCC Drain at the Road from Gopalareddy House to narayanappa House at Muthaghatti Village Samandur GP Anekal Taluk,Construction of RCC Drain at the Road from Gopalareddy House to narayanappa House at Muthaghatti Village Samandur GP Anekal Taluk,1.85
17,2013-14,17,providing Cement Concrete pavement to the main road of Krishnareddy layout to Banahally Village via Raghavendra layout Bommasandra GP Anekal Taluk,providing Cement Concrete pavement to the main road of Krishnareddy layout to Banahally Village via Raghavendra layout Bommasandra GP Anekal Taluk,4.99
18,2013-14,18,providing Cement Concrete pavement to the  road from Shankarappa's house at Kuvempunagara.,providing Cement Concrete pavement to the  road from Shankarappa's house at Kuvempunagara.,4.93
19,2013-14,19,"providing Cement Concrete Pavement to the from Ananda's House to Marigemma's House at Sunavara Village, Vanakanahally GP Anekal Taluk (Ch. 116.00 mtr to 244.00 mtrs)","providing Cement Concrete Pavement to the from Ananda's House to Marigemma's House at Sunavara Village, Vanakanahally GP Anekal Taluk (Ch. 116.00 mtr to 244.00 mtrs)",4.95
20,2013-14,20,Construction of RCC drain at the road from Kenchareddy House to yellamma temple at muthagatti village samandur GP  Anekal Taluk  (110 m-130M),Construction of RCC drain at the road from Kenchareddy House to yellamma temple at muthagatti village samandur GP  Anekal Taluk  (110 m-130M),0.9
21,2013-14,21,providing Cement Concrete Pavement to the main road muthagatti Village Samandur GP Anekal Taluk,providing Cement Concrete Pavement to the main road muthagatti Village Samandur GP Anekal Taluk,4.95
22,2013-14,22,Providing Cement Concrete pavement from to the Road From Kenchareddy House to Yellamma Temple at muthagatti village samandur GP Anekal (0 m-110m),Providing Cement Concrete pavement from to the Road From Kenchareddy House to Yellamma Temple at muthagatti village samandur GP Anekal (0 m-110m),4.95
23,2013-14,23,"Providing Cement Concrete pavement from to the Road From Govt, school to Venkatesha's house at Kuvempunagara village samandur GP Anekal (0 m-110m)","Providing Cement Concrete pavement from to the Road From Govt, school to Venkatesha's house at Kuvempunagara village samandur GP Anekal (0 m-110m)",4.6
24,2013-14,24,Construction of RCC Drain at the road from subbareddy's House to Marigemma's House at sunavara Village Vanakanahally GP Anekal Taluk,Construction of RCC Drain at the road from subbareddy's House to Marigemma's House at sunavara Village Vanakanahally GP Anekal Taluk,2.35
25,2013-14,25,"Providing Cement Concrete Pavement from Anekal Main Road to Surya Bekary Jayaramareddy Bldg) at Chandapura Village, Chandapura G.P.Anekal Taluk","Providing Cement Concrete Pavement from Anekal Main Road to Surya Bekary Jayaramareddy Bldg) at Chandapura Village, Chandapura G.P.Anekal Taluk",4.99
26,2013-14,26,Providing Cement Concrete Pavement from Main Road to Dairy at Ramasagara Village Chandipura GP Anekal Taluk,Providing Cement Concrete Pavement from Main Road to Dairy at Ramasagara Village Chandipura GP Anekal Taluk,4.19
27,2013-14,27,Construction of Masonry drain with covering slab at the road from seenappa house to munirajappa house at maranayakanahalli village samandur GP Anekal Taluk ,Construction of Masonry drain with covering slab at the road from seenappa house to munirajappa house at maranayakanahalli village samandur GP Anekal Taluk ,4.16
28,2013-14,28,Construction of RCC drain to the road frin S Ranappa's House to Srinivasaiah's House in Yadavanahally Road of Jigala Village in Attibele hobli Anekal Taluk,Construction of RCC drain to the road frin S Ranappa's House to Srinivasaiah's House in Yadavanahally Road of Jigala Village in Attibele hobli Anekal Taluk,3.0
29,2013-14,29,Construction of Size Stone Masonary drain from Ambedkar Bhavan to Rajakaluve at Jigala Village in Attibele Hobli Anekal Taluk,Construction of Size Stone Masonary drain from Ambedkar Bhavan to Rajakaluve at Jigala Village in Attibele Hobli Anekal Taluk,10.0
30,2013-14,30,Improvements & Asphalting the road Mandanahally road to Neralur GP Anekal Taluk (0 m-280m),Improvements & Asphalting the road Mandanahally road to Neralur GP Anekal Taluk (0 m-280m),2.8
31,2013-14,31,Formation metalling & asphalting the road from Manchanahally main road to renuka yellamma devi temple naralur GP Anekal Taluk,Formation metalling & asphalting the road from Manchanahally main road to renuka yellamma devi temple naralur GP Anekal Taluk,5.0
32,2013-14,32,"Providing metalling & asphalting the road from peddareddy/ Venkataswamyreddy  land to madduramma temple at Ramasagara Village, Chandhapur GP Anekal Taluk","Providing metalling & asphalting the road from peddareddy/ Venkataswamyreddy  land to madduramma temple at Ramasagara Village, Chandhapur GP Anekal Taluk",4.99
33,2013-14,33,"Providing metalling & asphalting the road from Gopalareddy House to peddareddy/ Venkataswamyreddy  land  at Ramasagara Village, Chandhapur GP Anekal Taluk","Providing metalling & asphalting the road from Gopalareddy House to peddareddy/ Venkataswamyreddy  land  at Ramasagara Village, Chandhapur GP Anekal Taluk",4.99
34,2013-14,34,Providing Cement Concrete Pavement from muthanallur main road to MBT Gopalareddy House to Ramasagara Village Chandapur GP Anekal Taluk,Providing Cement Concrete Pavement from muthanallur main road to MBT Gopalareddy House to Ramasagara Village Chandapur GP Anekal Taluk,4.97
35,2013-14,35,Providing Cement Concrete Pavement to the Road from Sri Maramma Temple to Rajamma's House at yamare Village  Sarjapura hobli Anekal Taluk,Providing Cement Concrete Pavement to the Road from Sri Maramma Temple to Rajamma's House at yamare Village  Sarjapura hobli Anekal Taluk,5.0
36,2013-14,36,Cement Concrete pavement to the road Sri Anjaneya swamy Temple to mutharayappa's House at Hompalagutta Village Samundar GP Kasaba Hobli Anekal Taluk,Cement Concrete pavement to the road Sri Anjaneya swamy Temple to mutharayappa's House at Hompalagutta Village Samundar GP Kasaba Hobli Anekal Taluk,4.95
37,2013-14,37,Construction of RCC drain from Govindappa layout to Ex-Chairman Venkatarayappa House at Huskur Village Huskur GP Anekal Taluk,Construction of RCC drain from Govindappa layout to Ex-Chairman Venkatarayappa House at Huskur Village Huskur GP Anekal Taluk,4.0
38,2013-14,38,"Construction of double vent 750 mm dia RCC Hume pipe culvert and metalling to the Road from H.K.A.Road, to Burial Ground at S.Medihalli Village in Sarjapura Hobli Anekal Taluk","Construction of double vent 750 mm dia RCC Hume pipe culvert and metalling to the Road from H.K.A.Road, to Burial Ground at S.Medihalli Village in Sarjapura Hobli Anekal Taluk",2.6
39,2013-14,39,"ಆನೇಕಲ್ ತಾಲ್ಲೂಕು, ಸರ್ಜಾಪುರ ಹೋಬಳಿ, ಮುಗಳೂರು ಗ್ರಾಮದ ಎಸ್.ಸಿ.ಕಾಲೋನಿಗೆ ಹೋಗುವ ರಸ್ತೆಯಲ್ಲಿ ಕಾಂಕ್ರೀಟ್ ಚರಂಡಿ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Anekal Taluk, Sarjapur Hobli, concrete drainage work on the road to SC Colony, Mugurur village",3.8
40,2013-14,40,"ಆನೇಕಲ್ ತಾಲ್ಲೂಕು, ಸರ್ಜಾಪುರ ಹೋಬಳಿ, ಮುಗಳೂರು ಗ್ರಾಮದ ಎಸ್.ಸಿ.ಕಾಲೋನಿಗೆ ಹೋಗುವ ರಸ್ತೆ ಕಾಂಕ್ರೀಟ್ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Anekal Taluk, Sarjapur Hobli, road concrete construction work to SC Colony, Mugurur village",3.7
41,2013-14,41,"ಆನೇಕಲ್ ತಾಲ್ಲೂಕು, ಸರ್ಜಾಪುರ ಹೋಬಳಿ, ನೆರಿಗಾ ಗ್ರಾ.ಪಂ ವ್ಯಾಪ್ತಿಯ  ನೆಕ್ಕುಂದಿ ದೊಮ್ಮಸಂದ್ರ ಗ್ರಾಮದಲ್ಲಿ ಸ್ಮಶಾನದ ರಸ್ತೆ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ.","Anekal Taluk, Sarjapur Hobli, Neriga Gram panchayat Neckundi Dhammasandra village is a cemetery road development work.",5.0
42,2013-14,42,"ಆನೇಕಲ್ ತಾಲ್ಲೂಕು, ಸರ್ಜಾಪುರ ಹೋಬಳಿ ಮುಗಳೂರು ಗ್ರಾ.ಪಂ ವ್ಯಾಪ್ತಿಯ ಪಂಡಿತನ ಅಗ್ರಹಾರ ಗ್ರಾಮದ ಮುನೀರ್‍ಖಾನ್ ಮನೆಯಿಂದ ಸರ್ಜಾಪುರ ಮುಖ್ಯರಸ್ತೆವರೆಗೆ ಕಾಂಕ್ರೀಟ್ ಚರಂಡಿ ಮತ್ತು ರಸ್ತೆ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Anekal Taluk, Sarjapur Hobli Mungur Gram Panchayat Panditha Concrete sewers and road construction works from Munir Khan house in Sarjapur main road",4.0
43,2013-14,43,"ಆನೇಕಲ್ ತಾಲ್ಲೂಕು, ಸರ್ಜಾಪುರ ಹೋಬಳಿ ಮುಗಳೂರು ಗ್ರಾಂ.ಪಂ.ವ್ಯಾಪ್ತಿಯ ಕೂಗೂರು ಗ್ರಾಮದ ಬೋರ್‍ವೆಲ್ ಕೊರೆಯಿಸಲು ಪಂಪ್ ಸೆಟ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ","Anekal taluk, pump set work to boil borewell of Koguru village of Muguru Gram panchayat, Sarjapur Hobli",3.8
44,2013-14,44,"ಆನೇಕಲ್ ತಾಲ್ಲೂಕು, ಸರ್ಜಾಪುರ ಹೋಬಳಿ, ನೆರಿಗಾ ಗ್ರಾಮ ಪಂಚಾಯಿತಿ ವ್ಯಾಪ್ತಿಯ ಕತ್ರಿಗುಪ್ಪೆ ಗ್ರಾಮದಲ್ಲಿ ಕೃಷ್ಣಪ್ಪನ ಮನೆಯಿಂದ ಮುನಿಯಪ್ಪನ ಮನೆಯವರೆಗೆ ಕಾಂಕ್ರೀಟ್ ಚರಂಡಿ ಕಾಮಗಾರಿಗೆ","Anekal taluk, Sarjapur Hobli, Niriga Gram Panchayat ranges from Krishnappa's house in Katriguppe village to Munniyappa's house to concrete drainage work",5.0
45,2013-14,45,ಆನೇಕಲ್ ತಾಲ್ಲೂಕು ಸರ್ಜಾಪುರ ಹೋಬಳಿ ನೆರಿಗಾ ಗ್ರಾಂ ಪಂ ವ್ಯಾಪ್ತಿಯ ಕತ್ರಿಗುಪ್ಪೆ ಗ್ರಾಮದಲ್ಲಿ ನಾರಾಯಣಪ್ಪನ ಮನೆಯಿಂದ ಕೃಷ್ಣಪ್ಪನ ಮನೆಯವರೆಗೆ ಕಾಂಕ್ರೀಟ್ ಚರಂಡಿ ಕಾಮಗಾರಿಗೆ,Anekal Taluk Sarjapur Hobli Nirga Gram Panch range from Katraguppe village to Narayanaappa's house from Krishnappa's house to concrete drainage work,5.0
46,2013-14,46,ಆನೇಕಲ್ ತಾಲ್ಲೂಕು ಸರ್ಜಾಪುರ ಹೋಬಳಿ ನೆರಿಗಾ ಗ್ರಾಮ ಪಂಚಾಯಿತಿ ವ್ಯಾಪ್ತಿಯ ನೆಕ್ಕುಂದಿ ದೊಮ್ಮಸಂದ್ರ ಗ್ರಾಮದ ಮುಖ್ಯರಸ್ತೆಯಿಂದ ಪಟೇಲ್ ಮುನಿರೆಡ್ಡಿ ಮನೆಯವರೆಗೆ ಕಾಂಕ್ರೀಟ್ ಚರಂಡಿ ಮತ್ತು ರಸ್ತೆ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ,Concrete drainage and road construction work from Patan Muniridi house to Neckundi Dommasandra village of Sarjapur Hobli Neriga Gram Panchayat,4.2
47,2013-14,47,ಆನೇಕಲ್ ತಾಲ್ಲೂಕು ಸರ್ಜಾಪುರ ಹೋಬಳಿ ನೆರಿಗಾ ಗ್ರಾಮ ಪಂಚಾಯಿತಿ ವ್ಯಾಪ್ತಿಯ ಜಂತಗೊಂಡನಹಳ್ಳಿ ಗ್ರಾಮದ ಅಶೋಕ್ ಮನೆಯಿಂದ ಬಸ್ ನಿಸ್ದಾಣದವರೆಗೆ ಕಾಂಕ್ರೀಟ್ ಚರಂಡಿ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ,Concrete drainage construction works from Ashok's house to Bus Nissaya in Jallanganahalli village of Sarjapur Hobli Neriga Gram Panchayat,2.6
48,2013-14,48,"ಆನೇಕಲ್ ತಾಲ್ಲೂಕು ಸರ್ಜಾಪುರ ಹೋಬಳಿ, ನೆರಿಗಾ ಗ್ರಾಮ ಪಂಚಾಯಿತಿ ವ್ಯಾಪ್ತಿಯ ಜಂಕಗೊಂಡನಹಳ್ಳಿ ಗ್ರಾಮದ ತಿಮ್ಮರೆಡ್ಡಿ ಮನೆಯಿಂದ ದೇವಿ ರಮೇಶ್ ರೆಡ್ಡಿ ಮನೆಯವರೆಗೆ ಕಾಂಕ್ರೀಟ್ ಚರಂಡಿ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Concrete drainage works up to Devi Ramesh Reddy's house from Thimmareddy's house in Jangadanahalli village of Sarajapura Hobli, Neriga Gram Panchayat",3.3
49,2013-14,49,"ಆನೇಕಲ್ ತಾಲ್ಲೂಕು, ಸರ್ಜಾಪುರ ಹೋಬಳಿ ಶಾಂತಿಪುರ ಗ್ರಾಮ ಪಂಚಾಯಿತಿ ವ್ಯಾಪ್ತಿಯ ಹುಸ್ಕೂರು ಮುಖ್ಯರಸ್ತೆಯಿಂದ ಚಿಕ್ಕನಾಗಮಂಗಲ ಮುಖ್ಯರಸ್ತೆ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ","Anekal Taluk, Chiranagamangala Main Road Development Work from Huskur Main Road, Sarjapur Hobli Shantipur Gram Panchayat",5.0
50,2013-14,50,ಆನೇಕಲ್ ತಾಲ್ಲೂಕು ಸರ್ಜಾಪುರ ಹೋಬಳಿ ಶಾಂತಿಪುರ ಗ್ರಾಮ ಪಂಚಾಯಿತಿ ವ್ಯಾಪ್ತಿಯ ಚಿಕ್ಕನಾಗಮಂಗಲ ಗ್ರಾಮದಿಂದ ದಕ್ಷಿಣ ತಾಲ್ಲೂಕು ಗಡಿಯವರೆಗೆ ರಸ್ತೆ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ,Road development work from Chinnagamangala village to Southern Taluk border at Anekal taluk Sarjapur Hobli Shantipur Gram Panchayat,5.0
51,2013-14,51,ಆನೇಕಲ್ ತಾಲ್ಲುಕು ಸರ್ಜಾಪುರ ಹೋಬಳಿಮುಗಳೂರು ಗ್ರಾಮ ಪಂಚಾಯಿತಿ ವ್ಯಾಪ್ತಿಯ ಮಾದಪ್ಪನಹಳ್ಳಿಯಿಂದ ಸೀಗೆನಾಯಕನಹಳ್ಳಿಯವರೆಗೆ ರಸ್ತೆ ಡಾಂಬರೀಕರನ ಕಾಮಗಾರಿ,Road worker works up to Seyganakanahalli from Madappanahalli at Anjal Taluk Sarjapur Hobilimugurur Gram Panchayat,5.0
52,2013-14,52,"ಆನೇಕಲ್ ತಾಲ್ಲೂಕು, ಸರ್ಜಾಪುರ ಹೋಬಳಿ ಮುಗಳೂರು ಗ್ರಾಮ ಪಂಚಾಯಿತಿ ವ್ಯಾಪ್ತಿಯ ಸೀಗೇಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿ ಆಶ್ರಮದ ಮುಂಭಾಗ ರಸ್ತೆ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿಗೆ","Anekal taluk, Sirajahalli village of Muguru Gram Panchayat, Sarjapur Hubli, on the front road development work of the Ashram",1.9
53,2013-14,53,"ಆನೇಕಲ್ ತಾಲ್ಲೂಕು, ಅತ್ತಿಬೆಲೆ ಹೋಬಳಿ ಬಳ್ಳೂರು ಗ್ರಾಮ ಪಂಚಾಯಿತಿ ವ್ಯಾಪ್ತಿಯ ಬಳ್ಳೂರು ಗ್ರಾಮದ ಪ್ರಾಥಮಿಕ ಆರೋಗ್ಯ ಕೇಂದ್ರದ ಸುತ್ತ ಆವರಣ ಗೋಡೆ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿಗೆ","Anekal Taluk, Attibele Hobli, Bellary Gram Panchayat, Bellary Village Primary Care Center,",5.0
54,2013-14,54,Providing Impravements such as laying sanitary line and Providing cement concrete pavement to the road from Nayak House to Sukur house and from Mokthiyar house to Saab house at Gowrenahalli village Suragajjakkanahalli  G.P. anekla Taluk(Stage-1) 0.00 mtrs to 175.00 mtrs,Providing Impravements such as laying sanitary line and Providing cement concrete pavement to the road from Nayak House to Sukur house and from Mokthiyar house to Saab house at Gowrenahalli village Suragajjakkanahalli  G.P. anekla Taluk(Stage-1) 0.00 mtrs to 175.00 mtrs,4.99
55,2013-14,55,ಬನಹಳ್ಳಿ ಗ್ರಾಮದಿಂದ ಕೃಷ್ಣಾ ರೆಡ್ಡಿ ಬಡಾವಣೆ ಮೂಲಕ ಚಂದಪುರಕ್ಕೆ ಹಾದು ಹೋಗುವ ಸಂಪರ್ಕ ರಸ್ತೆಗೆ ಒಳಚರಂಡಿ ಕಾಮಗಾರಿ ಮತ್ತು ಸಿಮೆಂಟ್ ರಸ್ತೆ (125 ರಿಂದ 185 ರವರೆಗೆ),Sewerage Road and Cement Road (125 to 185) for Connecticut Road passing through Chandrapur via Banana Hills Village by Krishna Reddy Layout,4.35
56,2013-14,56,ಬನಹಳ್ಳಿ ಗ್ರಾಮದಿಂದ ಕೃಷ್ಣಾ ರೆಡ್ಡಿ ಬಡಾವಣೆಯ ಸುರಾನ ಮೆನಯಿಂದ ಮತ್ತು ರಾಮರೆಡ್ಡಿ ಹಾಗೂ ಜಯಪಾಲ್ ರೆಡ್ಡಿ ಮೆನ ಮುಂದೆ ರಸ್ತೆಗೆ ಒಳಚರಂಡಿ ಮತ್ತು ಸಿಮೆಂಟ್ ರಸ್ತೆ ಕಾಮಗಾರಿ. (2ನೇ ಮತ್ತು 3ನೇ ಅಡ್ಡರಸ್ತೆ),Sewana and Cement Road work from Banahalli village to Krishnana Reddy Layout Surana Mena and Ramareddy and Jayapal Reddy Mena Road. (2nd and 3rd crossroads),2.1
57,2013-14,57,"ಚಂದಾಪುರದ ಆನೇಕಲ್ ರಸ್ತೆಯಿಂದ ಮುನಿರೆಡ್ಡಿ ಬಡಾವಣೆ ಮೂಲಕ ಬನಹಳ್ಳಿ ಗ್ರ್ರಾಮಕ್ಕೆ ಸಂಪರ್ಕ ರಸ್ತೆ ರಾಜಕಾಲುವೆಗೆ ಡೆಕ್-ಸ್ಲ್ಯಾಬ್ ಮೋರಿ ಕಾಮಗಾರಿ ಚಂದಾಪುರ ಸೂರ್ಯ ಸಿಟಿ ರಾಮಯ್ಯ ಬಡಾವಣೆ ಒಳಚರಂಡಿ ನೀರು, ಸ್ಯಾನಿಟ್ರಿ ನೀರು, ಮಳೆನೀರು, ರಾಜಕಾಲುವೆ ಮೂಲಕ ಹಾದು ಹೋಗುತ್ತದೆ.","Sanjay Surya City Ramayya Layout passes through sewage water, sanitary water, rainwater, and royal land to the road network connecting Banahalli to Gramar via Munirady Layout.",3.2
58,2013-14,58,ಬನಹಳ್ಳಿ ಗ್ರಾಮದಿಂದ ಮುನಿರೆಡ್ಡಿ ಬಡಾವಣೆಯ ರಾಜಕಾಲುವೆ ತನಕ ಮುಖ್ಯರಸ್ತೆಗೆ ಒಳಚರಂಡಿ ಮತ್ತು ಸಿಮೆಂಟ್ ರಸ್ತೆ ಕಾಮಗಾರಿ (ಮುಖ್ಯರಸ್ತೆ 0.00 ಮೀ ನಿಂದ 110 ಮೀ),Sewage and cement road works (Main Road 0.00 m to 110 m) for main road from Banahalli village to Munirady Layout.,4.95
59,2013-14,59,"ಮುನಿಯಲ್ಲಪ್ಪ ಬಿನ್ ಲೇಟ್ ಯಲ್ಲಪ್ಪ, ಭವ್ಯ.ಎನ್ ಬಿನ್ ನಂಜುಂಡಪ್ಪ, ವಿಜಯ ಕುಮಾರ್ ಬಿನ್ ಮುನಿಯಪ ಮತ್ತು ಸುಬ್ಬರಾಜು ಬಿನ್ ಮುತಾರಾಯಪ್ಪ ರವರುಗಳಿಗೆ ಕೆಎಲ್‍ಎಲ್‍ಎಡಿಎಸ್ ಯೋಜನೆಯಡಿಯಲ್ಲಿ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಸಲು ಅನುದಾನ ಬಿಡುಗಡೆ ಮಾಡುವ ಬಗ್ಗೆ.","Muniallappa bin Late Yallappa, grand no.Nin Nanjundappa, Vijay Kumar bin Muniyappa and Subbaraj bin Mutharayappa are all about release of funds to buy a three-wheeler vehicle under the KLLADS scheme.",2.33
60,2013-14,60,ಶ್ರೀ ಟಿ.ಉದಯ ಕುಮಾರ್ ಬಿನ್ ತಿಮ್ಮಯ್ಯ ರವರು ದೈಹಿಕ ಅಂಗವಿಕಲರಾಗಿದ್ದು ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಸುವ ಬಗ್ಗೆ,Mr. T. Uday Kumar bin Thimayya is physically disabled and he is about to buy a three wheeler,0.58
61,2013-14,61,ಇಂಡ್ಲವಾಡಿ ಪಂಚಾಯಿತಿ ವ್ಯಾಪ್ತಿಗೆ ಬರುವ ಆನೇಕಲ್ ನಿಂದ ಚಿಕ್ಕಹೊಸಹಳ್ಳಿ ಮಾರ್ಗವಾಗಿ ಇಂಡ್ಲವಾಡಿ ಗ್ರ್ರಾಮದ ವರೆಗೆ ರಸ್ತೆ ಗುಂಡಿ ಮುಚ್ಚುವ ಕಾಮಗಾರಿ.,Road block closure works from Anekal to the Indlavadi panchayat ranging from Chinnasahalli to Indlavadi Gramarada.,3.9
