Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
24,2014-15,6,"ಐಸ್ಪಾರ್ಕ ಇನೋವೇಶನ್ ಸಂಸ್ಥೆ ರವರು ಅಂಗನವಾಡಿ ಮತ್ತು ಸರ್ಕಾರಿ ಪ್ರಾಥಮಿಕ ಶಾಲೆಗಳಿಗೆ ಲರ್ನಿಂಗ್ ಕಿಟ್‍ಗಳನ್ನು ಸರಬರಾಜು ಮಾಡುವ ಕಾಮಗಾರಿ. (ಒಟ್ಟು 20 ಕಿಟ್‍ಗಳು ತಲಾ 1ಕ್ಕೆ ರೂ. 5,000-00 ಗಳು)","Isparka Inovasan is a work supplier of learning kits to Anganwadi and Government Primary Schools. (20 kits totaling Rs 5,000-00 per 1)",1.0
25,2014-15,7,ಮಹಾಲಕ್ಷ್ಮಿಬಡಾವಣೆ ವಾರ್ಡ್ ನಂ.68ರ ಆವರಣದಲ್ಲಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ಸ್ಥಾಪನೆಗಾಗಿ (ಬಸ್ ನಿಲ್ದಾಣದ ಹತ್ತಿರ),For establishing a clean drinking water unit (near the bus station) on the premises of Mahalakshmi Bandwidth Ward No.68,18.0
26,2014-15,8,ಶಂಕರಮಠ ವಾರ್ಡ್ ನಂ.75ರ ಆಂಜನೇಯನ ದೇವಸ್ಥಾನದ ಪಾರ್ಕ್ ಆವರಣದಲ್ಲಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ಸ್ಥಾಪನೆಗಾಗಿ.,For the establishment of a clean drinking water unit on the campus of Anjaneya Temple at Shankarattha Ward No.75.,18.0
27,2014-15,9,ವಾರ್ಡ್ ನಂ.7ರ ಕಮಲಮ್ಮನ ಗುಂಡಿ ಕಾವೇರಿ ಉದ್ಯಾನವನದ ಆಟದ ಮೈದಾನ ಅಭಿವೃದ್ಧಿ.,Groundnut development of the Kaveri Gardens Cauvery Park at Ward No.7.,3.0
28,2014-15,10,ವಾರ್ಡ್ ನಂ.75ರ ಕಿರ್ಲೋಸ್ಕರ್ ಕಾಲೋನಿ ಉದ್ಯಾನವನ ಅಭಿವೃದ್ಧಿ.,Development of the Kirloskar Colony Park of Ward No.75.,6.0
29,2014-15,11,"ಕೆ.ಎಸ್.ಲಿಂಗೇಗೌಡ ಬಿನ್ ಲೇ. ಶಿವಣ್ಣ, ನಂ.62, 1ನೇ ಮುಖ್ಯರಸ್ತೆ, 1ನೇ ಅಡ್ಡರಸ್ತೆ, 2ನೇ ಹಂತ, ಗೃಹಲಕ್ಷ್ಮೀ ಲೇಔಟ್,ಕಮಲಾನಗರ, ಬೆಂ. ರವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","KS Linginghowa bin Lay. Shivanna, No.62, 1st Main Road, 1st Cross, 2nd Stage, Grihalakshmi Layout, Kamalanagar, Bell. For a three-wheel drive vehicle.",0.81
30,2014-15,12,"ರಾಘವೇಂದ್ರ.ಪಿ ಬಿನ್ ಬಿ.ಸಿ.ಪುಟ್ಟಸ್ವಾಮಯ್ಯ, ನಂ.372, 1ಏ ಮುಖ್ಯರಸ್ತೆ, 9ನೇ ಅಡ್ಡರಸ್ತೆ, ಕಮಲಾನಗರ, ಬೆಂ. ರವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Raghavendra.P.B.B.P.Puttaswamaya, No.372, 1AA Main Road, 9th Crossroads, Kamalanagar, Bangalore. For a three-wheel drive vehicle.",0.81
31,2014-15,13,"ಶ್ರೀ ಅಂಬಿಕಾ ಕನ್ನಡ ಪ್ರೌಢಶಾಲೆಯ ಕಂಪ್ಯೂಟರ್ ಕಟ್ಟಡದ ಕಾಮಗಾರಿ, ಜೈ ಮಾರುತಿ ನಗರ, ನಂದಿನಿ ಬಡಾವಣೆ, ಬೆಂ-96.","Sri Ambika Kannada Kannada High School Computer Complex, Jai Maruti Nagar, Nandini Layout, Bem-96.",5.0
32,2014-15,14,ವಾರ್ಡ್ ನಂ.74ರ ದೀನಸೇವಾ ವಿದ್ಯಾ ಸಂಸ್ಥೆಗೆ ಕಂಪ್ಯೂಟರ್ ಖರೀದಿಸಲು ಮತ್ತು ಶಾಲಾ ಕಟ್ಟಡ ನಿರ್ಮಾಣದ ಅಭಿವೃದ್ಧಿ ಕಾರ್ಯ ಕೈಗೊಳ್ಳಲು.,Dineasaheva Vidyalaya of Ward No.74 to acquire computer and develop school building.,5.0
33,2014-15,15,"ಮಾಗಡಿ ಮುಖ್ಯರಸ್ತೆ, ಕಾಮಾಕ್ಷಿಪಾಳ್ಯ ವೃಷಭಾವತಿನಗರ ಬಸ್ ನಿಲ್ದಾಣದ ತಂಗುದಾಣವನ್ನು ಆಧುನೀಕರಣ ಕಾರ್ಯ ಕೈಗೊಳ್ಳಲು.","Magadi main road, to modernize the Vasishapatinagar Bus Station restoration of KamakshiPalya.",6.0
34,2014-15,16,"ಸಿ.ಗೋಪಾಲಯ್ಯ ಬಿನ್ ಲೇ. ಚೆನ್ನಯ್ಯ, ನಂ.377, 1ನೇ ಮುಖ್ಯರಸ್ತೆ, 15ನೇ ಕ್ರಾಸ್, ಬಿಟಿಎಂಎಲ್ ಲೇಔಟ್, ಕಮಲಾನಗರ, ಬೆಂಗಳೂರು ಇವರಿಗೆ ತ್ರಿಚಕ್ರವಾನ ಖರೀದಿಗಾಗಿ.","C. Gopalalya bin Lay. Chennaiah, No.377, 1st Main Road, 15th Cross, BTML Layout, Kamalanagar, Bangalore for purchase of Trichirakawa.",0.81
35,2014-15,17,"ರವಿತೇಜಸ್ ಬಿನ್ ಲೇ ಯಲ್ಲಪ್ಪ, ನಂ.6, 20ನೇ ಮುಖ್ಯರಸ್ತೆ, ಜೆ.ಸಿ.ನಗರ, ಮಹಾಲಕ್ಷ್ಮೀಪುರ, ಬೆಂಗಳೂರು ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Ravitejs Bin Leyallappa, No. 6, 20th Main Road, JCNagar, Mahalakshmipuram, Bangalore for Triplicate Vehicle Purchase.",0.81
36,2014-15,18,ವಿದ್ಯಾ ಸದನ ಕನ್ನಡ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಪಾಠಶಾಲೆಯ ಶಾಲಾ ಕಟ್ಟಡ ನಿರ್ಮಾಣದ ಅಭಿವೃದ್ಧಿ ಕಾರ್ಯ ಕೈಗೊಳ್ಳಲು,Vidya Sadana Kannada Development Program for Senior Secondary School Building,5.0
37,2014-15,19,"ಗುಣಶೇಖರ್.ಟಿ ಬಿನ್ ತಂಗರಾಜು, ನಂ.185/ಎ, 2ನೇ ಮುಖ್ಯರಸ್ತೆ, ಮುನೇಶ್ವರ ಬ್ಲಾಕ್, ಮಹಾಲಕ್ಷ್ಮೀ ಬಡಾವಣೆ, ಬೆಂ. ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Gunashekhar TT Bin Thangaraju, No.185 / A, 2nd Main Road, Muneshwara Block, Mahalakshmi Layout, b. For a three-wheel drive vehicle.",0.77
38,2014-15,20,"ವಾ.ನಂ.67, ಸ್ಕೇಟಿಂಗ್ ಗ್ರೌಂಡ್ ಅಭಿವೃದ್ಧಿ ಮ್ತು ರೂಪಿಂಣ್ ಅಳವಡಿಕೆ.","W.No.67, Skating Ground Development and Approval of the Roof.",16.0
39,2014-15,21,"ವಾ.ನಂ.43, ಸಕ್ರ್ಯೂಲರ್ ಪಾರ್ಕ್ ನಗೆಕೂಟದ ಹತ್ತಿರ ರೂಪಿಂಣ್ ಅಳವಡಿಕೆ.","V.N.43, Approximate Approach to the Souquler's Park.",11.0
40,2014-15,22,"ವಾ.ನಂ.73, ಎಸ್‍ವಿಜಿಎನ್‍ಎಸ್ ಪಾರ್ಕ್ ಮತ್ತು ಆಟದ ಮೈದಾನ ಅಭಿವೃದ್ಧಿಗೆ.","V.No.73, SVGNS Park and playground development.",5.0
41,2014-15,23,ಗಂಗಾಧರೇಶ್ವರ ಶಾಲೆ ಅಭಿವೃದ್ಧಿಯ ಪೀಠೋಪಕರಣ ಮತ್ತು ಕಂಪ್ಯೂಟರ್ ಖರೀದಿಗಾಗಿ.,Gangadhareshwara School for furniture and computer purchase.,5.0
42,2014-15,24,"ಈ ಕೆಳಕಂಡ ಶಾಲೆಗಳಿಗೆ ಪೀಠೋಪಕರಣ ಮತ್ತು ಕಂಪ್ಯೂಟರ್ ಖರೀದಿಗಾಗಿ. ಸಮಿತಾ ಸ್ಕೂಲ್, ಜೆ.ಸಿ.ನಗರ.","For the following schools, furniture and computer purchase.Samita School, J.C. Nagar. ",1.0
43,2014-15,25,"ಕ್ರೈಸ್ಟ್ ಸ್ಕೂಲ್, ಕುರುಬರಹಳ್ಳಿ.","Christopher School, Kurubarahalli.",1.0
44,2014-15,26,"ಜಯದೇವ ಸ್ಕೂಲ್, ಕಾಮಾಕ್ಷಿಪಾಳ್ಯ","Jayadeva School, KamakshiPalya",1.0
45,2014-15,27,"ಆರ್.ಇ.ಎಸ್ ಕಿಶೋರ್ ಕೇಂದ್ರ, ಕಿರ್ಲೋಸ್ಕರ್ ಕಾಲೋನಿ.","RES Kishore Center, Kirloskar Colony.",0.5
46,2014-15,28,"ಆರ್.ವಿ. ಸ್ಕೂಲ್, ಕುರುಬರಹಳ್ಳಿ.","RV School, Kurubarahalli.",0.5
47,2014-15,29,"ಸರ್ಕಾರಿ ಉರ್ದು ಸ್ಕೂಲ್, ಕುರುಬರಹಳ್ಳಿ","Government Urdu School, Kurubarahalli",0.5
48,2014-15,30,"ನÀ್ಯೂ ಲೈಟ್ ಸ್ಕೂಲ್, ಕುರುಬರ ಹಳ್ಳಿ","Au Light School, Shepherd's Village",0.5
49,2014-15,31,ಶಿವ ದೇವಸ್ಥಾನದ ಪೈಪ್‍ಲೈನ್ ರಸ್ತೆಯ ಬಸ್ ನಿಲ್ದಾಣದ ಕಾಮಗಾರಿ. ವಾ.ನಂ.75,Bus Station Work on the Pipeline Road of Shiva Temple. W. N.75,6.0
50,2014-15,32,ಕುರುಬರಹಳ್ಳಿ ಸರ್ಕಲ್ ಹತ್ತಿರ ಬಸ್ ನಿಲ್ದಾಣದ ಕಾಮಗಾರಿ. ವಾ.ನಂ.75.,Bus station work near Kurubaharahalli circle. W. N.75.,6.0
51,2014-15,33,ಶಿವ ದೇವಸ್ಥಾನದ ಪೈಪ್‍ಲೈನ್ ರಸ್ತೆಯ ಬಸ್ ನಿಲ್ದಾಣದ ಹತ್ತಿರ ಸಾರ್ವಜನಿಕ ಶೌಚಾಲಯ ಕಾಮಗಾರಿ. ವಾ.ನಂ.75.,Public Toilet Works Near Bus Stand on Shiva Temple Pipeline Road. W. N.75.,10.0
52,2014-15,34,ಮಹಾಲಕ್ಷ್ಮ ಲೇಔಟ್ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ತೆಗೆಯುವ ಕಾಮಗಾರಿ. (3 ಕಾಮಗಾರಿಗೆ),The tunnel wells removal work at the Mahalakshma Layout assembly constituency. (For 3 works),18.0
53,2014-15,35,ಮಹಾಲಕ್ಷ್ಮ ಲೇಔಟ್ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಅಂಗನವಾಡಿ ಮತ್ತು ಸರ್ಕಾರಿ ಪ್ರಾಥಮಿಕ ಶಾಲೆಗಳಿಗೆ ಲರ್ನಿಂಗ್ ಕಂಪಾನಿಯನ್ ಎಜುಕೇಷನ್ ಕಿಟ್‍ಗಳನ್ನು ಸರಬರಾಜು ಮಾಡುವ ಕಾಮಗಾರಿ. (40 ಕಿಟ್‍ಗಳು),Work on supplying Learning Component Education Kit to Anganwadi and Government Primary Schools under the Mahalakshmi Layout Assembly constituency. (40 kits),2.0
54,2015-16,1,"ವಾರ್ಡ್ ನಂ.68, ಮಹಾಲಕ್ಷ್ಮಿಪುರಂ, ಚಿನ್ನಪ್ಪ ಸರ್ಕಾರಿ ಆಸ್ಪತ್ರೆ, 1ನೇ ಮಹಡಿ, ಡಯಾಲಿಸಿಸ್ ಸೆಚಿಟರ್‍ಗೆ ಡಯಾಲಿಸಿಸ್ ಮೆಷಿನ್ ಹಾಗೂ ಯುಪಿಎಸ್ ಖರೀದಿಸಲು.","Ward No.68, Mahalakshipuram, Chinnappa Government Hospital, 1st Floor, Dialysis Machine and UPS for Dialysis SECHITOR.",43.57
55,2015-16,2,"ನಾಗೇಶ್.ಜಿ ಬಿನ್ ಲೇ. ಗಂಗರಂಗಯ್ಯ, ನಂ.43, 4ನೇ ಎಫ್ ಕ್ರಾಸ್, ಮಾಗಡಿ ಮುಖ್ಯರಸ್ತೆ, ವೃಷಭಾವತಿನಗರ, ಕಾಮಾಕ್ಷಿಪಾಳು, ಬೆಂ. ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Nagesh.G. Bin Lay. Gangarayaya, No.43, 4th F Cross, Magadi Main Road, Nursery, Kamakshi, Bam. For a three-wheel drive vehicle.",0.61
56,2015-16,3,"ಜಯಂತಿ ಕೋಂ ಶಿವಕುಮಾಋ, ನಂ.95, 4ನೇ ಮೈನ್, ಮನೇಶ್ವರ ಬ್ಲಾಕ್, ಮಹಾಲಕ್ಷ್ಮಿಪುರಂ, ಬೆಂಗಳೂರು ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Jayanti Kom Sivakumavu, No.95, 4th Main, Maneshwara Block, Mahalakshipuram, Bangalore for Triplicate Vehicle Purchase.",0.81
57,2015-16,4,"ಚಂದ್ರಶೇಖರ್.ಜೆ ಬಿನ್ ಲೇ ಜವರಪ್ಪ, ನಂ.134, 1ನೇ ಮುಖ್ಯರಸ್ತೆ, 5ನೇ ಕ್ರಾಸ್, ಕೆರೆ ಅಂಗಳ, ಕಮಲಾನಗರ, ಬೆಂ. ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Chandrashekhar JJ Bin Le Jayarappa, No. 134, 1st Main Road, 5th Cross, Lake Yard, Kamalanagar, Bell. For a three-wheel drive vehicle.",0.82
58,2015-16,5,"ಸಂತೋಷ್.ಜಿ ಬಿನ್ ಗುರುಸ್ವಾಮಿ, ನಂ.1228/1, 2ನೇ ಮುಖ್ಯರಸ್ತೆ, 4ನೇ ಕ್ರಾಸ್, ಕಮಲಾನಗರ, ಬೆಂ. ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Santosh G. Gin Guruswami, No. 1228/1, 2nd Main Road, 4th Cross, Kamalanagar, Bell. For a three-wheel drive vehicle.",0.62
59,2015-16,6,"ಡಿ.ಉಮಾಪತಿ ಬಿನ್ ಟಿ.ದೇವರಾಜ್, ನಂ.37, 1ನೇ ಮುಖ್ಯರಸ್ತೆ, 2ನೇ ಕ್ರಾಸ್, ಮುನೇಶ್ವರ ಬ್ಲಾಕ್, ಗೆಳೆಯರ ಬಳಗ ಬೆಂ. ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","D.Umapati bin T.Devaraj, No.37, 1st Main Road, 2nd Cross, Muneswar Block, and Friends. For a three-wheel drive vehicle.",0.77
60,2015-16,7,"ಸÉಲ್ವ ಞuಮಾರ್.ಎ ಬಿನ್ ಆನಂದಕುಮಾರ್.ಟಿ, ನಂ.128, 5ನೇ ಕ್ರಾಸ್, ವೆಸ್ಟ್ ಆಫ್ ಕಾರ್ಡ್ ರಸ್ತೆ, ಎಂ.ಜಿ.ನಗರ, ಶಂಕರಮಠ, ಬೆಂ. ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","A. Bin Anandkumar.T., No.128, 5th Cross, West of Card Road, MG Nagar, Shankararmat, Bell. For a three-wheel drive vehicle.",0.82
61,2015-16,8,"ನಂದಿನಿಲೇಔಟ್ ಸಕ್ರ್ಯುಲರ್ ಪಾರ್ಕ್,   ವಾರ್ಡ್-44, ಬೆಂಗಳೂರು    50KLD SEWAGE TREATMENT PLANT  ಕಾಮಗಾರಿ.","Nandini Layout Sectorular Park, Ward-44, Bangalore 50KLD Sewage Treatment Plant Work.",2.41
62,2015-16,9,"ನಂದಿನಿಲೇಔ ವಾರ್ಡ್ ನಂ:43ರಲ್ಲಿ ಬರುವ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಪಾಠಶಾಲೆ, ಮುಳಗಲ್‍ವ್ಯಾಲಿ (ಕಂಠೀರವ ನಗರ) ನಂದಿನಿಲೇಔಟ್, ಬೆಂಗಳೂರು ಉತ್ತರ ವಲಯ-1, ಬೆಂ-96 ಶಾಸಕರ ಪ್ರದೇಶಾಭಿವೃದ್ಧಿ ಯೋಜನೆಯಡಿಯಲ್ಲಿ ಸುಣ್ಣ-ಬಣ್ಣ ಹಾಗೂ ಇತರೆ ಕಾಮಗಾರಿ ಮಾಡಿಸುವುದು. ","Senior Primary Primary School, Nandinileau Ward No.43, Mullagavalli (Kanteerava Urban) Nandinilout, Bangalore North Zone-1, Limestone and other works under BME-96 MLAs Area Development Scheme.",3.5
63,2015-16,10,"ನಾಗಪುರ ವಾರ್ಡ್ ನಂ:67ರಲ್ಲಿ ಬರುವ ಸೆಚಿಟ್ ಧೆರಸ್ಸಾಸ್ ಆಸ್ಪತ್ರೆ (  Mercy Home for age )  ರಾಜಾಜಿನಗರ, ಬೆಂಗಳೂರು ಇಲ್ಲಿಗೆ ಶಾಸಕರ ಪ್ರದೇಶಾಭಿವೃದ್ಧಿ ಯೋಜನೆಯಡಿಯಲ್ಲಿ ಒಂದು ಆಂಬುಲೆನ್ಸ್ ವಿತರಣೆ ಮಾಡಲು ","Nagpur Ward No. 67 Sechit Dharasas Hospital (Mercy Home for Age) Rajajinagar, Bangalore To Issue an Ambulance Under MLA's Area Development Scheme",3.3
64,2015-16,11,"ನಂದಿನಿಲೇಔ ವಾರ್ಡ್ ನಂ:43ರಲ್ಲಿ ಬರುವ ಸಿಂಡಿಕೇಟ್ ಬ್ಯಾಂಕ್ ಕಾಲೋನಿ, ನಂದಿನಿಲೇಔಟ್, ಬೆಂ-96 ಇಲ್ಲಿ ಸ್ಥಳೀಯ ಶಾಸಕರ ಪ್ರದೇಶಾಭಿವೃದ್ಧಿ ಯೋಜನೆಯಡಿಯಲ್ಲಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರು ಘಟಕ ಸ್ಥಾಪಿಸಲು ಅನುದಾನ ಬಿಡುಗಡೆ ಮಾಡುವ ಬಗ್ಗೆ.","Syndicate Bank Colony, Nandinilayout, Bem-96, Nandinilouw Ward No. 43 is about granting assistance to establish a clean drinking water unit under the Local Municipal Area Development Scheme.",18.0
