Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
15,2015-16,1,"ಅಗರ, ಹೆಚ್.ಎಸ್.ಆರ್. ಬಡಾವಣೆಯಲ್ಲಿರು ಸರ್ಕಾರಿ ಪದವಿ ಪೂರ್ವ ಕಾಲೇಜಿನ ಮೊದಲನೆಯ ಮಹಡಿಯಲ್ಲಿ ಕೊಠಡಿಗಳ ನಿರ್ಮಾಣಕ್ಕಾಗಿ","Agar, hsrr. Building rooms on the first floor of the Government Degree College in the area",25.0
16,2015-16,2,"Estimate for C.C Road and R.C.C Drain in APR Layout, Ward No.175, Bommanahalli","Estimate for C.C Road and R.C.C Drain in APR Layout, Ward No.175, Bommanahalli",16.5
17,2015-16,3,"ಅಗರ ಸರ್ಕಾರಿ ಪದವಿ ಪೂರ್ವ ಕಾಲೇಜು ಅಗರ, ಹೆಚ್.ಎಸ್.ಆರ್ ಬಡಾವಣೆ ಕಾಲೇಜು ಕಟ್ಟಡ ಕಾಮಗಾರಿಗೆ.""","Agar Government Graduate College Agara, HSR Layout College Building. """,10.0
18,2015-16,4,"ಶ್ರೀಮತಿ ಸಂಧ್ಯಾರಾಣಿ ಕೋಂ ವಸಂತ, ನಂ:797, 6ನೇ ಕ್ರಾಸ್, ಚೆನ್ನಕೇಶವನಗರ, ಬೆಂಗಳೂರು-100","Mrs. Sandhirani Kom Vasantha, No. 797, 6th Cross, Chennakeshavanagar, Bangalore -100",0.86
19,2015-16,5,"ನೇತ್ರಾವತಿ ಹೆಚ್.ಎಸ್#220/1, ಬಾಬುರೆಡ್ಡಿ ಬಿಲ್ಡಿಂಗ್, ಎಸ್.ಬಿ.ಐ ಬೇಗೂರು ರಸ್ತೆ, ಹೊಂಗಸಂದ್ರ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ","Netravathi H.S.# 220/1, Baburredi Building, SBI Begur Road, Hongasandra Trichy for Vehicle Buying ",0.78
20,2015-16,6,ಹುಳಿಮಾವು U್ಫ್ರಮದ ಸ.ನಂ:80/1ರಲ್ಲಿ ಪೋಲೀಸ್ ಠಾಣೆಗೆ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಮಾಡುವ ಕಾಮಗಾರಿ,Umbrella Suffice: Building Construction for Police Station at 80/1,10.0
21,2015-16,7,"ಸರ್ಕಾರಿ ಪದವಿ ಪೂರ್ವ ಕಾಲೇಜು, ಅಗರ ಹೆಚ್.ಎಸ್.ಆರ್ ಬಡಾವಣೆ ಇಲ್ಲಿ ಶೌಚಾಲಯ ನಿರ್ಮಾಣಕ್ಕಾಗಿ.","Government Degree College, Agra HSR Layout for construction of toilets.",15.0
22,2015-16,8,ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿರುವ ಅಗರ ಗ್ರಾಮದ ಬಸವಣ್ಣ ವ್ಯಾಯಾಮ ಶಾಲೆಯ ಮೊದಲನೇ ಮಹಡಿಯ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಮಾಡುವ ಬಗ್ಗೆ.,Building the first floor of the Basavanna Exercise school in Agar village under the Bommanahalli Vidhyabha constituency.,15.0
23,2015-16,9,"ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿರುವ ಎಚ್.ಎಸ್.ಆರ್ ವಾರ್ಡ್ ನಂ:174, ಅಗರ ಗ್ರಾಮದ ಎ.ಕೆ. ಕಾಲೋನಿಯ ಯಲಮ್ಮ ದೇವಸ್ಥಾನದ ಬಳಿ ರಸ್ತೆ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ. ಹಾಗೂ ಅಗರ ಗ್ರಾಮದ ರದ್ರಭೂಮಿಯ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿಗಳಿಗೆ.","HSR Ward No. 174, Bohnanahalli Vidhan Sabha constituency: A.K. Road development work near Yelamma temple in Colony. And development works of the Agra village.",22.0
24,2015-16,10,"ಕು:: ಅನುರಾಧ ಬಿನ್ ಶ್ರೀನಿವಾಸಲು, ಹುಳಿಮಾವು U್ಫ್ರಮ, ಇವರಿಗೆ ತ್ರಿಚಕ್ರವಾಹನ ಖರೀದಿಗಾಗಿ.","Ku :: Anuradha bin Srinivasulu, Hulima Uframa, for purchase of Trichakravana.",0.88
25,2015-16,11,"ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯ  ಜರಗನಹಳ್ಳಿಯ ವಾರ್ಡ್ ನಂ: 186, ಜರಗನಹಳ್ಳಿಯ ಗ್ರಾಮದ ಅಷ್ಟಲಕ್ಷ್ಮೀ ಬಡಾವಣೆಯಲ್ಲಿ ಶ್ರೀ ಶಕ್ತಿಯ ಟೈಲರಿಂಗ್ ತರಬೇತಿಯ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","Ward No: 186, Building Construction of Sri Shakti Tailoring Training at Ashtalakshmi Layout of Jarganahalli Village, Bohnanahalli Vidhyabha constituency.",20.0
26,2015-16,12,ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ            ವಿವಿಧ ಸ್ಥಳಗಳಲ್ಲಿ ಸಿ.ಸಿ ಕ್ಯಾಮರಗಳನ್ನು ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ.,Construction of CC cameras in different locations of the Bommanahalli assembly constituency.,10.0
27,2015-16,13,"ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯ  ವಾರ್ಡ್ ನಂ: 188 ಬೀಳೇಕಹಳ್ಳಿಯ ವಿಜಯ ಬ್ಯಾಂಕ್ ಲೇಔಟ್, 5ನೇ ಮುಖ್ಯ ರಸ್ತೆ, ಕವೇರಮ್ಮ ದೇವಾಲಯ ರಸ್ತೆಯಲ್ಲಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ.","Ward No: 188 Vijaya Bank Layout, 5th Main Road, Kaveramma Road Road, Belagahalli Vidhan Sabha constituency.",15.0
28,2015-16,14,ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯ  ವಾರ್ಡ್ ನಂ: 188 ಬೀಳೇಕಹಳ್ಳಿಯ ಕೋಡಿಚಿಕ್ಕನಹಳ್ಳಿಯಲ್ಲಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ.,Ward No: 188 Pollenahalli Kodichinakanahalli Pure Drinking Water Unit.,15.0
29,2015-16,15,ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯ  ವಾರ್ಡ್ ನಂ: 175 ಬೊಮ್ಮನಹಳ್ಳಿಯ ರೂಪೇನ ಅಗ್ರಹಾರದಲ್ಲಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ.,"Ward No: 175 Clean Drinking Water Unit at Rupena Agrahara, Bommanahalli.",15.0
30,2015-16,16,ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್  ನಂ: 174 ಮತ್ತು 175ರ ಬೊಮ್ಮನಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿ ವಾಸಿಸುವ ಆದಿಕರ್ನಾಟಕ ಜನಾಂಗಕ್ಕೆ ಸೇರಿದ ರದ್ರಭೂಮಿಯ ಕಾಂಪೌಂಡ್ ಹಾಗೂ ಇತರೆ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ.,Ward No: 179 and 175 Compound and other development works of the Adicarankanas resident in Bommanahalli village of Bommanahalli constituency.,5.0
31,2015-16,17,"ಶ್ರೀ ಲೋಕೇಶ್ ಎಸ್.ಪಿ, ಯಲಚೇನಹಳ್ಳಿ, ಬೆಂಗಳೂರು ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Mr. Lokesh SP, Yelchenkahalli, Bangalore for three-wheeler purchase.",0.77
32,2017-18,1,ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಿವಿಧ ಸ್ಥಳಗಳಲ್ಲಿ  ಸಿ.ಸಿ ಕ್ಯಾಮರಗಳನ್ನು ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ.,Construction of CC cameras in different locations of the Bommanahalli assembly constituency.,15.0
33,2017-18,2,ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ: 189 ಹೊಂಗಸಂದ್ರ ಓಣಿ ರಸ್ತೆಯಲ್ಲಿ ಸಾರ್ವಜನಿಕ ಶೌಚಾಲಯ ನಿರ್ಮಿಸಲು.,Bommanahalli assembly constituency Ward No: 189 To build a public toilet on the Hangasandra Oani Road.,10.0
34,2017-18,3,ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ: 189 ಹೊಂಗಸಂದ್ರ ಅಂಬೇಡ್ಕರ್ ಕಾಲೋನಿ ಹತ್ತಿರ ಸಾರ್ವಜನಿಕ ಶೌಚಾಲಯ ನಿರ್ಮಿಸಲು.,Bohnanahalli assembly constituency Ward No: 189 To construct a public toilet near the Hong Kong Ambedkar Colony.,10.0
35,2017-18,4,ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ: 174 ಎಚ್.ಎಸ್.ಆರ್ ಬಡಾವಣೆ ಬಿ.ಬಿ.ಎಂ.ಪಿ ವಾರ್ಡ್ ಕಛೇರಿಯ ಹತ್ತಿರದ ಬಸ್ ನಿಲ್ದಾಣದ ಬಳಿ ಸಾರ್ವಜನಿಕ ಶೌಚಾಲಯ ನಿರ್ಮಿಸಲು.,Bommanahalli assembly constituency Ward No: 174 HSR Layout To build a public toilet near the bus stand near the BMM Ward office.,10.0
36,2017-18,5,ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ: 189 ಹೊಂಗಸಂದ್ರ ಗ್ರಾಮದ ಸರ್ಕಾರಿ ಪ್ರಾಥಮಿಕ ಶಾಲೆಯಲ್ಲಿ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ.,Ward No: 189 Development work at Government primary school in Hongasandra village.,10.0
37,2017-18,6,"ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ತಾಲ್ಲೂಕು, ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ಇಬ್ಬಲೂರು ಗ್ರಾಮದಲ್ಲಿ ಸಿಮೆಂಟ್ ಕಾಂಕ್ರೀಟ್ ರಸ್ತೆ ಅಭಿವೃದ್ಧಿ ಪಡಿಸುವ ಕಾಮಗಾರಿ.","Construction of cement concrete road in Dallur village of Bommanahalli assembly constituency, Bangalore South taluk.",10.0
38,2017-18,7,"ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ತಾಲ್ಲೂಕು, ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ರಾಜೀವಗಾಂಧಿನಗರ ಬಡಾವಣೆಯಲ್ಲಿ ಸಿಮೆಂಟ್ ಕಾಂಕ್ರೀಟ್ ರಸ್ತೆ ಅಭಿವೃದ್ಧಿ ಪಡಿಸುವುದು.","Cement concrete road will be developed at Rajivagandhinagar area of ​​Bommanahalli assembly constituency, Bangalore South taluk.",10.0
39,2017-18,8,"ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ತಾಲ್ಲೂಕು, ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ಅಗರ ಗ್ರಾಮದಲ್ಲಿ ಸಿಮೆಂಟ್ ಕಾಂಕ್ರೀಟ್ ರಸ್ತೆ ಅಭಿವೃದ್ಧಿ ಪಡಿಸುವುದು.","Development of cement concrete road in Agar village of Bommanahalli assembly constituency, Bangalore South taluk.",10.0
40,2017-18,9,"ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ತಾಲ್ಲೂಕು, ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ಪರಂಗಿಪಾಳ್ಯ ಗ್ರಾಮದಲ್ಲಿ ಸಿಮೆಂಟ್ ಕಾಂಕ್ರೀಟ್ ರಸ್ತೆ ಅಭಿವೃದ್ಧಿ ಪಡಿಸುವುದು.","Developing cement concrete road in Parangipalya village of Bommanahalli assembly constituency, Bangalore South taluk.",10.0
41,2017-18,10,"ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ತಾಲ್ಲೂಕು, ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ:174ರಲ್ಲಿ ಬೊಮ್ಮನಹಳ್ಳಿಯ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಪಾಠಶಾಲೆಯ ಕಟ್ಟಡಕ್ಕೆ ಒಳಗು ಹಾಗೂ ಹೊರಗು ಬಣ್ಣ ಹಾಗೂ ಪೀಠೋಪಕರಣಗಳು ಮತ್ತು ಪುಸ್ತಕಗಳನ್ನು ಖರೀದಿಸಲು.","Bangalore South Taluk, Bommanahalli Assembly Constituency Ward No. 174 Bommanahalli Senior Elementary School Building & Outdoor Coloring & Furniture & Books To Buy.",3.0
42,2017-18,11,"ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ತಾಲ್ಲೂಕು, ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ U್ಫರ್ವೆಭಾವೀಪಾಳ್ಯದ ಹಿಂದೂ ರುದ್ರಭೂಮಿ ಅಭಿವೃದ್ಧಿ ಪಡಿಸುವ ಕಾಮಗಾರಿ.","Bangalore South Taluk, Bommanahalli assembly constituency is developing a Hindu cemetery in Ufarbabweepalya.",9.0
43,2017-18,12,"ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ತಾಲ್ಲೂಕು, ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ಎಚ್.ಎಸ್.ಆರ್ ಬಡಾವಣೆಗಳಲ್ಲಿ ರಸ್ತೆ ಡಾಂಬರೀಕರಣಗೊಳಿಸುವ ಕಾಮಗಾರಿ.","Bangalore South Taluk, Bommanahalli assembly constituency, HSR Layout is a road repair work.",40.0
44,2017-18,16,"ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ತಾಲ್ಲೂಕು, ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ಸಮರ್ಥನಂ ಅಂಗವಿಕಲ ಸಂಸ್ಥೆಯಿಂದ ಅಂಗವಿಕಲರಿಗಾಗಿ ಶಾಲಾ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","School Building construction work for disabled persons from Sartanam Handicapped Institute of Bommenahalli Assembly constituency, Bangalore South Taluk.",10.0
45,2017-18,17,ಶ್ರೀ ತುಳಸಿ.ಡಿ ಬಿನ್ ಶ್ರೀ ದಯಾಳನ್ ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.,Mr. Thulasi.Din bin Sri Dayalan for a three-wheeler vehicle purchase.,0.8
46,2017-18,18,ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ: 175ನ ಬೊಮ್ಮನಹಳ್ಳಿ ವಾರ್ಡಿನ ರೂಪೇನ ಅಗ್ರಹಾರದಲ್ಲಿರುವ ದೋಬಿ ಘಾಟ್‍ನ ಶೆಡ್ ನಿರ್ಮಾಣ,Bommanahalli assembly constituency Ward No. 175 Dobhi Ghat's Shed at Rupena Agrahara in Bommanahalli Ward,5.0
47,2017-18,19,"ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ತಾಲ್ಲೂಕು, ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ U್ಫರ್ವೆಭಾವೀಪಾಳ್ಯದ ಆಚಿಜನೇಯ ದೇವಸ್ಥಾನದ ಪಕ್ಕದ ರಸ್ತೆ, ಕಾಂಕ್ರೀಟ್ ಚರಂಡಿ ಹಾಗೂ ಕಾಂಕ್ರೀಟ್ ರಸ್ತೆ ಕಾಮಗಾರಿ.","Bangalore South Taluk, adjoining the Achanheneya temple in Ufferabavilapalya, Bommanahalli assembly constituency, concrete sewer and concrete road work.",6.0
48,2017-18,20,ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿರುವ ಅಗರ ಹೆಚ್.ಎಸ್.ಆರ್ ಬಡಾವಣೆಯ ಸರ್ಕಾರಿ ಸ್ವತಂತ್ರ ಪದವಿ ಪೂರ್ವ ಕಾಲೇಜಿನಲ್ಲಿ ಒಂದು ಬೋರ್‍ವೆಲ್ ಕೊರೆಯಿಸ ಅದಕ್ಕೆ ಪಂಪ್ ಮೋಟಾರ್ ಅಳವಡಿಸಲು,To install a pump motor by drilling a borewell at the Government Independent Degree College in Agar HSR Layout in the Bommanahalli assembly constituency,4.9
49,2017-18,21,"Drilling of Borewell, Errection of Pumpset and Energisation to Jaraganahalli, Bommanahalli MLA Constituency, Bangalore South Taluk, Bangalore Urban District.","Drilling of Borewell, Errection of Pumpset and Energisation to Jaraganahalli, Bommanahalli MLA Constituency, Bangalore South Taluk, Bangalore Urban District.",6.0
50,2017-18,22,"Drilling of Borewell, Errection of Pumpset and Energisation to Arekere, Bommanahalli MLA Constituency, Bangalore South Taluk, Bangalore Urban District.","Drilling of Borewell, Errection of Pumpset and Energisation to Arekere, Bommanahalli MLA Constituency, Bangalore South Taluk, Bangalore Urban District.",6.0
51,2017-18,23,"Drilling of Borewell, Errection of Pumpset and Energisation to Singasandra, Bommanahalli MLA Constituency, Bangalore South Taluk, Bangalore Urban District.","Drilling of Borewell, Errection of Pumpset and Energisation to Singasandra, Bommanahalli MLA Constituency, Bangalore South Taluk, Bangalore Urban District.",6.0
52,2017-18,24,"Drilling of Borewell, Errection of Pumpset and Energisation to Hongasandra-1, Bommanahalli MLA Constituency, Bangalore South Taluk, Bangalore Urban District.","Drilling of Borewell, Errection of Pumpset and Energisation to Hongasandra-1, Bommanahalli MLA Constituency, Bangalore South Taluk, Bangalore Urban District.",6.0
53,2017-18,25,"Drilling of Borewell, Errection of Pumpset and Energisation to Hongasandra-2, Bommanahalli MLA Constituency, Bangalore South Taluk, Bangalore Urban District.","Drilling of Borewell, Errection of Pumpset and Energisation to Hongasandra-2, Bommanahalli MLA Constituency, Bangalore South Taluk, Bangalore Urban District.",6.0
