Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
11,2013-14,11,ಮಲ್ಲೇಶ್ವರಂ ವಿಧನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ 65ರ ಕಾಡುಮಲ್ಲೇಶ್ವರ  ವ್ಯಾಪ್ತಿಯ ಶ್ರೀಚಂದ್ರಶೇಖರ್ ಆಜಾದ್ ಆಟದ ಮೈದಾನದಲ್ಲಿ (Hi-Tech Drinking Water KIOSK) ಕಾಮಗಾರಿ ,Hi-Tech Drinking Water KIOSK at Sandharshekhar Azad Stadium of Kadumalesheshwara Ward No. 65 of Malleswaram constituency,0.0
12,2013-14,12,ಮಲ್ಲೇಶ್ವರಂ ವಿಧನಸಭಾ ಕ್ಷೇತ್ರ  ವಾರ್ಡ್ ನಂ 65ರ ಕಾಡುಮಲ್ಲೇಶ್ವರ  ವ್ಯಾಪ್ತಿಯ ಈಜುಕೊಳ ಬಡಾವಣೆ ಡೋಬಿ ಪಕ್ಕದಲ್ಲಿರುವ ಜನರೇಟರ್ ರೂಂ ಪಕ್ಕದಲ್ಲಿ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ,"Construction work beside the Generator Room adjacent to Dobi's Swimming Pool Layout, Kodumaleshwara, Ward 6, Malleswaram.",10.0
13,2013-14,13,ಮಲ್ಲೇಶ್ವರಂ ವಿಧನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ 65ರ ಕಾಡುಮಲ್ಲೇಶ್ವರ 6ನೇ ಅಡ್ಡರಸ್ತೆಯಲ್ಲಿರುವ ಸರ್ಕಾರಿ ಮಾದರಿ ಪ್ರಾಥಮಿಕ ಶಾಲೆಯ ಆವರಣದಲ್ಲಿ ಮಳೆ ನೀರು ಕೊಯ್ಲಿ ಮತುತ ವಿದ್ಯುತ್ ದೀಪಗಳನ್ನು ಅಳವಡಿಸುವುದು ಹಾಗೂ ಇತರೆ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ,"Rainwater harvesting and installation of electrical lights and other development works on the 6th floor of the Government Model Primary School premises on Kodumaleshwara, Ward 6, Malleswaram constituency.",10.0
14,2013-14,14,ಮಲ್ಲೇಶ್ವರಂ ವಿಧನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ 65ರ ಕಾಡುಮಲ್ಲೇಶ್ವರ 6ನೇ ಅಡ್ಡರಸ್ತೆಯಲ್ಲಿರುವ ಸರ್ಕಾರಿ ಮಾದರಿ ಪ್ರಾಥಮಿಕ ಶಾಲೆಯ ಹಾದಿ ಇರುವ ಚೈನ್ ಲಿಂಠಿï ಫೆನ್ಸಿಂಗ್ ನವೀಕರಣ ಕಾರಿಡಾರ್‍ಗೆ ಗ್ರಿಲ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,"Chain Linti Fencing Grid Installation Workshop on the 6th Road Cross Road, Government Model Primary School, Wardmaleswar, Ward No. 65, Malleswaram.",10.0
15,2013-14,15,ಮಲ್ಲೇಶ್ವರಂ ವಿಧನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ 65ರ ಕಾಡುಮಲ್ಲೇಶ್ವರ 6ನೇ ಅಡ್ಡರಸ್ತೆಯಲ್ಲಿರುವ ಸರ್ಕಾರಿ ಮಾದರಿ ಪ್ರಾಥಮಿಕ ಶಾಲೆಗೆ ಸುಣ್ಣಬಣ್ಣ ಬಳಿಯುವುದು ಹಾಗೂ ಇತರೆ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ,"Limestone to the Government Model Primary School, 6th Cross, Wardmaleswar, Ward No. 65, Malleswaram Divisional Wardrobe, and other development works",2.5
16,2013-14,16,"ಶ್ರೀ.ಅಖಿಲ ಹವ್ಯಕ ಮಹಾಸಭಾ (ರಿ) ಬೆಂಗಳೂರು 101/ಎ, 11ನೇ ಅಡ್ಡರಸ್ತೆ 8ನೇ ಮುಖ್ಯರಸ್ತೆ ಮಲ್ಲೆಶ್ವರ ಬೆಂಗಳೂರು ವಿದ್ಯಾರ್ಥಿ ನಿಲಯ ಸಮುಚ್ಚಯ ಕಟ್ಟಡ ಕಾಮಗಾರಿ","Sri.Akhila Havika Mahasabha (R) Bangalore 101 / A, 11th Crossroach 8th Main Road Malleshwar Bangalore Student Hall Complex Building Work",15.0
17,2013-14,17,ಮಲ್ಲೇಶ್ವರಂ ಆಟದ ಮೈದಾನದಲ್ಲಿ ಬ್ಯಾಸ್ಕೆಟ್ ಬಾಲ್ ಆಟಕ್ಕಾಗಿ ಉಪಕರಣಗಳನ್ನು ಅಳವಡಿಸಿ ಮೈದಾನ ಅಭಿವೃದಿ ಪಡಿಸುವ ಕಾಮಗಾರಿ,Workshop on improving the field of equipment for basketball play at Malleswaram playground,7.2
18,2013-14,18,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವಾರ್ಡ್ ನಂ.35 ಅರಮನೆ ನಗರ ವ್ಯಾಪ್ತಿಯ 18ನೇ ಅಡ್ಡರಸ್ತೆಯಲ್ಲಿರುವ ಪದವಿ ಪೂರ್ವ ಕಾಲೇಜು ಆವರಣದಲ್ಲಿ ನೆಲಮಹಡಿ ಕಟ್ಟಡದಲ್ಲಿ ಶೌಚಾಲಯಗಳ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ,"The construction of toilets in ground floor building at Malleswaram Assembly constituency Ward No.35 Palace, 18th Cross,",1.5
19,2013-14,19,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವಾರ್ಡ್ ನಂ.45 ಮಲ್ಲೇಶ್ವರ ಸುಬೇದಾರ್ ಪಾಳ್ಯ ವ್ಯಾಪ್ತಿಯ ಸರ್ಕಾರಿ ಶಾಲೆಯ ಬಳಿ ಇರುವ ಆರೋಗ್ಯ ಕೇಂದ್ರದಲ್ಲಿ ವೈದ್ಯಾಧಿಕಾರಿಗಳ ಕೊಠಡಿ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ,Malleswaram Assembly Constituency Ward No 45 Malleswarar Subedar Palya Area Government School Near Health Centers Medical Facilities Room Construction Work,2.5
20,2013-14,20,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವಾರ್ಡ್ ನಂ.45 ಮಲ್ಲೇಶ್ವರ ಸುಬೇದಾರ್ ಪಾಳ್ಯ ವ್ಯಾಪ್ತಿಯ ಸರ್ಕಾರಿ ಶಾಲೆಯ ಬಳಿ ಇರುವ ಆರೋಗ್ಯ ಕೇಂದ್ರದಲ್ಲಿ ಪ್ರಯೋಗಾಲಯ ಮತ್ತು ಉಗ್ರಾಣಗಳ ಕೊಠಡಿ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ,"Malleswaram Assembly Constituency Ward No.45 Laboratory and Warehouse Room Construction at Health Center Near Government School, Subedar Palya",2.5
21,2013-14,21,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವಾರ್ಡ್ ನಂ.45 ಮಲ್ಲೇಶ್ವರ ಸುಬೇದಾರ್ ಪಾಳ್ಯ ವ್ಯಾಪ್ತಿಯ ಸರ್ಕಾರಿ ಶಾಲೆಯ ಬಳಿ ಇರುವ ಆರೋಗ್ಯ ಕೇಂದ್ರದಲ್ಲಿ ಸಿಬ್ಬಂದಿ ಮತ್ತು ನೌಕರರ  ಕೊಠಡಿ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ,"Malleswaram Assembly Constituency Ward No.45 Staff and Employees Room Construction at Health Center Near Government School, Subedar Palya",2.5
22,2014-15,1,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ಮಲ್ಲೇಶ್ವರ ಎಂಕೆಕೆ ರಸ್ತೆಯಲ್ಲಿರುವ ಬಿಬಿಎಂಪಿಯ ಶ್ರೀಚಂದ್ರಶೇಖರ್ ಆಜಾದ್ ಆಟದ ಮೈದಾನದಲ್ಲಿ ಒಳಾಂಗಣ  ವಾಲಿಬಾಲ್ ಕ್ರೀಡಾಂಗಣದ 2ನೇ ಹಂತದ ಕಾಮಗಾರಿ,2nd phase work of indoor volleyball stadium at Sreechandrashekhar Azad at BBMP in Malleshwaram MKK Road on Malleswaram assembly constituency,46.82
23,2014-15,2,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ಮಲ್ಲೇಶ್ವರ ಎಂಕೆಕೆ ರಸ್ತೆಯಲ್ಲಿರುವ ಬಿಬಿಎಂಪಿಯ ಶ್ರೀಚಂದ್ರಶೇಖರ್ ಆಜಾದ್ ಆಟದ ಮೈದಾನದಲ್ಲಿರುವ ಸರ್ಕಾರಿ ಶಿಶುವಿಹಾರ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ,Government kindergarten development work at Bichampi Srichandashekhar Azad at the Malleshwaram MKK Road on Malleswaram assembly constituency,2.0
24,2014-15,3,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಮಲ್ಲೇಶ್ವರ ಎಂಕೆಕೆ ರಸ್ತೆಯಲ್ಲಿರುವ ಬಿಬಿಎಂಪಿ ಯ ಶ್ರೀ ಚಂದ್ರಶೇಖರ್ ಆಜಾದ್ ಆಟದ ಮೈದಾನದಲ್ಲಿರುವ ಬಿಬಿಎಂಪಿ ವಾರ್ಡ್ ಕಛೇರಿ ಕಟ್ಟಡ ಡೆಮೋಲಿಷನ್ ಮಾಡಿ ತೆರವುಗೊಳಿಸುವ ಕಾಮಗಾರಿ,BBMP's Sri Chandrashekhar Azad at Malleshwar MKK Road in Malleswaram Assembly Constituency BBMP Ward Office Building Demolition Work,2.5
25,2014-15,4,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಮಲ್ಲೇಶ್ವರ ಎಂಕೆಕೆ ರಸ್ತೆಯಲ್ಲಿರುವ ಬಿಬಿಎಂಪಿ ಯ ಶಾಲೆಯಲ್ಲಿ ಶೌಚಾಲಯ ಕಾಮಗಾರಿ,BBMP School in Malleshwar MKK Road in Malleswaram Assembly Constituency,2.5
26,2014-15,5,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಮಲ್ಲೇಶ್ವರ ಎಂಕೆಕೆ ರಸ್ತೆಯಲ್ಲಿರುವ ಬಿಬಿಎಂಪಿ ಯ ಶ್ರೀ ಚಂದ್ರಶೇಖರ್ ಆಜಾದ್ ಆಟದ ಮೈದಾನದಲ್ಲಿ ಒಳಾಂಗಣ ವಾಲಿಬಾಲ್ ಕ್ರೀಡಾಂಗಣದ 3ನೇ ಹಂತದ ಕಾಮಗಾರಿ,BBMP's Sri Chandrashekhar Azad at Malleshwar MKK Road in Malleswaram Assembly constituency 3rd phase of indoor volleyball stadium,47.5
27,2014-15,6,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಮಲ್ಲೇಶ್ವರ ಎಂಕೆಕೆ ರಸ್ತೆಯಲ್ಲಿರುವ ಬಿಬಿಎಂಪಿಯ ಶ್ರೀ.ಚಂದ್ರಶೇಖರ್ ಆಜಾದ್ ಆಟದ ಮೈದಾನದ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ,Chandrasekhar Azad of BBMP in Malleswaram MKK Road in Malleswaram assembly constituency,2.5
28,2014-15,7,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಮಲ್ಲೇಶ್ವರ ಎಂಕೆಕೆ ರಸ್ತೆಯಲ್ಲಿರುವ ಬಿಬಿಎಂಪಿ ಯ ಶ್ರೀ ಚಂದ್ರಶೇಖರ್ ಆಜಾದ್ ಆಟದ ಮೈದಾನದಲ್ಲಿ ಒಳಾಂಗಣ ವಾಲಿಬಾಲ್ ಕ್ರೀಡಾಂಗಣದ 4ನೇ ಹಂತದ ಕಾಮಗಾರಿ,The BBMP's Sri Chandrashekhar Azad at Malleshwar MKK Road in Malleswaram Assembly constituency is the fourth stage of the Indoor Volleyball Stadium,48.5
29,2014-15,8,"ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿನ ವಾರ್ಡ್ ನಂ.66 ಸುಬ್ರಮಣ್ಯನಗರ ವ್ಯಾಪ್ತಿಯ ಬಿಬಿಎಂಪಿ ಸಮುದಾಯ ಭವನ ರಾಜಾಜಿನಗರ, 2ನೇ ಹಂತ, ಇಲ್ಲಿ Hi-Tech Drinking Water Kiosk ನಿರ್ಮಿಸಲು","BBMP Community Building, Rajajinagar, 2nd Stage, to construct Hi-Tech Drinking Water Kiosk at Malleswaram Assembly Constituency Ward No. 66 Subramanyan Nagar",7.0
30,2014-15,9,ವಾರ್ಡ್ ನಂ.65 ಕಾಡುಮಲ್ಲೇಶ್ವರ 6ನೇ ಅಡ್ಡರಸ್ತೆ ಸರ್ಕಾರಿ ಪ್ರಾಥಮಿಕ ಪಾಠಶಾಲೆ ಹಾಲಿ ಇರುವ ಯಲಹಂಕ ಟೈಲ್ಸ್ ವೆದರ್ ಪ್ರೂಫ್ ಕೋರ್ಸ್ ಮತ್ತು ಪ್ರಯಾರಪಿಟ್ ಗೋಡರ ಹಾಗೂ ಎ.ಸಿ.ಶೀಟ್ ಛಾವಣಿ ತೆಗೆದುಹಾಕಿ ಹ್ಯಾಂಡ್ ರೈಲ್ಸ್ ಮತ್ತು ಆರ್.ಸಿ.ಸಿ. ಛಾವಣಿ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,Ward No.65 Kodumalleshwara 6th Cross Road Government Primary School The Yelahanka Tiles Weather Proof Course and the Prayarpet Goat and the AC Sheet Roof are Removed Hand Rails and RCC. Roof installation work,2.36
31,2014-15,10,ವಾರ್ಡ್ ನಂ.65 ಕಾಡುಮಲ್ಲೇಶ್ವರ 6ನೇ ಅಡ್ಡರಸ್ತೆ ಸರ್ಕಾರಿ ಪ್ರಾಥಮಿಕ ಪಾಠಶಾಲೆಯ ಎಡಭಾಗದ ಆವರಣಕ್ಕೆ ಹ್ಯಾಂಡ್ ರೈಲ್ಸ್ ಮತ್ತು ಯು.ಜಿ.ಕೇಬಲ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,Ward No.65 Kadumalleshwara 6th Crossway Hand Works and UGCable Workshop for Left Primary Campus,2.2
32,2014-15,11,ವಾರ್ಡ್ ನಂ.65 ಕಾಡುಮಲ್ಲೇಶ್ವರ 6ನೇ ಅಡ್ಡರಸ್ತೆ ಸರ್ಕಾರಿ ಪ್ರಾಥಮಿಕ ಪಾಠಶಾಲೆಯ ಬಲಭಾಗದ ಆವರಣಕ್ಕೆ ಹ್ಯಾಂಡ್ ರೈಲ್ಸ್ ಮತ್ತು ಯು.ಜಿ.ಕೇಬಲ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,Ward No.65 Kadumalleshwara 6th Crossway Hand Railways and UGCable Workshop for the Right Primary Course of Government Primary School,1.0
33,2014-15,12,ಬೆಂಗಳೂರು ನಗರ ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ಕೆ.ಸಿ.ಜನರಲ್ ಆಸ್ಪತ್ರೆ ಮಲ್ಲೇಶ್ವರಂ ಇಲ್ಲಿ ಅಕೋಸ್ಟಿಕ್ ಬೂತ್ ಕಾಮಗಾರಿ,Bangalore City Malleswaram Assembly Constituency KC General Hospital Malleshwaram Acoustic Booth Works,6.96
34,2014-15,13,ಬೆಂಗಳೂರು ನಗರ ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ಕೆ.ಸಿ.ಜನರಲ್ ಆಸ್ಪತ್ರೆ ಮಲ್ಲೇಶ್ವರಂ ಇಲ್ಲಿ ಇಂಪೆಡೆನ್ಸ್ ಆಡಿಯೋ ಮೆಟ್ರಿ  ಕಾಮಗಾರಿ,Bangalore City Corporation Malleswaram Assembly Area KC General Hospital Malleswaram Immediate Audio Metrise Works,6.62
35,2014-15,14,ಬೆಂಗಳೂರು ನಗರ ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ಕೆ.ಸಿ.ಜನರಲ್ ಆಸ್ಪತ್ರೆ ಮಲ್ಲೇಶ್ವರಂ ಇಲ್ಲಿ ಡಯಾಗ್ನೋಸ್ಟಿಕ್ ಆಡಿಯೋ ಮೆಟ್ರಿ  ಕಾಮಗಾರಿ,Bangalore City Malleswaram assembly constituency KC General Hospital Malleswaram is diagnostic audio metrics here,4.51
36,2014-15,15,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿರುವ ಸ್ಯಾಂಕಿ ಉದ್ಯಾನವರ ನಡಿಗೆದಾರರ ಸಂಘ (ನೋಂ) ಇವರು ಸ್ಯಾಂಕಿ ಉದ್ಯಾನವನದಲ್ಲಿರುವ ಆರೋಗ್ಯಧಾಮ (ಯೋಗಕೇಂದ್ರವಿದ್ದು) ಇದಕ್ಕೆ ಮೇಲ್ಛಾವಣಿ ನಿರ್ಮಿಸಲು,"Sanki Gardens Walker's Association (NOM), located in the Malleswaram assembly constituency, has a health center (yoga center) at Sanki Park to construct a ceiling",2.45
37,2014-15,16,"ಶ್ರೀ.ವೆಂಕಟೇಶ್.ಹೆಚ್, ಕಿರಣಗಿ ನಂ.104, 9ನೇ ಮುಖ್ಯರಸ್ತೆ, 4ನೇ ಅಡ್ಡರಸ್ತೆ, ಗೂಕುಲ 1ನೇ ಹಂತ, 2ನೇ ಮುಖ, ಬೆಂಗಳೂರು ಉತ್ತರ ಜಿಲ್ಲೆ ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಒದಗಿಸಲು","Mr.VenkateshHH, Kiranagi No.104, 9th Main Road, 4th Crossroads, Gokula 1st Stage, 2nd Floor, Bangalore North District to provide three-wheeler",0.63
38,2014-15,17,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಮಲ್ಲೇಶ್ವರ ಎಂಕೆಕೆ ರಸ್ತೆಯಲ್ಲಿರುವ ಬಿಬಿಎಂಪಿಯ ಶ್ರೀ.ಚಂದ್ರಶೇಖರ್ ಆಜಾದ್ ಆಟದ ಮೈದಾನದಲ್ಲಿ ಪೂರ್ವಭಾಗದಲ್ಲಿ ತಡೆಗೋಡೆ ನಿರ್ಮಾಣ ಮಾಡುವ ಮೊದಲನೇ ಹಂತದ ಕಾಮಗಾರಿಬದಲಿ ಕಾಮಗಾರಿ:-ಬೆಂಗಳೂರು ನಗರ ಮಲ್ಲೇಶ್ವರ ವಾರ್ಡ್ 65ರಲ್ಲಿರುವ ಬ್ಯಾಸ್ಕೆಟ್ ಬಾಲ್ ಆಟದ ಮೈದಾನಕ್ಕೆ ಎಲ್.ಇ.ಡಿ ವಿದ್ಯುತ್ ದೀಪಗಳನ್ನು ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,Chandrashekhar Azad at BBMP in Malleswaram MKK Road in Malleswaram Assembly constituency is the first stage of construction of a barrier at the ground floor of the playground.Replacement Work: -Workshop on installing LED lighting lights for basketball playground in Bangalore city Malleshwara Ward 65 ,2.49
