Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
16,2013 -14,16.0,ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಗೊಲ್ಲರಪಾಳ್ಯ,Government Primary School Gollarapalya,1.75
17,2013 -14,17.0,ಸರ್ಕಾರಿ ಮಾದರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ-ತಿಗಳರ ಪಾಳ್ಯ,Government Model Senior Primary School,1.75
18,2013 -14,18.0,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ-ಹೆಚ್.ಗೊಲ್ಲಹಳ್ಳಿ,ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿದ ಶಾಲೆ-ಕೆ.ಗೊಲ್ಲಹಳ್ಳಿ,ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ-ಚಿನ್ನಕುರ್ಚಿ,ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ-ಗೋಣಿಪುರ","Government Higher Primary School - H. Gollahalli,Government Senior Primary School - K. Gollahalli,Government Higher Primary School - Goldchurch,Government Primary School - Gonpur",3.0
19,2013 -14,19.0,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ-ಸಿ.ಕೆ.ತಾಂಡ್ಯ,ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿದ ಶಾಲೆ-ಕೋಲೂರು,ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ-ಸುಬ್ಬರಾಯನಪಾಳ್ಯ,ಸರ್ಕಾರಿ  ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ-ಹೊನ್ನಗನಹಟ್ಟಿ,ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ- ಬಂಜಾರಪಾಳ್ಯ,ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ತರಳು,ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ-ಕಗ್ಗಲೀಪುರ","Government Higher Primary School - CK Thandya,Government Senior Higher Secondary School - Colour,Government Primary School - Subbaraayanapalya,Government Higher Primary School-Honagnahatti,Government Higher Primary School - Banjarapalya,Government Higher Primary School,Government Higher Primary School - Kagalipura",4.0
20,2013 -14,20.0,"ಸರ್ಕಾರಿ ಉರ್ದು ಪ್ರೌಢಶಾಲೆ ಆರ್.ಎಂ.ಎಸ್.ಎ ಶಾಲೆ ಕೇಂಗೇರಿ, ಸರ್ಕಾರಿ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಗಾಣಿಗರ ಪಾಳ್ಯ","Government Urdu High School RMSA School Kengeri, Government Primary School",2.25
21,2013 -14,21.0,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ-ಉಲ್ಲಾಳ, ಸರ್ಕಾರಿ ಉರ್ದು ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಉಲ್ಲಾಳು ಉಪನಗರ, ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ-ಮುದ್ದಯ್ಯನಪಾಳ್ಯ","Government Higher Primary School - Ullal, Government Urdu Junior Primary School Ullal suburb, Government Primary School - Mudiyanapally",2.5
22,2013 -14,22.0,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ-ಅಂಜನನಗರ, ಸಕಾಋಇ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ -ಬಿಳೇಕಲ್ಲು, ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ-ಕಂಓಬನಹಳ್ಳಿ, ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ-ಮುನಿಸ್ವಾಮಪ್ಪ ಬಡಾವಣೆ, ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಚನ್ನನಾಯಕನಪಾಳ್ಯ","Government Primary School - Anjanagara, Sakkei Junior Elementary School - Belakal, Government junior primary school - koobanahalli, Government Junior Primary School - Muniswamappa Layout, Government Primary School Channanayanapaliah",2.3
23,2013 -14,23.0,"ಕುವೆಂಪು ಶತಮಾನೋತ್ಸವ ಸರ್ಕಾರಿ ಮಾದರಿ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಉಲ್ಲಾಳು ಉಪನಗರ,","Centennial centenary Government Model Primary School Ullal suburb,",2.5
24,2013 -14,24.0,"ಸರ್ಕಾರಿ ಪ್ರೌಢಶಾಲೆ ಉಲ್ಲಾಳು ಉಪನಗರ,","Government High School Ulla Suburban,",2.5
25,2013 -14,25.0,"ಸರ್ಕಾರಿ ಮಾದರಿ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಬ್ಯಾಡರಹಳ್ಳಿ,","Government Model Primary School Badarahalli,",2.5
26,2013 -14,26.0,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಮಾದರಿ ಶಾಲೆ ಹೇರೋಹಳ್ಳಿ,","Government Higher Primary School Hirohalli,",2.5
27,2013 -14,27.0,ಸಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಆಂದ್ರಹಳ್ಲಿ,Sakari Senior Primary School Andraholli,2.5
28,2013 -14,28.0,"ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ತಾಲ್ಲೂಕು, ಕೆಂಗೇರಿ ಹೋಬಳಿ ಕುಂಬಳಗೋಡು ಗ್ರ್ರಾಮ ಪಂಚಾಯಿತಿ ವ್ಯಾಪ್ತಿಯ ಕುಂಬಳಗೋಡು ಗ್ರ್ರಾಮದಲ್ಲಿ ಭಜನಾ ಮಂದಿರದ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ (1ನೇ ಹಂತ)","Bangalore South Taluk, Kengeri Hobli Kumbalgudu Gram Panchayat Rural Building at Bhumana Temple at Poomala Gurdam (1st Phase)",5.0
29,2013 -14,29.0,"ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ತಾಲ್ಲೂಕು, ಕೆಂಗೇರಿ ಹೋಬಳಿ ಕÉ.ಗೊಲ್ಲಹಳ್ಳಿ ಗ್ರ್ರಾಮ ಪಂಚಾಯಿತಿ ಕೆ.ಗೊಲ್ಲಹಳ್ಳಿ ರೈತ ಸೇವಾ ಸಹಕಾರ ಸಂಘದ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿಯನ್ನು ಕೈಗೊಳ್ಳಲು","Bangalore South Taluk, Kengeri Hobli, Gollahalli Gramar Panchayat K.Gollahalli Farmers' Seva Co-operative Society To Build Building Construction",5.0
30,2013 -14,30.0,"ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ತಾಲ್ಲೂಕು, ತಾವರೆಕೆರೆ ಹೋಬಳಿ, ತಾವರೆಕೆರೆ ಗ್ರ್ರಾಮ ಪಂಚಾಯಿತಿ ವ್ಯಾಪ್ತಿಯ ತಿಪ್ಪಗೊಂಡನಹಳ್ಳಿ ಪ್ರೌಢಶಾಲೆ ಕಟ್ಟಡ ದುರಸ್ತಿ ಕಾಮಗಾರಿ","Bangalore South Taluk, Thavakere Hobli, Thavakere Gram Panchayat, Thippagodanahalli High School Building Repair",3.47
31,2013 -14,31.0,ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ತಾಲ್ಲೂಕು ಕೆಂಗೇರಿ ಹೋಬಳಿ ಕುಂಬಳಗೂಡು ಅಂಚೆ ತಗಚಗುಪ್ಪೆ ಹಾಲು ಉತ್ಪಾದಕ ಸಹಕಾರ ಸಂಘದ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಮುಂದುವರೆದ ಕಾಮಗಾರಿ,Bangalore South Taluk Kengeri Hobli Kumbalagudu Postal Tagaguppey Milk Producers Cooperative Society Building Upbuilding,2.0
32,2013 -14,32.0,"ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ತಾಲ್ಲೂಕು, ಕೆಂಗೇರಿ ಹೋಬಳಿ, ಕುಂಬಳಗೋಡು ಗ್ರ್ರಾಮ ಪಂಚಾಯಿತಿ ವ್ಯಾಪ್ರಿಯ ಕಂಬೇಪುರ ಗ್ರ್ರಾಮದ ಓವರ್ ಹೆಡ್ ಟ್ಯಾಂಕ್ ಹೆಚ್ಚುವರಿ ಪೈಪ್‍ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ","Bangalore South Taluk, Kengeri Hobli, Kumbalgudu Gram Panchayat Vipriya Campbell Gramar's Overhead Tank Extra Pipeline Works",4.98
33,2013 -14,33.0,"ಬೆಂಗಳೂರು ದಕ್ಚಿಣ ತಾಲ್ಲೂಕು, ಸೋಮನಹಳ್ಳಿ ಗ್ರ್ರಾಂ ಪಂಚಾಯಿತಿ ವ್ಯಾಪ್ತಿಯ ಮುಕೋಡ್ಲು ಗ್ರ್ರಾಮದಲ್ಲಿ  ಅಂಗನವಾಡಿ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Anganwadi construction work at Gram Panchayat, Mukkola, Gramaram, Somanahalli, Bangalore Taluk Taluk",0.0
34,2013 -14,34.0,"ಬೆಂ.ದ.ತಾ, ಕೆಂಗೇರಿ ಹೋ, ಚಿಕ್ಕನಹಳ್ಳಿ ಗ್ರಾ.ಪಂ ವ್ಯಾಪ್ತಿಯ ಚಂದ್ರಪ್ಪ ಸರ್ಕಲ್ ಸರ್ಕಾರಿ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಕಟ್ಟಡ ದುರಸ್ಥಿಯ ಮುಂದುವರಿದ ಕಾಮಗಾರಿ.","Chandrappa Circle Government Primary School Building Building, Belgaum, Kengeri Ho, Chinnanahalli Gram Panchayat.",3.2
35,2013 -14,35.0,ಚಿಕ್ಕನಹಳ್ಳಿಯ ಚಂದ್ರಪ್ಪ ಸರ್ಕಲ್ ಬಳಿ ಬಸ್ ನಿಲ್ದಾಣ ನಿರ್ಮಾಣದ ಮುಂದುವರಿದ ಕಾಮಗಾರಿ.,"Continuous work of construction of a bus stand near Chandrappa Circle, Chinnanahalli.",1.0
36,2013 -14,36.0,"ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ತಾಲ್ಲೂಕು, ಕೆಂಗೇರಿ ಉಪನಗರದಲ್ಲಿರುವ ಸರ್ಕಾರಿ ಪ್ರೌಢಶಾಲೆಗೆ 1 ಶಾಲಾ ಕೊಠಡಿ ನಿರ್ಮಾಣ ಮಾಡಲು","Bangalore South Taluk, 1 school room for Government High School in Kengeri Suburbs",2.5
37,2013 -14,37.0,"ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ತಾಲ್ಲೂಕು,  ಕೆಂಗೇರಿ ಉಪನಗರದಲ್ಲಿರುವ ಸರ್ಕಾರಿ ಪ್ರೌಢಶಾಲೆಗೆ 2 ಶಾಲಾ ಕೊಠಡಿ ನಿರ್ಮಾಣ ಮಾಡಲು","To build 2 school rooms for Government High School in Bangalore South Taluk, Kengeri suburb",2.5
38,2013 -14,38.0,"ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ತಾಲ್ಲೂಕು,  ಕೆಂಗೇರಿ ಉಪನಗರದಲ್ಲಿರುವ ಸರ್ಕಾರಿ ಪ್ರೌಢಶಾಲೆಗೆ 2 ಶಾಲಾ ಕೊಠಡಿ ನಿರ್ಮಾಣ ಮಾಡಲು","To build 2 school rooms for Government High School in Bangalore South Taluk, Kengeri suburb",2.5
39,2013 -14,39.0,"ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ತಾಲ್ಲೂಕು ಕೆಂಗೇರಿ ಹೋಬಳೀ, ಗೊಲ್ಲಹಳ್ಳಿ ಗ್ರ್ರಾಮ ಪಂಚಾಯಿತಿ ವ್ಯಾಪ್ತಿಯ ದೇವಗೆರೆ ಗ್ರ್ರಾಮದಲ್ಲಿ ಹಾಲು ಉತ್ಪಾದಕರ ಸಹಕಾರ ಸಂಘದ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Bangalore South Taluk Kengeri Hobli, Golahalli Gram Panchayat, Devgere Gramar, Milk Producers Co-operative Society Building Construction",5.0
40,2013 -14,40.0,"ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ತಾಲ್ಲೂಕು ಕೆಂಗೇರಿ ಹೋಬಳೀ, ಗೊಲ್ಲಹಳ್ಳಿ ಗ್ರ್ರಾಮ ಪಂಚಾಯಿತಿ ವ್ಯಾಪ್ತಿಯ ಶೀಗೇಹಳ್ಳಿ ಗ್ರ್ರಾಮದಲ್ಲಿ ಹಾಲು ಉತ್ಪಾದಕರ ಸಹಕಾರ ಸಂಘದ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Bangalore South Taluk Kengeri Hobli, Golahalli Gram Panchayat, Sheegahalli Milk Producers Co-operative Society at Girram Building Work",5.0
41,2013 -14,41.0,"ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ತಾಲ್ಲೂಕು, ಕೆಂಗೇರಿ ಹೋಬಳಿ, ಕಗ್ಗಲೀಪುರ ಗ್ರಾಮ ಪಂಚಾಯ್ತಿ ವ್ಯಾಪ್ಯಿಯ ಕಗ್ಗಲಿಪುರ ಗ್ರಾಮದಲ್ಲಿ ಸರ್ಕಾರಿ ಉರ್ದುಪಾಠಶಾಲೆ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","Government Southern School Building, Kengeri Hobli, Government Urdu School Building Construction at Kagilipura Village, Kagleilpur Gram Panchayat.",5.0
42,2013 -14,42.0,"ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ತಾಲ್ಲೂಕು, ಕೆಂಗೇರಿ ಹೋಬಳಿ, ಕಗ್ಗಲೀಪುರ ಗ್ರಾಮ ಪಂಚಾಯ್ತಿ ವ್ಯಾಪ್ಯಿಯ ಉತ್ತರಿ ಗ್ರಾಮದ ಹಾಲು ಉತ್ಪಾದಕರ ಸಹಕಾರ ಸಂಘದ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","Bangalore South Taluk, Kengeri Hobli, Kargilipura Gram Panchayat Extension Northern Village, Milk Producers Co-operative Society Building Construction.",5.0
43,2013 -14,43.0,"ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ತಾಲ್ಲೂಕು, ಕೆಂಗೇರಿ ಹೋಬಳಿ, ಕುಂಬಳಗೂಡು ಗ್ರಾಮ ಪಂಚಾಯಿತಿ ಕಂಬೀಪುರ ಗ್ರಾಮದಲ್ಲಿ ಓವರ್ ಹೆಡ್ ಟ್ಯಾಂಕ್‍ನ ಪೈಪ್ ಲೈನ್ ಉಳಿಕೆ.","Bangalore South Taluk, Kengeri Hobli, Kumbalgudu Gram Panchayat, Kambipuram village, overhead pipe line residue.",1.3
44,2013 -14,44.0,"ಬೆಂಗಳೂರು ನಗರದ ಕೆಂಗೇರಿ ಹೋಬಳಿ, ಹೆಮ್ಮಿಗೆಪುರ ವಾರ್ಡ್ 198 ಬಿ.ಎಚ್.ಇ.ಎಲ್ ಬಡಾವಣೆಯಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ (ಬಸ್ ಸ್ಟಾಂಡ್) ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","Bus stand (bus stand) construction work at 198 BHEL Layout in Kengeri Hobli, Hemingipura Ward, Bangalore.",4.0
45,2013 -14,45.0,"ಬೆಂಗಳೂರು ನಗರದ ಕೆಂಗೇರಿ ಹೋಬಳಿ, ಹೆಮ್ಮಿಗೆಪುರ ವಾರ್ಡ್ 198 ಕೃಷ್ಣ ಗಾರ್ಡನ್‍ನಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ (ಬಸ್ ಸ್ಟಾಂಡ್) ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","Kengeri Hobli in Bangalore City, Hemmipuri Ward 198 Construction of bus stand (bus stand) at Krishna Gardens.",4.0
46,2013 -14,46.0,"ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ತಾಲ್ಲೂಕು, ತಾವರೆಕೆರೆ ಪಂಚಾಯಿತಿ ವ್ಯಾಪ್ತಿಯ ಬಿ.ಎಂ.ಎಚ್ ಮುಖ್ಯ ರಸ್ತೆಯಿಂದ ಯಲಚಗುಪ್ಪೆ ರಸ್ತೆಯಲ್ಲಿ ಬೈರಣ್ಣನ ಕೆರೆ ಬಳಿ ಕಿರು ಸೇತುವೆ ಮರು ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.",The rebuilding work of the bridge near Bairan Lake near Yellachuguppe Road from BMH Main Road on Thavarekere panchayat range from Bangalore South taluk.,2.0
