Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
20,2013-14,19.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಬಿದರಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ.,Construction of a bus shelter at Bidarahalli village near Mahadevapura assembly constituency.,2.00
21,2013-14,20.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಆದೂರು ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ.,Construction of a bus shelter at Adoor village under the Mahadevapura assembly constituency.,2.00
22,2013-14,21.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ರಾಂಪುರ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ.,Construction of a bus shelter at Rampur village under Mahadevapura assembly constituency.,2.00
23,2013-14,22.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಕಾಟಂನೆಲ್ಲೂರು ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ. (2 ತಂಗುದಾಣ),Construction of a bus shelter at Kattanellur village near Mahadevapura assembly constituency. (2 shelter),4.00
24,2013-14,23.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಬೂದಿಗೆರೆ ಕ್ರಾಸ್ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ. (2 ತಂಗುದಾಣ),"Construction of a bus shelter in the village of Bohigerere Cross, near the Mahadevapura assembly constituency. (2 shelter)",4.00
25,2013-14,24.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಶೀಗೇಹಳ್ಳಿ ಕ್ರಾಸ್ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ.,"Construction of a bus shelter at Sheikhehalli Cross village, which is under the Mahadevapura assembly constituency.",2.00
26,2013-14,25.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಕನ್ನಮಂಗಲ ಕ್ರಾಸ್ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ.,Construction of a bus shelter at Kanamangala Cross village near Mahadevapura assembly constituency.,2.00
27,2013-14,26.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಖಾಜಿಸೊಣ್ಣೇನಹಳ್ಳಿ ಕ್ರಾಸ್ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ.,Construction of a bus shelter at Khajisonneenahalli Cross Village near Mahadevapura Assembly constituency.,2.00
28,2013-14,27.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಮಂಡೂರು ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ.,Construction of a bus shelter at Mandur village under Mahadevapura assembly constituency.,2.00
29,2013-14,28.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಬೊಮ್ಮೇನಹಳ್ಳಿ ಕ್ರಾಸ್ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ.,Construction of a bus shelter at Bommenahalli Cross village near Mahadevapura assembly constituency.,2.00
30,2013-14,29.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಕಣ್ಣೂರು ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ.,Construction of a bus shelter at Kannur village near Mahadevapura assembly constituency.,2.00
31,2013-14,30.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ದೊಡ್ಡಗುಬ್ಬಿ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ. (2 ತಂಗುದಾಣ),Construction of a bus shelter in a small village near Mahadevapura assembly constituency. (2 shelter),4.00
32,2013-14,31.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಕೊಡತಿ ಗೇಟ್ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ.,Construction of a bus shelter at Kodathigatte village near Mahadevapura assembly constituency.,2.00
33,2013-14,32.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಸೂಲಿಕುಂಟೆ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ. (2 ತಂಗುದಾಣ),Construction of a bus shelter in Sulikunte village under the Mahadevapura assembly constituency. (2 shelter),4.00
34,2013-14,33.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಮುಳ್ಳೂರು ಅಂಬೇಡ್ಕರ್‍ನಗರ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ.,Construction of a bus shelter at Mullur Ambedkar Nagar village in Mahadevapura assembly constituency.,2.00
35,2013-14,34.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಅಣಗಲಪುರ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ.,Construction of a bus shelter at Anagalupur village near Mahadevapura assembly constituency.,2.00
36,2014-15,1.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಬಿಬಿಎಂಪಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಚನ್ನ¸ಸಂದ್ರ ಸರ್ಕಲ್ ಹತ್ತಿರ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ. (1 ತಂಗುದಾಣಕ್ಕೆ ರೂ.8.00 ಲಕ್ಷದಂತೆ 3 ತಂಗುದಾಣ),Construction of a bus shelter near Chanabasandra Circle in the BBMP limits of Mahadevapura Assembly constituency. (At a cost of Rs. 8.00 per hospital),24.00
37,2014-15,2.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಬಿಬಿಎಂಪಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಹೊಪ್ ಫಾರಂ ಸರ್ಕಲ್ ಹತ್ತಿರ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ. (1 ತಂಗುದಾಣಕ್ಕೆ ರೂ.8.00 ಲಕ್ಷದಂತೆ 4 ತಂಗುದಾಣ),Construction of a bus shelter near Hope Farm Circle in the BBMP limits of Mahadevapura assembly constituency. (4 Recovery Area at 1 lacs at Rs. 8.00),32.00
38,2014-15,3.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಬಿಬಿಎಂಪಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಕಾಡುಗೋಡಿ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ.,Construction of a bus shelter at Kadugodi village in the BBMP limits of Mahadevapura assembly constituency.,8.00
39,2014-15,4.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಬಿಬಿಎಂಪಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಎಂ.ವಿ.ಜೆ ಕಾಲೇಜು ಹತ್ತಿರ  ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ.,MVJ College near Mahadevapura Assembly constituency will be constructed near BBMP.,8.00
40,2014-15,5.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಬಿಬಿಎಂಪಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಅಂಬೇಡ್ಕರ್ ಗುಟ್ಟ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ.,Ambedkar Gutta village in Mahadevapura assembly constituency will be constructed in the bus stand.,8.00
41,2014-15,6.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಬಿಬಿಎಂಪಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಬೈರತಿ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ. (1 ತಂಗುದಾಣಕ್ಕೆ ರೂ.8.00 ಲಕ್ಷದಂತೆ 2 ತಂಗುದಾಣ),Construction of a bus shelter in Beirut village in the BBMP limits of Mahadevapura assembly constituency. (2 shelter space for Rs. 8.00 per campus),16.00
42,2014-15,7.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಬಿಬಿಎಂಪಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಬೈರತಿ ಬಂಡೆ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ.,The bus stand was constructed at Beirati rock village in the BBMP limits of Mahadevapura assembly constituency.,8.00
43,2014-15,8.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಬಿಬಿಎಂಪಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಬೆಳತ್ತೂರು ಬಸ್ ನಿಲ್ದಾಣದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ. (1 ತಂಗುದಾಣಕ್ಕೆ ರೂ.8.00 ಲಕ್ಷದಂತೆ 2 ತಂಗುದಾಣ),The bus shelter was constructed at Belthur bus stand in the BBMP limits of Mahadevapura assembly constituency. (2 shelter space for Rs. 8.00 per campus),16.00
44,2014-15,9.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಬಿಬಿಎಂಪಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ವೈಟ್‍ಫೀಲ್ಡ್ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ. (1 ತಂಗುದಾಣಕ್ಕೆ ರೂ.8.00 ಲಕ್ಷದಂತೆ 2 ತಂಗುದಾಣ),Construction of a bus shelter in Whitefield village in the BBMP limits of Mahadevapura assembly constituency. (2 shelter space for Rs. 8.00 per campus),16.00
45,2014-15,10.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಬಿಬಿಎಂಪಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಬಿ.ಇ.ಎಂ.ಎಲ್ ಬಡಾವಣೆಯಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ. (1 ತಂಗುದಾಣಕ್ಕೆ ರೂ.8.00 ಲಕ್ಷದಂತೆ 2 ತಂಗುದಾಣ),Construction of a bus shelter at BMEL Layout in the BBMP limits of Mahadevapura Assembly constituency. (2 shelter space for Rs. 8.00 per campus),16.00
46,2014-15,11.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಬಿಬಿಎಂಪಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಕುಂದಲಹಳ್ಲಿ ಗೇಟ್ ಹತ್ತಿರ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ.,Construction of a bus shelter near the Kundalahli Gate in the BBMP limits of Mahadevapura Assembly constituency.,8.00
47,2014-15,12.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಬಿಬಿಎಂಪಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ Pಚಿನ್ನಪ್ಪನಹಳ್ಳಿ ರೈಲ್ವೆ ಗೇಟ್ ಹತ್ತಿರ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ.,The bus stand near the Chinnappanahalli railway gate near the BBMP limits of Mahadevapura assembly constituency.,8.00
48,2014-15,13.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಬಿಬಿಎಂಪಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಅಲ್ಫೈನ್ ಅಪಾರ್ಟ್‍ಮೆಂಟ್ ಹತ್ತಿರ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ.,Construction of a bus shelter near the alfine apartment in the BBMP limits of Mahadevapura assembly constituency.,8.00
49,2014-15,14.0,"ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಬಿಬಿಎಂಪಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಮಾರತ್ತಹಳ್ಲಿ, ಕಲಾಮಂದಿರ ಹತ್ತಿರ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ.","Marathahalli, coming under the BBMP limits of Mahadevapura assembly constituency, builds a bus shelter near Kalamandir.",8.00
50,2014-15,15.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಬಿಬಿಎಂಪಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ತೂವರಹಳ್ಲಿ ಲೈಬ್ರರಿ ಹತ್ತಿರ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ.,Construction of a bus shelter near the Thovarahli Library in the BBMP limits of Mahadevapura Assembly constituency.,8.00
51,2014-15,16.0,"ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಬಿಬಿಎಂಪಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ದೊಡ್ಡನೆಕ್ಕುಂದಿ, (ಆಟೋ ನಿಲ್ದಾಣ) ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ.",The bus stand was constructed at Bareilly (Auto Station) village in the BBMP limits of Mahadevapura assembly constituency.,8.00
52,2014-15,17.0,"ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಬಿಬಿಎಂಪಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಅಯ್ಯಪ್ಪನಗರ, ಮುನೇಶ್ವರ ದೇವಸ್ಥಾನ ಹತ್ತಿರ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ. (1 ತಂಗುದಾಣಕ್ಕೆ ರೂ.8.00 ಲಕ್ಷದಂತೆ 2 ತಂಗುದಾಣ)","Ayyappanagar, coming under the BBMP limits of Mahadevapura assembly constituency, constructed a bus shelter near Muneswar temple. (2 shelter space for Rs. 8.00 per campus)",16.00
53,2014-15,18.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಬಿಬಿಎಂಪಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಬೆಳ್ಳಂದೂರು ಗ್ರಾಮದಲ್ಲಿ  ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ.,Construction of a bus shelter at Bellandur village in the BBMP limits of Mahadevapura assembly constituency.,8.00
54,2014-15,19.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಬಿಬಿಎಂಪಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಬೆಳ್ಳಂದೂರು ಗೇಟ್ ಹತ್ತಿರ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ.,Construction of a bus shelter near Bellandur Gate near BBMP limits of Mahadevapura Assembly constituency.,8.00
