Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
29,2015 -16,9,"Contruction of pure drinking water unit building with supply commissioning operation and maintanence of pure drinking water plant ity 2000 LPH for removal of TDS fllorides and Niatrates etc., at   Arunachala Layout in Jnanabharthu Ward-129.","Contruction of pure drinking water unit building with supply commissioning operation and maintanence of pure drinking water plant ity 2000 LPH for removal of TDS fllorides and Niatrates etc., at   Arunachala Layout in Jnanabharthu Ward-129.",20.0
30,2015 -16,10,"Contruction of pure drinking water unit building with supply commissioning operation and maintanence of pure drinking water plant ity 2000 LPH for removal of TDS fllorides and Niatrates etc., at  I.T.I Layout  in Jnanabharthu Ward-129.","Contruction of pure drinking water unit building with supply commissioning operation and maintanence of pure drinking water plant ity 2000 LPH for removal of TDS fllorides and Niatrates etc., at  I.T.I Layout  in Jnanabharthu Ward-129.",20.0
31,2015 -16,11,"ಶ್ರೀಮತಿ ತೇಜಸ್ವಿನಿ ಟಿ.ಪಿ ಕೋಂ ಉಲ್ಲಾಸ್.ಜಿ, ರವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ","Mrs. Tejaswini TPCOM UllasG, for a three-wheel drive vehicle",0.72
32,2015 -16,12,ಶ್ರೀ ಟಿ.ಎಸ್. ಉಮಾಪತಿ ಬಿನ್ ಲೇಟ್ ಟಿ.ಕೆ ಸದಾಶಿವಣ್ಣ,Mr. T.S. Umapati bin Late TK Sadashivanna,0.74
33,2015 -16,13,ಶ್ರೀ ರತ್ನಾಕರ್ ಸಮಂತ್ ಬಿನ್ ಬಾಲಕೃಷ್ಣ ರವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.,Mr. Ratnakar for Samanth bin Balakrishna for three-wheeler vehicle purchase.,0.75
34,2015 -16,14,ಕು|| ಸುಮ ಬಿ.ಎಎನ್ ರವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.,Ku Suma BAAN for a three-wheeler vehicle purchase.,0.7
35,2015 -16,15,ಶ್ರೀ ರಾಮಕೃಷ್ಣ ಬಿನ್ ಶಿವಲಿಂಗಯ್ಯ  ರವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.,For a three-wheeler vehicle purchase for Sri Ramakrishna bin Shivalingaiah.,
36,2015 -16,16,ಶ್ರೀ  ಹನುಮಂತ ಎಂ ಬಿನ್ ಮಹಾದೇವಪ್ಪ ರವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.,Mr. Hanumanth M. Bin Mahadevappa for a three-wheel drive vehicle.,
37,2015 -16,17,"ಶ್ರೀ ಮಹೇಶ್.ಸಿ ಬಿನ್ ಚಂದ್ರಪ್ಪ #14, 5ನೇ ಕ್ರಾಸ್, ರಾಜೀವ್ ಗಾಂಧಿನಗರ, ಲಗ್ಗೆರೆ ಬೆಂಗಳೂರು ರವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Mr. Mahesh C. bin Chandrappa # 14, 5th Cross, Rajiv Gandhi Nagar, Luggage Bangalore for three-wheeler purchase.",0.79
38,2015 -16,18,"ಶ್ರೀ ಹರ್ಷಿತ್.ಜಿ ಬಿನ್ ಗೋಪಿ.ಎಂ,  ಜ್ಞಾನಭಾರತಿ ವಾರ್ಡ್-129ರ ಭೈರವೇಶ್ವರನಗರ ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Mr. Harshith Ji bin Gopi M, for Bhairaveshwarnagar of Jnanabharathi Ward-129 for a three-wheeler vehicle purchase.",
39,2015 -16,19,ಶ್ರೀ ಶಿವರಾಜಪ್ಪ ಎಸ್.ಟಿ ಹೆಚ್.ಎಂ.ಟಿ ವಾರ್ಡ್-38ರ ಹೊಸಬಡಾವಣೆ ಪೀಣ್ಯ ಬೆಂಗಳೂರು ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.,Mr. Shivarajappa STM BMW-38's new facility for Peenya Bangalore is for three-wheeler purchase.,0.77
40,2015 -16,20,ಶ್ರೀ ಅರುಣ್ ಕುಮಾರ್ ಎಂ. ಬಿನ್ ಮುನಿನಾರಾಯಣಪ್ಪ ರವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಇ,Mr. Arun Kumar M. Bin Munnarayanaappa bought a three-wheeler vehicle,0.77
41,2015 -16,21,ರಾಜರಾಜೇಶ್ವರಿನಗರ ವಾರ್ಡ್ ನಂ:160ರಲ್ಲಿರುವ ಶ್ರೀ ರಾಜೇಶ್ವರಿ ವಿದ್ಯಾಶಾಲಾ ಟ್ರಸ್ಟ್ ಆಶ್ರಯದಲ್ಲಿ ಶ್ರೀ ರಾಜೇಶ್ವರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಮತ್ತು ಪ್ರೌಢಶಾಲೆಗೆ ರಂಗಮಂದಿರ ಮತ್ತು ಅಗತ್ಯ ಕೊಠಡಿಗಳನ್ನು ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿ.,Rajarajeshwari Nagar Ward No: 160 Rajeshwari Vidyalashala Trust under Sri Rajeshwari Senior Primary and High School is theater and construction of the necessary rooms.,25.0
42,2015 -16,22,ಶ್ರೀ ಬಿ.ವಿ ಆನಂದ್ ಬಿನ್ ಲೇಟ್ ವೆಂಕಟೇಶಯ್ಯ ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ,Mr. BV Anand bin Late Venkatesayya for the purchase of a three wheel drive vehicle,0.8
43,2016 -17,1,"ಬೆಂಗಳೂರು ನಗರ ಜಿಲ್ಲೆ, ರಾಜರಾಜೇಶ್ವರಿನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿನ ವಾರ್ಡ್ ನಂ.16ರ ಅಯ್ಯಪ್ಪಸ್ವಾಮಿ ದೇವಸ್ಥಾನ ಬಸ್ ನಿಲ್ದಾಣದಲ್ಲಿ ಬಸ್ ಶೆಲ್ಟರ್ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Bus Shelter Construction Work at Ayyappaswamy Temple Bus Station, Ward No.16, Rajarajeshwari Nagar Assembly Constituency, Bangalore Urban District",6.0
44,2016 -17,2,"ಬೆಂಗಳೂರು ನಗರ ಜಿಲ್ಲೆ, ರಾಜರಾಜೇಶ್ವರಿನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿನ ವಾರ್ಡ್ ನಂ.16ರ ಹೆಚ್.ಎಂ.ಟಿ ಚಿತ್ರಮಂದಿರ ಬಸ್ ನಿಲ್ದಾಣದಲ್ಲಿ ಬಸ್ ಶೆಲ್ಟರ್ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ",Bus Shelter Construction Work at BMTC Movie Bus Stop at Ward No.16 in Rajarajeshwari Nagar Assembly Constituency,6.0
45,2016 -17,3,"ಬೆಂಗಳೂರು ನಗರ ಜಿಲ್ಲೆ, ರಾಜರಾಜೇಶ್ವರಿನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿನ ವಾರ್ಡ್ ನಂ.16ರ ಎಂ.ಇ.ಎಸ್ ಬಸ್ ನಿಲ್ದಾಣ(ಕೃಷ್ಣ ಜ್ಯೂವೆಲರ್ಸ್ ಹತ್ತಿರ)ದಲ್ಲಿ ಬಸ್ ಶೆಲ್ಟರ್ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Bus Shelter Construction Work at Ward N16's MES Bus Station (Near Krishna Jewelers) at Rajarajeshwari Nagar Assembly Constituency, Bangalore Urban District",6.0
46,2016 -17,4,"ಬೆಂಗಳೂರು ನಗರ ಜಿಲ್ಲೆ, ರಾಜರಾಜೇಶ್ವರಿನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿನ ವಾರ್ಡ್ ನಂ.17ರ ಎಂ.ಇ.ಎಸ್ ರಸ್ತೆ (ಮೇಲ್ಸೇತುವೆ ಮುಂಚಿತವಾಗಿ) ಬಸ್ ನಿಲ್ದಾಣದಲ್ಲಿ ಬಸ್ ಶೆಲ್ಟರ್ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Bus Shelter Construction Works at Bangalore Municipal Corporation, Rajarajeshwari Nagar Assembly Constituency Ward M17 Road MES Road (Before Upstairs) Bus Stand",6.0
47,2016 -17,5,"ಬೆಂಗಳೂರು ನಗರ ಜಿಲ್ಲೆ, ರಾಜರಾಜೇಶ್ವರಿನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿನ ವಾರ್ಡ್ ನಂ.17ರ ಚೌಡೇಶ್ವರಿ ಬಸ್ ನಿಲ್ದಾಣದಲ್ಲಿ ಬಸ್ ಶೆಲ್ಟರ್ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Bus Shelter Construction Work at Chowdeshwari Bus Station, Ward No.17, Rajarajeshwari Nagar Assembly Constituency, Bangalore Urban District",6.0
48,2016 -17,6,"ಬೆಂಗಳೂರು ನಗರ ಜಿಲ್ಲೆ, ರಾಜರಾಜೇಶ್ವರಿನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿನ ವಾರ್ಡ್ ನಂ.17ರ ಮುತ್ಯಾಲನಗರ ನಿಲ್ದಾಣದಲ್ಲಿ ಬಸ್ ಶೆಲ್ಟರ್ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Bus Shelter Construction Work at Muttilanagar Station Ward 17, Rajarajeshwari Nagar Assembly Constituency, Bangalore Urban District",6.0
49,2016 -17,7,"ಬೆಂಗಳೂರು ನಗರ ಜಿಲ್ಲೆ, ರಾಜರಾಜೇಶ್ವರಿನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿನ ವಾರ್ಡ್ ನಂ.38ರ ಗೊರಗುಂಟೆಪಾಳ್ಯ ಮುಖ್ಯರಸ್ತೆ ಶಿವ ದೇವಸ್ಥಾನದ ಹತ್ತಿರ ಬಸ್ ನಿಲ್ದಾಣದಲ್ಲಿ ಬಸ್ ಶೆಲ್ಟರ್ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Bus Shelter Construction Works at Bus Station near Shiva Temple at Goruguntaleya Road, Ward No.38, Rajarajeshwari Nagar Assembly Constituency, Bangalore Urban District",6.0
50,2016 -17,8,"ಬೆಂಗಳೂರು ನಗರ ಜಿಲ್ಲೆ, ರಾಜರಾಜೇಶ್ವರಿನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿನ ವಾರ್ಡ್ ನಂ.38ರ ಪೀಣ್ಯ ಎಸ್.ಆರ್ ಎಸ್ ಪೆಟ್ರೋಲ್ ಬಂಕ್ ಹತ್ತಿರ ಬಸ್ ನಿಲ್ದಾಣದಲ್ಲಿ ಬಸ್ ಶೆಲ್ಟರ್ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ",Bus Shelter Construction Work at Bus Stand near Peenya SR Patrol Bunk at Ward No.38 in Rajarajeshwari Nagar Assembly Constituency,6.0
51,2016 -17,9,"ಬೆಂಗಳೂರು ನಗರ ಜಿಲ್ಲೆ, ರಾಜರಾಜೇಶ್ವರಿನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿನ ವಾರ್ಡ್ ನಂ.38ರ ಪೀಣ್ಯ ಎಸ್.ಆರ್ ಎಸ್ ಪೆಟ್ರೋಲ್ ಬಂಕ್ ಹತ್ತಿರ ಬಸ್ ನಿಲ್ದಾಣದಲ್ಲಿ ಬಸ್ ಶೆಲ್ಟರ್ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ",Bus Shelter Construction Work at Bus Stand near Peenya SR Patrol Bunk at Ward No.38 in Rajarajeshwari Nagar Assembly Constituency,6.0
52,2016 -17,10,"ಬೆಂಗಳೂರು ನಗರ ಜಿಲ್ಲೆ, ರಾಜರಾಜೇಶ್ವರಿನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿನ ವಾರ್ಡ್ ನಂ.38ರ ಗೊರಗುಂಟೆಪಾಳ್ಯ, ಎಂಇಎಸ್ ಮುಖ್ಯರಸ್ತೆ ತಾಜ್ ಹೋಟೆಲ್ ಹತ್ತಿರ ಬಸ್ ನಿಲ್ದಾಣದಲ್ಲಿ ಬಸ್ ಶೆಲ್ಟರ್ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Bangalore Urban District, Rajarajeshwari Nagar Assembly Constituency Ward Ward No.38 Gorugentepalya, MES Main Road Bus Shelter at Bus Stand near Taj Hotel",6.0
53,2016 -17,11,"ಬೆಂಗಳೂರು ನಗರ ಜಿಲ್ಲೆ, ರಾಜರಾಜೇಶ್ವರಿನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿನ ವಾರ್ಡ್ ನಂ.38ರ ಪೀಣ್ಯ 4ನೇ ಬ್ಲಾಕ್ (ತುಮಕೂರು ರಸ್ತೆ) ಬಸ್ ನಿಲ್ದಾಣದಲ್ಲಿ ಬಸ್ ಶೆಲ್ಟರ್ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Bus Shelter Construction Works at Bangalore 4th Block (Tumkur Road) Bus Stand, Ward No 38, Rajarajeshwari Nagar Assembly Constituency",6.0
54,2016 -17,12,"ಬೆಂಗಳೂರು ನಗರ ಜಿಲ್ಲೆ, ರಾಜರಾಜೇಶ್ವರಿನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿನ ವಾರ್ಡ್ ನಂ.38ರ ಪೀಣ್ಯ ಎಸ್.ಆರ್.ಎಸ್ ನ್ಯೂ ರಸ್ತೆ (ವಾಟರ್ ಟ್ಯಾಂಕ್ ಹತ್ತಿರ) ಬಸ್ ನಿಲ್ದಾಣದಲ್ಲಿ ಬಸ್ ಶೆಲ್ಟರ್ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Bus Shelter Construction Works at Bangalore City District, Rajarajeshwari Nagar Assembly Constituency, Ward No.38 Peena SRS New Road (near Water Tank) bus stand",6.0
55,2016 -17,13,"ಬೆಂಗಳೂರು ನಗರ ಜಿಲ್ಲೆ, ರಾಜರಾಜೇಶ್ವರಿನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿನ ವಾರ್ಡ್ ನಂ.38ರ ಪೀಣ್ಯ ಇಂಡಸ್ಟ್ರೀಯಲ್ ಎಸ್ಟೇಟ್ ಬಸ್ ನಿಲ್ದಾಣದಲ್ಲಿ ಬಸ್ ಶೆಲ್ಟರ್ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Bus Shelter Construction Work at Peenya Industrial Estate Bus Station, Ward No.38, Rajarajeshwari Nagar Assembly Constituency, Bangalore Urban District",6.0
56,2016 -17,14,"ಬೆಂಗಳೂರು ನಗರ ಜಿಲ್ಲೆ, ರಾಜರಾಜೇಶ್ವರಿನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿನ ವಾರ್ಡ್ ನಂ.38ರ ಜಾಲಹಳ್ಳಿ ಸರ್ಕಲ್ ಬಸ್ ನಿಲ್ದಾಣದಲ್ಲಿ ಬಸ್ ಶೆಲ್ಟರ್ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Bus Shelter Construction Workshop at Wardha 38, Jahahalli Circle Bus Station, Bangalore Urban District, Rajarajeshwari Nagar Assembly Constituency",6.0
