Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
12,2013-14,12,ಸರ್.ಸಿ.ವಿ.ರಾಮನ್ ನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.57ರ ಸಿ.ವಿ.ರಾಮನ್ ನಗರದ ಕಗ್ಗದಾಸಪುರ ಕೆರೆಯ ಮಲ್ಲೇಶ್ ಪಾಳ್ಯದ ದೊಡ್ಡ ಹುತ್ತದಿಂದ ಈಚಲ ಮರದವರೆಗೆ ಹಾದುಹೋಗುವ  ಕೆರೆ ಏರಿಯನ್ನು ಮತ್ತು ಪಾದಾಚಾರಿ ಮಾರ್ಗದ ರಸ್ತೆಯನ್ನು ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ,The construction work of lake lakes and pedestrian roads passing through the river to the tree can be seen from the large hamlet of Mallesh Palaiah of Kagadasapura Lake in the CV Raman city of C V ​​Raman Nagar Assembly constituency Ward No.57.,10.0
13,2013-14,13,ಸರ್.ಸಿ.ವಿ.ರಾಮನ್ ನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.57ರ ಸಿ.ವಿ.ರಾಮನ್ ನಗರದ ಕಗ್ಗದಾಸಪುರ ಕೆರೆಯ ಮಲ್ಲೇಶ್ ಪಾಳ್ಯದ ಈಚಲ ಮರದಿಂದ ದೊಡ್ಡರಾಜ ಕಾಲುವೆವರೆಗೆ  ಹಾದು ಹೋಗುವ ಕೆರೆ ಏರಿಯನ್ನು ಮತ್ತು ಪಾದಾಚಾರಿ ಮಾರ್ಗದ ರಸ್ತೆಯನ್ನು ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ,The construction work of the lakeside and pedestrian road leading up to the Large Canal from Mallesh Palaya of Kagadasapura Lake in CV Raman city of C V ​​Raman Nagar Assembly constituency Ward No.57,8.5
14,2013-14,14,ಸರ್.ಸಿ.ವಿ.ರಾಮನ್ ನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.57ರ ಸಿ.ವಿ.ರಾಮನ್ ನಗರದ ಕಗ್ಗದಾಸಪುರ ಕೆರೆಯ ಮಲ್ಲೇಶ್ ಪಾಳ್ಯದ ಪುರಾತನ ಕಾಲದಲ್ಲಿ ಬಳಸುತ್ತಿದ್ದ ಕೆರೆಯ ತೂಬಿನವರೆಗೆ ಹಾದು ಹೋಗುವ ಕೆರೆ ಏರಿಯನ್ನು ಮತ್ತು ಪಾದಾಚಾರಿ ಮಾರ್ಗದ ರಸ್ತೆಯನ್ನು ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ,"The construction work of the lake and pedestrian road passing through the ancient tunnel of the Kalladasapura lake in CV Raman city of C V ​​Raman Urban Assembly constituency,",10.0
15,2013-14,15,ಸರ್.ಸಿ.ವಿ.ರಾಮನ್ ನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.57ರ ಸಿ.ವಿ.ರಾಮನ್ ನಗರದ ಕಗ್ಗದಾಸಪುರ ಕೆರೆಯ ಮಲ್ಲೇಶ್ ಪಾಳ್ಯದದೊಡ್ಡ ಈಚಲ ಮರದ ವರೆಗೆ ಹಾದು ಹೋಗುವ ಕೆರೆ ಏರಿಯನ್ನು ಮತ್ತು ಪಾದಚಾರಿ ಮಾರ್ಗದ ರಸ್ತೆಯನ್ನು ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ,The construction work of lake lane and pedestrian road crossing up to the Mallesh Palayam tree of Kagadasapura Lake in CV Raman city of Ward No.57 of Sirvivan Ramanagar constituency.,10.0
16,2013-14,16,ಸರ್.ಸಿ.ವಿ.ರಾಮನ್ ನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.57ರ ಸಿ.ವಿ.ರಾಮನ್ ನಗರದ ಕಗ್ಗದಾಸಪುರ ಕೆರೆಯ ಮಲ್ಲೇಶ್ ಪಾಳ್ಯದ ಚೌಚೌ ಕಾರ್ಖಾನೆವರೆಗೆ ಹಾದು ಹೋಗುವ ಕೆರೆ ಏರಿಯನ್ನು ಮತ್ತು ಪಾದಚಾರಿ ಮಾರ್ಗದ ರಸ್ತೆಯನ್ನು ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ,The construction work of the lake and pedestrian road passing through to the Chouchou factory of Mallesh Palaiah of Kagadasapura Lake in CV Raman city of Ward No.57 of Sirvivan Raman Nagar Sabha constituency.,10.0
17,2013-14,17,ಸರ್.ಸಿ.ವಿ.ರಾಮನ್ ನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.57ರ ಸಿ.ವಿ.ರಾಮನ್ ನಗರದ ಕಗ್ಗದಾಸಪುರ ಕೆರೆಯ ಮಲ್ಲೇಶ್ ಪಾಳ್ಯದ ಮುನೇಶ್ ಶೆಡ್ ವರೆಗೆ ಹಾದು ಹೋಗುವ ಕೆರೆ ಏರಿಯನ್ನು ಮತ್ತು ಪಾದಚಾರಿ ಮಾರ್ಗದ ರಸ್ತೆಯನ್ನು ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ,The construction work of the lake and pedestrian road crossing the Muneshed Shet of Mallesh Palaiah of Kagadasapura Lake in the CV Raman city of Ward No.57 of Sirvivan Ramanagar constituency.,10.0
18,2013-14,18,ಸರ್.ಸಿ.ವಿ.ರಾಮನ್ ನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.57ರ ಸಿ.ವಿ.ರಾಮನ್ ನಗರದ ಕಗ್ಗದಾಸಪುರ ಕೆರೆಯ ಮಲ್ಲೇಶ್ ಪಾಳ್ಯದ 5ನೇ ಮುಖ್ಯರಸ್ತೆಯ ಆರ್ನಿಕ ಮೌಂಟ್ ಅಪಾರ್ಟ್‍ಮೆಂಟ್ ವರೆಗೆ ಹಾದು ಹೋಗುವ  ಕೆರೆ ಏರಿಯನ್ನು ಮತ್ತು ಪಾದಚಾರಿ ಮಾರ್ಗದ ರಸ್ತೆಯನ್ನು ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ,"Development works on the lake and pedestrian road leading up to the 5th mainland Arnica Mount Apartment of Mallesh Palai, KGDADAN city of CV Raman city of C V ​​Raman Urban Municipal Council Ward Ward No.57.",10.0
19,2013-14,19,ಸರ್.ಸಿ.ವಿ.ರಾಮನ್ ನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.57ರ ಸಿ.ವಿ.ರಾಮನ್ ನಗರದ ಕಗ್ಗದಾಸಪುರ ಕೆರೆಯ ಮಲ್ಲೇಶ್ ಪಾಳ್ಯದ ನ್ಯಾಷನಲ್ ಪಬ್ಲಿಕ್ ಸ್ಕೂಲ್ ವರೆಗೆ ಹಾದು ಹೋಗುವ  ಕೆರೆ ಏರಿಯನ್ನು ಮತ್ತು ಪಾದಚಾರಿ ಮಾರ್ಗದ ರಸ್ತೆಯನ್ನು ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ,"The construction work of lake lane and pedestrian road crossing up to the National Public School of Mallesh Palai, Kagadasapura Lake in the CV Raman city of Ward No.57 of the C V Raman Urban Assembly constituency.",10.0
20,2013-14,20,ಸರ್.ಸಿ.ವಿ.ರಾಮನ್ ನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.57ರ ಸಿ.ವಿ.ರಾಮನ್ ನಗರದ ಕಗ್ಗದಾಸಪುರ ಕೆರೆಯ ಮಲ್ಲೇಶ್ ಪಾಳ್ಯದ ಹಳೆ ಕಾಲದಲ್ಲಿ ಉಪಯೋಗಿಸುತ್ತಿದ್ದ ದೊಡ್ಡ ಬಾವಿಯವರೆಗೆ ಹಾದುಹೋಗುವ  ಕೆರೆ ಏರಿಯನ್ನು ಮತ್ತು ಪಾದಚಾರಿ ಮಾರ್ಗದ ರಸ್ತೆಯನ್ನು ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ,The construction work of the lakes and pedestrian road passing through the well well used by the old town of Mallesh Palaiah of Kagadasapura Lake in CV Raman city of Ward No.57 of Sirvivan Ramanagar constituency.,10.0
21,2013-14,21,ಸರ್.ಸಿ.ವಿ.ರಾಮನ್ ನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.57ರ ಸಿ.ವಿ.ರಾಮನ್ ನಗರದ ಕಗ್ಗದಾಸಪುರ ಕೆರೆಯ ಅರಳೀ ಮರದವರೆಗೆ ಇರುವ   ಕೆರೆ ಏರಿಯನ್ನು ಮತ್ತು ಪಾದಚಾರಿ ಮಾರ್ಗದ ರಸ್ತೆಯನ್ನು ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ,The construction work of lake lane and pedestrian road up to the lush tree of Kagadasapura Lake in the CV Raman city of Ward No.57 of Sirvivan Raman Nagar Assembly constituency.,10.0
22,2013-14,22,ಸರ್.ಸಿ.ವಿ.ರಾಮನ್ ನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.57ರ ಸಿ.ವಿ.ರಾಮನ್ ನಗರದ ಕಗ್ಗದಾಸಪುರ ಕೆರೆಯ  ಇರುವ   ಕೆರೆ ಏರಿಯನ್ನು ಮತ್ತು ಪಾದಚಾರಿ ಮಾರ್ಗದ ರಸ್ತೆಯನ್ನು ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ,"Development of the lake and pedestrian road along the Kagadasapura Lake in CV Raman, Ward No.57 of Sirvivan Raman Urban Assembly constituency.",10.0
23,2013-14,23,ಸರ್.ಸಿ.ವಿ.ರಾಮನ್ ನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.57ರ ಸಿ.ವಿ.ರಾಮನ್ ನಗರದ ಮಲ್ಲೇಶ್ ಪಾಳ್ಯದ 7ನೇ ಅಡ್ಡರಸ್ತೆಯ ವರೆಗೆ ಹಾದುಹೋಗುವ  ಕೆರೆ ಏರಿಯನ್ನು ಮತ್ತು ಪಾದಚಾರಿ ಮಾರ್ಗದ ರಸ್ತೆಯನ್ನು ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ,Development of lake lane and pedestrian road crossing the 7th crossing of Mallesh Palya in the CV Raman city Ward No.57 of Sirvivan Raman Urban Assembly constituency,10.0
24,2013-14,24,ಸರ್.ಸಿ.ವಿ.ರಾಮನ್ ನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.57ರ ಸಿ.ವಿ.ರಾಮನ್ ನಗರದ ಮಲ್ಲೇಶ್ ಪಾಳ್ಯದ ನಂ.9 ಬಾಲಾಜಿ ನಿಲಯದ ವರೆಗೆ ಹಾದುಹೋಗುವ  ಕೆರೆ ಏರಿಯನ್ನು ಮತ್ತು ಪಾದಚಾರಿ ಮಾರ್ಗದ ರಸ್ತೆಯನ್ನು ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ,"The construction work of lake lane and pedestrian road crossing up to No. 9 Balaji nagar in Mallesh Palya, CV Raman city of Ward No.57 of Sirvivan Ramanagar constituency.",10.0
25,2014-15,1,ಸರ್.ಸಿ.ವಿ.ರಾಮನ್ ನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ಸಂ.80ರಲ್ಲಿ ಸಿ.ಎಂ.ಹೆಚ್. ರಸ್ತೆ 2ನೇ ಹಂತ 1ನೇ ವಿಭಾಗದ ಉದ್ಯಾನವನಕ್ಕೆ ಕಲ್ಲು ಕಟ್ಟಡದ ಕಾಂಪೌಂಡ್ ಹಾಗೂ ಆರ್ನಮೆಂಟಲ್ಸ್ ಗ್ರಿಲ್ಸ್ ಅಳವಡಿಸುವ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿಗಾಗಿ,CMV Raman Urban Legislative Assembly Ward Ward No. 80 For road development compound and armamentals grills for development of road 2rd phase 1st section park,10.0
26,2014-15,2,ಸರ್.ಸಿ.ವಿ.ರಾಮನ್ ನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ಸಂ.80ರಲ್ಲಿ ಸಿ.ಎಂ.ಹೆಚ್. ರಸ್ತೆ 2ನೇ ಹಂತ 1ನೇ ವಿಭಾಗದ ಉದ್ಯಾನವನಕ್ಕೆ ಮುಂಭಾಗದಲ್ಲಿ ಕಲ್ಲು ಕಟ್ಟಡದ ಚರಂಡಿ ಮತ್ತು ಶಿರಾ ಕಲ್ಲಿನ ಫುಟ್ ಪಾತ್ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿಗಾಗಿ,CMV Raman Urban Legislative Assembly Ward Ward No. 80 For building stone drainage and shira stone foot pedestrian works on the front of the 2nd phase 1st Division park,5.0
27,2014-15,3,ವಾರ್ಡ್ ಸಂ.57ರ  ಸಿ.ವಿ.ರಾಮನ್ ನಗರದ ಕಗ್ಗದಾಸನಪುರ ಕೆರೆಯ 5ನೇ ಮುಖ್ಯರಸ್ತೆಯಿಂದ ದೊಡ್ಡ ರಾಜಕಾಲುವೆವರೆಗೂ ಕೆರೆಯ ಏರಿಗೆ ರವೀಕ್ ಮೆಂಟ್ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿಗಾರಿ,"Lake Riviera Development Workshops from 5th Head of Kangadasanapura Lake in CV Raman City, Ward 57.",10.0
28,2014-15,4,ವಾರ್ಡ್ ಸಂ.57ರ  ಸಿ.ವಿ.ರಾಮನ್ ನಗರದ ಕಗ್ಗದಾಸನಪುರ ಕೆರೆಯ ದೊಡ್ಡ ರಾಜಕಾಲುವೆಯಿಂದ ವರ್ಸೋವಾ ಬಡಾವಣೆಯವರೆಗೆ ಕೆರೆಯ ಏರಿಗೆ ರವೀಕ್ ಮೆಂಟ್ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ,"Workshops for Upgrading Renewable Reaches Up to Varsova Layout from Kangadasanapura Lake, CV Raman, Ward 57.",10.0
29,2014-15,5,ವಾರ್ಡ್ ಸಂ.57ರ  ಸಿ.ವಿ.ರಾಮನ್ ನಗರದ ಕಗ್ಗದಾಸನಪುರ ವರ್ಸೋವಾ ಬಡಾವಣೆಯಿಂದ ಶ್ರೀ. ಮುನೇಶ್ವರ ದೇವಸ್ಥಾನದವರೆಗೆ ಕೆರೆಯ ಏರಿಗೆ ರವೀಕ್ ಮೆಂಟ್ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ,"Mr. V. Srinivaswamy, from the Kargadasanpur Varsova town of CV Raman, Ward 57. Upgrading of Lake Lake Raquent Up to Muneeshwara Temple",10.0
30,2014-15,6,ವಾರ್ಡ್ ಸಂ.57ರ  ಸಿ.ವಿ.ರಾಮನ್ ನಗರದ ಕಗ್ಗದಾಸನಪುರ ಕೆರೆಯ ಅರಳೀಮರದಿಂದ ಮಲ್ಲೇಶ್ ಪಾಳ್ಯದ 6ನೇ ಅಡ್ಡರಸ್ತೆಯವರೆಗೆ ಕಲ್ಲು ಕಟ್ಟಡದ ಕಾಂಪೌಂಡ್ ಹಾಗೂ ಫೆನ್ಸಿಂಗ್ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ,"The stone building compound and fencing development works up to the 6th crossing of Mallesh Palya from the Kagadasanapura lake of CV Raman, Ward 57.",10.0
31,2014-15,7,ವಾರ್ಡ್ ಸಂ.57ರ  ಸಿ.ವಿ.ರಾಮನ್ ನಗರದ ಕಗ್ಗದಾಸನಪುರ ಕೆರೆಯ ಮಲ್ಲೇಶ್ ಪಾಳ್ಯದ 6ನೇ ಅಡ್ಡರಸ್ತೆಯಿಂದ 7ನೇ ಅಡ್ಡರಸ್ತೆಯವರೆಗೆ ಕಲ್ಲು ಕಟ್ಟಡದ ಕಾಂಪೌಂಡ್ ಹಾಗೂ ಫೆನ್ಸಿಂಗ್ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ,"Ward Building 57 Compound and Fencing Development Works from 6th Cross to 7th Cross of Mallesh Palai, Kagadasanapura Lake, CV Raman, Ward 57",10.0
32,2014-15,8,ವಾರ್ಡ್ ಸಂ.57ರ  ಸಿ.ವಿ.ರಾಮನ್ ನಗರದ ಕಗ್ಗದಾಸನಪುರ ಕೆರೆಯ  ಮಲ್ಲೇಶ್ ಪಾಳ್ಯದ 7ನೇ ಅಡ್ಡರಸ್ತೆಯಿಂದ ನಂ.9 ಬಾಲಾಜಿ ನಿಲಯದವರೆಗೆ  ಕಲ್ಲು ಕಟ್ಟಡದ ಕಾಂಪೌಂಡ್ ಹಾಗೂ ಫೆನ್ಸಿಂಗ್ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ,"Ward No.57 CV Raman, 7th Cross of Mallesh Palaiah, Kangadasanapura Lake, Block Building Compound and Fencing Development Works to No. 9 Balaji Dormitory",10.0
33,2014-15,9,ವಾರ್ಡ್ ಸಂ.57ರ  ಸಿ.ವಿ.ರಾಮನ್ ನಗರದ ಕಗ್ಗದಾಸನಪುರ ಕೆರೆಯ ಅರಳೀಮರದಿಂದ ಮಲ್ಲೇಶ್ ಪಾಳ್ಯದ  ನಂ.9 ಬಾಲಾಜಿ ನಿಲಯದಿಂದ 3ನೇ ಅಡ್ಡರಸ್ತೆ ಮಲ್ಲೇಶ್ ಪಾಳ್ಯದ ವರೆಗೆ ಕಲ್ಲು ಕಟ್ಟಡದ ಕಾಂಪೌಂಡ್ ಹಾಗೂ ಫೆನ್ಸಿಂಗ್ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ,"Ward No.57 CV Raman from Kangadasanapura Lake, Pondicherry Building No. 9 Balaji Hall from 3rd Cross to Mallesh Palaiah, Building Building Compound and Fencing Development Works",10.0
