Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
11,2013-14,11,ಶಾಂತಿನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ವನ್ನಾರ್ ಪೇಟೆ ವಾರ್ಡ್ ನಂ.115ರ ಬೋರ್ ವೆಲ್ ಮತ್ತು ಸಿಸ್ಟನ್ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ  ಹಂತ-4,Borewell and Siston Development Work of Wannar Payette Ward No.115 of Shantinagar Methodology Area - 4,6.0
12,2013-14,12,ಶಾಂತಿನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ಅಗರಂ ವಾರ್ಡ್ ನಂ.114ರ ಬೋರ್ ವೆಲ್ ಮತ್ತು ಸಿಸ್ಟನ್ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ  ಹಂತ-1,Borewell and Siston Development Work Level 1 of Agaram Ward No.114 of Shantinagar Methodology Area,6.0
13,2013-14,13,ಶಾಂತಿನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ಅಗರಂ ವಾರ್ಡ್ ನಂ.114ರ ಬೋರ್ ವೆಲ್ ಮತ್ತು ಸಿಸ್ಟನ್ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ  ಹಂತ-2,Borewell and Siston Development Work Level of Agaram Ward No.114 of Shantinagar Municipal Council,6.0
14,2013-14,14,ಶಾಚಿತಿನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ಅಗರಂ ವಾರ್ಡ್ ನಂ.114ರ ಬೋರ್ ವೆಲ್ ಮತ್ತು ಸಿಸ್ಟನ್ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ  ಹಂತ-3,Borewell and Siston Development Work Level - 3 of Agaram Ward No.114 of Shachitinagar Municipal Legislative Assembly,6.0
15,2013-14,15,ಶಾಂತಿನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ಅಗರಂ ವಾರ್ಡ್ ನಂ.114ರ ಬೋರ್ ವೆಲ್ ಮತ್ತು ಸಿಸ್ಟನ್ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ  ಹಂತ-4,Borewell and Siston Development Work Level of Agaram Ward No.114 of Shantinagar Municipal Council,6.0
16,2013-14,16,ಶಾಂತಿನಗರವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ಅಗರಂ ವಾರ್ಡ್ ನಂ.114ರ ಬೋರ್ ವೆಲ್ ಮತ್ತು ಸಿಸ್ಟನ್ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ  ಹಂತ-5,Borewell and Siston Development Work Level - 5 of Agaram Ward No.114 of the Sanctics Constituency,6.0
17,2013-14,17,ಶಾಂತಿನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.117ರ ಬೋರ್ ವೆಲ್ ಮತ್ತು ಸಿಸ್ಟನ್ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ  ಹಂತ-1,Borewell and Siston Development Work Level 1 of Ward No.117 of Shantinagar Municipal Council,6.0
18,2013-14,18,ಶಾಚಿತಿನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.117ರ ಬೋರ್ ವೆಲ್ ಮತ್ತು ಸಿಸ್ಟನ್ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ  ಹಂತ-2,Borewell and Siston Development Work Stage -2 of Ward 1111 of Shachitinagar Methodist Assembly Area,6.0
19,2013-14,19,ಶಾಂತಿನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ಜೋಗೂಪಾಳ್ಯ ವಾರ್ಡ್ ನಂ.89ರ ಬೋರ್ ವೆಲ್ ಮತ್ತು ಸಿಸ್ಟನ್ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ  ಹಂತ-1,Borewell and Siston Development Work Stage-1 of Jogappalya Ward No.89 of Shantinagar Municipal Council,5.5
20,2013-14,20,ಶಾಂತಿನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ಜೋಗೂಪಾಳ್ಯ ವಾರ್ಡ್ ನಂ.89ರ ಬೋರ್ ವೆಲ್ ಮತ್ತು ಸಿಸ್ಟನ್ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ  ಹಂತ-2,Borewell and Siston development work on Jogappalya Ward No.89 of Shantinagar Municipal Council,6.0
21,2013-14,21,ಶಾಂತಿನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ದೊಮ್ಮಲ್ಲೂರು ವಾರ್ಡ್ ನಂ.112ರ ಬೋರ್ ವೆಲ್ ಮತ್ತು ಸಿಸ್ಟನ್ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ  ಹಂತ-1,Borewell and Siston Development Work Level 1 of Dommallur Ward No.112 of Shantinagar Methodology Area,6.0
22,2013-14,22,ಶಾಂತಿನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ದೊಮ್ಮಲ್ಲೂರು ವಾರ್ಡ್ ನಂ.112ರ ಬೋರ್ ವೆಲ್ ಮತ್ತು ಸಿಸ್ಟನ್ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ  ಹಂತ-2,Borewell and Siston Development Work Dommlur Ward No.112 of Shantinagar Methodology Area,6.0
23,2013-14,23,ಶಾಂತಿನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ಯಲಗುಂಟಪಾಳ್ಯದ ಸರ್ಕಾರಿ ಶಾಲೆಯ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ,"Government school development work in Yalaguntapalya, Shantinagar Municipal Council",10.0
24,2013-14,24,ಶಾಂತಿನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ನೀಲಸಂದ್ರ ವಾರ್ಡ್ ನಂ.116ರ ಸರ್ಕಾರಿ ಉರ್ದು ಶಾಲೆಯ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ,Government Urdu School Development Work on Nilasandra Ward No.116 of Shantinagar Methodology Area,10.0
25,2013-14,25,ಶಾಂತಿನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ಜೋಗೂಪಾಳ್ಯ ಸರ್ಕಾರಿ ಶಾಲೆಯ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ,Jogappalya government school development work in Shantinagar Municipal Council,10.0
26,2013-14,26,ಶಾಂತಿನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯ 55 ಜನರಿಗೆ ಹೆಚ್ಚುವರಿ ಎರಡು ಚಕ್ರ ಅಳವಡಿಸಿದ ದ್ವಿಚಕ್ರ ವಾಹನವನ್ನು ವಿತರಿಸಲು,To distribute a two-wheeled bicycle to 55 people across the Shantinagar Municipal Council,35.0
27,2014-15,1,ವಿವೇಕನಗರ ಕನ್ನಡ ಮಹಿಳಾ ಸಂಘದ ಕಟ್ಟಡ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ 1ನೇ ಹಂತ,1st phase of Building Development work at Vivekanagar Kannada Mahila Sangha,2.0
28,2014-15,2,ವಿವೇಕನಗರ ಕನ್ನಡ ಮಹಿಳಾ ಸಂಘದ ಕಟ್ಟಡ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ 2ನೇ ಹಂತ,2nd phase of Vivekanagar Kannada Mahila Sangha building development work,2.0
29,2014-15,3,ವಿವೇಕನಗರ ಕನ್ನಡ ಮಹಿಳಾ ಸಂಘದ ಕಟ್ಟಡ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ 3ನೇ ಹಂತ,Vivekanagar Kannada Womens Association Building Development Work 3rd Phase,2.0
30,2014-15,4,ಶಾಂತಲಾನಗರ ವಾರ್ಡ್ ನಂ.111 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-1,Borewell Development Stage-1 in Shantalanagar Ward No.111,2.5
31,2014-15,5,ಶಾಂತಲಾನಗರ ವಾರ್ಡ್ ನಂ.111 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-1 ಪಂಪ್ ಮತ್ತು ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ,Development of Borewell Development Stage-1 Pump and Motor Implementation at Shantalanagar Ward No.111,2.5
32,2014-15,6,ಶಾಂತಲಾನಗರ ವಾರ್ಡ್ ನಂ.111 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-2,Borewell development work at Shantalanagar Ward No.111,2.5
33,2014-15,7,ಶಾಂತಲಾನಗರ ವಾರ್ಡ್ ನಂ.111 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-2 ಪಂಪ್ ಮತ್ತು ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ,Development of Borewell Development Stage-2 Pump and Motor Installment in Shantalanagar Ward No.111,2.5
34,2014-15,8,ಶಾಂತಲಾನಗರ ವಾರ್ಡ್ ನಂ.111 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-3,Borewell development work at Shantalanagar Ward No.111 - 3,2.5
35,2014-15,9,ಶಾಂತಲಾನಗರ ವಾರ್ಡ್ ನಂ.111 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-3 ಪಂಪ್ ಮತ್ತು ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ,Development of Borewell Development Stage-3 Pump and Motor Implementation at Shantalanagar Ward No.111,2.5
36,2014-15,10,ಜೋಗೂಪಾಳ್ಯ ವಾರ್ಡ್ 89ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-1,Borewell Development Stage-1 in Jogappalya Ward 89,2.5
37,2014-15,11,ಜೋಗೂಪಾಳ್ಯ ವಾರ್ಡ್ ನಂ.89 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-1 ಪಂಪ್ ಮತ್ತು ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ,Borewell Development Work Stage-1 Pump and Motor Installing Development Work on Jogappalya Ward No.89,2.5
38,2014-15,12,ಜೋಗೂಪಾಳ್ಯ ವಾರ್ಡ್ 89ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-2,Borewell development work in Jogappalya Ward 89,2.5
39,2014-15,13,ಜೋಗೂಪಾಳ್ಯ ವಾರ್ಡ್ ನಂ.89 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-2 ಪಂಪ್ ಮತ್ತು ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ,Borewell Development Work Phase 2 Pump and Motor Installing Development Work on Jogappalya Ward No.89,2.5
40,2014-15,14,ಜೋಗೂಪಾಳ್ಯ ವಾರ್ಡ್ 89ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-3,Borewell development work in Jogappalya Ward 89,2.5
41,2014-15,15,ಜೋಗೂಪಾಳ್ಯ ವಾರ್ಡ್ ನಂ.89 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-3 ಪಂಪ್ ಮತ್ತು ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ,Development of Borewell Development Stage-3 Pump and Motor Installment in Jogappalya Ward No.89,2.5
42,2014-15,16,ಶಾಂತಿನಗರ ವಾರ್ಡ್ ನಂ.117 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-1 ,Borewell Development Work Stage-1 in Shantinagar Ward No.117,2.5
43,2014-15,17,ಶಾಂತಿನಗರ ವಾರ್ಡ್ ನಂ.117 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-1 ಪಂಪ್ ಮತ್ತು ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ,Development of Borewell Development Stage-1 Pump and Motor Installment in Shantinagar Ward No.117,2.5
44,2014-15,18,ಶಾಂತಿನಗರ ವಾರ್ಡ್ ನಂ.117 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-2,Borewell development work in Shantinagar Ward No.117,2.5
45,2014-15,19,ಶಾಂತಿನಗರ ವಾರ್ಡ್ ನಂ.117 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-2 ಪಂಪ್ ಮತ್ತು ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ,Borewell Development Work Stage-2 Pump and Motor Installing Development Work in Shantinagar Ward No.117,2.5
46,2014-15,20,ಶಾಂತಿನಗರ ವಾರ್ಡ್ ನಂ.117 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-3,Borewell development work in Shantinagar Ward No.117 - 3,2.5
47,2014-15,21,ಶಾಂತಿನಗರ ವಾರ್ಡ್ ನಂ.117 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-3 ಪಂಪ್ ಮತ್ತು ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ,Development of Borewell Development Stage-3 Pump and Motor Installment in Shantinagar Ward No.117,2.5
48,2014-15,22,ನೀಲಸಂದ್ರ ವಾರ್ಡ್ ನಂ.116 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-1,Borewell Development Stage-1 in Nilasandra Ward No.116,2.5
49,2014-15,23,ನೀಲಸಂದ್ರ ವಾರ್ಡ್ ನಂ.116 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-1 ಪಂಪ್ ಮತ್ತು ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ,Development of Borewell Development Stage-1 Pump and Motor Installment in Nilasandra Ward No.116,2.5
50,2014-15,24,ನೀಲಸಂದ್ರ ವಾರ್ಡ್ ನಂ.116 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-2,Borewell Development Work on Nilasandra Ward No.116,2.5
51,2014-15,25,ನೀಲಸಂದ್ರ ವಾರ್ಡ್ ನಂ.116 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-2 ಪಂಪ್ ಮತ್ತು ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ,Development of Borewell Development Stage 2 Pump and Motor Installment in Nilasandra Ward No.116,2.5
52,2014-15,26,ನೀಲಸಂದ್ರ ವಾರ್ಡ್ ನಂ.116 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-3,Borewell development work at Nilasandra Ward No.116,2.5
53,2014-15,27,ನೀಲಸಂದ್ರ ವಾರ್ಡ್ ನಂ.116 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-3 ಪಂಪ್ ಮತ್ತು ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ,Development of Borewell Development Stage-3 Pump and Motor Installment in Nilasandra Ward No.116,2.5
54,2014-15,28,ವನ್ನಾರ್ ಪೇಟೆ ವಾರ್ಡ್ ನಂ.115 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-1,Borewell Development Work Level No. 1 in Wannar Payette Ward No.115,2.5
55,2014-15,29,ವನ್ನಾರ್ ಪೇಟೆ ವಾರ್ಡ್ ನಂ.115 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-1 ಪಂಪ್ ಮತ್ತು ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ,Development of Borewell Development Stage-1 Pump and Motor Installment in Wannerar Ward Ward No.115,2.5
56,2014-15,30,ವನ್ನಾರ್ ಪೇಟೆ ವಾರ್ಡ್ ನಂ.115 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-2,Borewell Development Work on Wunner Pte Ward Ward No.115,2.5
57,2014-15,31,ವನ್ನಾರ್ ಪೇಟೆ ವಾರ್ಡ್ ನಂ.115 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-2 ಪಂಪ್ ಮತ್ತು ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ,Borewell Development Work Level 2 Pump and Motor Installment Development Work at Wannar Payette Ward No.115,2.5
58,2014-15,32,ವನ್ನಾರ್ ಪೇಟೆ ವಾರ್ಡ್ ನಂ.115 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-3,Borewell Development Work Level No.3 in Wannar Payette Ward No.115,2.5
59,2014-15,33,ವನ್ನಾರ್ ಪೇಟೆ ವಾರ್ಡ್ ನಂ.115 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-3 ಪಂಪ್ ಮತ್ತು ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ,Development of Borewell Development Stage-3 Pump and Motor Installment in Wannerar Ward Ward No.115,2.5
60,2014-15,34,ಅಗ್ರಂ ವಾರ್ಡ್ ನಂ.114 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-1,Borewell Development Work Level 1 in Agrum Ward No.114,2.5
61,2014-15,35,ಅಗ್ರಂ ವಾರ್ಡ್ ನಂ.114 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-1 ಪಂಪ್ ಮತ್ತು ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ,Development of Borewell Development Stage-1 Pump and Motor Implementation in Agra Ward No.114,2.5
62,2014-15,36,ಅಗ್ರಂ ವಾರ್ಡ್ ನಂ.114 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-2,Borewell Development Work on Agrum Ward No.114,2.5
63,2014-15,37,ಅಗ್ರಂ ವಾರ್ಡ್ ನಂ.114 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-2 ಪಂಪ್ ಮತ್ತು ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ,Development of Borewell Development Stage 2 Pump and Motor Installment in Agram Ward No.114,2.5
64,2014-15,38,ಅಗ್ರಂ ವಾರ್ಡ್ ನಂ.114 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-3,Borewell development work at Agram Ward No.114 - 3,2.5
65,2014-15,39,ಅಗ್ರಂ ವಾರ್ಡ್ ನಂ.114 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-3 ಪಂಪ್ ಮತ್ತು ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ,Development of Borewell Development Stage-3 Pump and Motor Implementation at Agram Ward No.114,2.5
66,2014-15,40,ದೊಮ್ಮಲೂರು ವಾರ್ಡ್ ನಂ.112 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-1,Borewell Development Work Level 1 in Dammlur Ward No.112,2.5
67,2014-15,41,ದೊಮ್ಮಲೂರು ವಾರ್ಡ್ ನಂ.112 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-1 ಪಂಪ್ ಮತ್ತು ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ,Development of Borewell Development Stage-1 Pump and Motor Implementation in Dammlur Ward No.112,2.5
68,2014-15,42,ದೊಮ್ಮಲೂರು ವಾರ್ಡ್ ನಂ.112 ರಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-2 ,Borewell development work in Dammlur Ward No.112,2.5
