Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
11,2013-14,11,"Providing borewell pumping machinery and public foundation at 11th D cross, Padaragyanapura ward no. 139 chamarajpet Assembly constituency Bangalore","Providing borewell pumping machinery and public foundation at 11th D cross, Padaragyanapura ward no. 139 chamarajpet Assembly constituency Bangalore",10.0
12,2013-14,12,"Providing balance work to Samudaya Bhavan kitchen room, at quarters sirsi circle  chamarajpet Assembly constituency Bangalore","Providing balance work to Samudaya Bhavan kitchen room, at quarters sirsi circle  chamarajpet Assembly constituency Bangalore",5.0
13,2013-14,13,"providing Cement Concrete Road at Ananthapura main road, SC/ST colony, ward no. 139 chamarajpet Assembly constituency Bangalore Stage-1","providing Cement Concrete Road at Ananthapura main road, SC/ST colony, ward no. 139 chamarajpet Assembly constituency Bangalore Stage-1",2.5
14,2013-14,14,"providing Cement Concrete Road at Ananthapura main road, SC/ST colony, ward no. 139 chamarajpet Assembly constituency Bangalore Stage-2","providing Cement Concrete Road at Ananthapura main road, SC/ST colony, ward no. 139 chamarajpet Assembly constituency Bangalore Stage-2",2.5
15,2013-14,15,"providing Cement Concrete Road at Ananthapura main road, SC/ST colony, ward no. 139 chamarajpet Assembly constituency Bangalore Stage-3","providing Cement Concrete Road at Ananthapura main road, SC/ST colony, ward no. 139 chamarajpet Assembly constituency Bangalore Stage-3",2.5
16,2013-14,16,RCC Drain (Right side) at Tippu nagar mani road at ward no. 139 chamarajpet Assembly constituency Bangalore (Mysore road to Entrance of Tippunagar),RCC Drain (Right side) at Tippu nagar mani road at ward no. 139 chamarajpet Assembly constituency Bangalore (Mysore road to Entrance of Tippunagar),2.5
17,2013-14,17,RCC Drain (Right side) at Tippu nagar mani road at ward no. 139 chamarajpet Assembly constituency Bangalore (Opp. Electronics to Tent house),RCC Drain (Right side) at Tippu nagar mani road at ward no. 139 chamarajpet Assembly constituency Bangalore (Opp. Electronics to Tent house),2.5
18,2013-14,18,RCC Drain (Right side) at Tippu nagar mani road at ward no. 139 chamarajpet Assembly constituency Bangalore (Opp. MRF Tyre mart to Tippu nagar 1st cross junction),RCC Drain (Right side) at Tippu nagar mani road at ward no. 139 chamarajpet Assembly constituency Bangalore (Opp. MRF Tyre mart to Tippu nagar 1st cross junction),2.5
19,2013-14,19,Providing cement concrete road at Ananthapura 1st cross ward no. 139 chamarajpet Assembly constituency Bangalore,Providing cement concrete road at Ananthapura 1st cross ward no. 139 chamarajpet Assembly constituency Bangalore,2.5
20,2013-14,20,Providing cement concrete road at Ananthapura 1st cross ward no. 139 chamarajpet Assembly constituency Bangalore (from Khasim catering to Venkateshwara industries),Providing cement concrete road at Ananthapura 1st cross ward no. 139 chamarajpet Assembly constituency Bangalore (from Khasim catering to Venkateshwara industries),2.5
21,2013-14,21,Providing cement concrete road at Ananthapura 1st cross ward no. 139 chamarajpet Assembly constituency Bangalore (near Venkateshwara industries),Providing cement concrete road at Ananthapura 1st cross ward no. 139 chamarajpet Assembly constituency Bangalore (near Venkateshwara industries),2.5
22,2013-14,22,Providing cement concrete road at Ananthapura ward no. 139 chamarajpet Assembly constituency Bangalore (near kumar tent house),Providing cement concrete road at Ananthapura ward no. 139 chamarajpet Assembly constituency Bangalore (near kumar tent house),1.0
23,2013-14,23,RCC Drain at Ananthapura ward no. 139 chamarajpet Assembly constituency Bangalore,RCC Drain at Ananthapura ward no. 139 chamarajpet Assembly constituency Bangalore,2.5
24,2013-14,24,"Providing cement concrete road at 2nd cross, tippu ngar, ward no. 139 chamarajpet Assembly constituency Bangalore (from Diamond real estate to Riyaz house)","Providing cement concrete road at 2nd cross, tippu ngar, ward no. 139 chamarajpet Assembly constituency Bangalore (from Diamond real estate to Riyaz house)",2.5
25,2013-14,25,"Providing cement concrete road at 2nd cross, tippu ngar, ward no. 139 chamarajpet Assembly constituency Bangalore (from Anren manzikl to Noorjahan manzil)","Providing cement concrete road at 2nd cross, tippu ngar, ward no. 139 chamarajpet Assembly constituency Bangalore (from Anren manzikl to Noorjahan manzil)",2.5
26,2013-14,26,"Providing cement concrete road at 2nd cross, tippu ngar, ward no. 139 chamarajpet Assembly constituency Bangalore (fromAtheaq house to Shafi house)","Providing cement concrete road at 2nd cross, tippu ngar, ward no. 139 chamarajpet Assembly constituency Bangalore (fromAtheaq house to Shafi house)",2.0
27,2013-14,27,"Providing cement concrete road at tippu nagar, ward no. 139 chamarajpet Assembly constituency Bangalore (from mysore road entrance to K.J.Mujjee staal )","Providing cement concrete road at tippu nagar, ward no. 139 chamarajpet Assembly constituency Bangalore (from mysore road entrance to K.J.Mujjee staal )",2.5
28,2013-14,28,"Providing cement concrete road at tippu nagar, ward no. 139 chamarajpet Assembly constituency Bangalore (near MRF Store )","Providing cement concrete road at tippu nagar, ward no. 139 chamarajpet Assembly constituency Bangalore (near MRF Store )",2.5
29,2013-14,29,"Providing cement concrete road at tippu nagar, ward no. 139 chamarajpet Assembly constituency Bangalore (nearAgro Tailors )","Providing cement concrete road at tippu nagar, ward no. 139 chamarajpet Assembly constituency Bangalore (nearAgro Tailors )",1.0
30,2013-14,30,"Providing cement concrete road at tippu nagar, ward no. 139 chamarajpet Assembly constituency Bangalore (near S.A. Computers )","Providing cement concrete road at tippu nagar, ward no. 139 chamarajpet Assembly constituency Bangalore (near S.A. Computers )",2.5
31,2013-14,31,"Providing cement concrete road at tippu nagar, ward no. 139 chamarajpet Assembly constituency Bangalore (near1st cross, junction)","Providing cement concrete road at tippu nagar, ward no. 139 chamarajpet Assembly constituency Bangalore (near1st cross, junction)",1.0
32,2013-14,32,"Providing cement concrete road at tippu nagar, ward no. 139 chamarajpet Assembly constituency Bangalore (from Tippu nagar ward office to Top Mens wear)","Providing cement concrete road at tippu nagar, ward no. 139 chamarajpet Assembly constituency Bangalore (from Tippu nagar ward office to Top Mens wear)",2.5
33,2013-14,33,"Providing cement concrete road at tippu nagar, ward no. 139 chamarajpet Assembly constituency Bangalore (from Bismilla sweets to Tippu Medicals)","Providing cement concrete road at tippu nagar, ward no. 139 chamarajpet Assembly constituency Bangalore (from Bismilla sweets to Tippu Medicals)",2.5
34,2013-14,34,"Providing cement concrete road at tippu nagar, ward no. 139 chamarajpet Assembly constituency Bangalore (from Muslim Darga to Govt. School)","Providing cement concrete road at tippu nagar, ward no. 139 chamarajpet Assembly constituency Bangalore (from Muslim Darga to Govt. School)",2.5
35,2013-14,35,"Providing drinking water to BDG lane ward no. 139, 12th cross, KR Market,  chamarajpet Assembly constituency Bangalore","Providing drinking water to BDG lane ward no. 139, 12th cross, KR Market,  chamarajpet Assembly constituency Bangalore",10.0
36,2013-14,36,"Construction of Class room at Govt. Higher Primary school, at Old Guddadahalli,  ward no. 136, chamarajpet Assembly constituency Bangalore","Construction of Class room at Govt. Higher Primary school, at Old Guddadahalli,  ward no. 136, chamarajpet Assembly constituency Bangalore",10.0
37,2013-14,37,"Construction of Class room at muslim burrial ground at ward no. 136, chamarajpet Assembly constituency Bangalore","Construction of Class room at muslim burrial ground at ward no. 136, chamarajpet Assembly constituency Bangalore",5.0
38,2013-14,38,"Providing cement concrete road at Ramaiah lane jolly mohall, ward no. 139 chamarajpet Assembly constituency Bangalore (from banitha sara to Indian metal mart)","Providing cement concrete road at Ramaiah lane jolly mohall, ward no. 139 chamarajpet Assembly constituency Bangalore (from banitha sara to Indian metal mart)",2.5
39,2013-14,39,"Providing cement concrete road at Ramaiah lane jolly mohall, ward no. 139 chamarajpet Assembly constituency Bangalore (from Rajendra metal mart to Sanman stores)","Providing cement concrete road at Ramaiah lane jolly mohall, ward no. 139 chamarajpet Assembly constituency Bangalore (from Rajendra metal mart to Sanman stores)",2.5
40,2013-14,40,"Providing cement concrete road at Ramaiah lane jolly mohall, ward no. 139 chamarajpet Assembly constituency Bangalore (from MV Plastics to SR Traders)","Providing cement concrete road at Ramaiah lane jolly mohall, ward no. 139 chamarajpet Assembly constituency Bangalore (from MV Plastics to SR Traders)",2.0
41,2013-14,41,"Providing cement concrete road at Ramaiah lane jolly mohall, ward no. 139 chamarajpet Assembly constituency Bangalore (from AA Plastics to Popular Guney traders)","Providing cement concrete road at Ramaiah lane jolly mohall, ward no. 139 chamarajpet Assembly constituency Bangalore (from AA Plastics to Popular Guney traders)",2.0
42,2013-14,42,"Providing cement concrete road at Ramaiah lane jolly mohall, ward no. 139 chamarajpet Assembly constituency Bangalore (from Hidayath traders godown to King Furnitures)","Providing cement concrete road at Ramaiah lane jolly mohall, ward no. 139 chamarajpet Assembly constituency Bangalore (from Hidayath traders godown to King Furnitures)",2.25
43,2013-14,43,"Construction of Toilet block and improvement to Govt. urdu school at 3rd cross, 2nd Main, Gonipalya, rayanapura, ward no. 137 chamarajpet Assembly constituency Bangalore ","Construction of Toilet block and improvement to Govt. urdu school at 3rd cross, 2nd Main, Gonipalya, rayanapura, ward no. 137 chamarajpet Assembly constituency Bangalore ",5.5
44,2013-14,44,ಚಾಮರಾಜಪೇಟೆ ವಿ.ಸ. ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿರುವ ವಾರ್ಡ್ ನಂ.141ರ ಆಜಾದ್ ನಗರದಲ್ಲಿರುವ ಸರ್ಕಾರಿ ಉರ್ದು ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆಯು ಕಟ್ಟಡದ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-1,"Chamarajpet v. Government Urdu Higher Primary School at Azad Nagar, Ward No.141, within the field of field Building Development Level 1",10.0
45,2013-14,45,ಚಾಮರಾಜಪೇಟೆ ವಿ.ಸ. ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿರುವ ವಾರ್ಡ್ ನಂ.141ರ ಆಜಾದ್ ನಗರದಲ್ಲಿರುವ ಸರ್ಕಾರಿ ಉರ್ದು ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆಯು ಕಟ್ಟಡದ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-2,"Chamarajpet v. Government Urdu Senior Primary School in Azad Nagar, Ward No. 141, Blocked Building Building Development Level -2",8.0
46,2013-14,46,"Improvement and Construction of Starecase room and water proofing at Govt. Urdu higher primary School, uner Faruqia nagar, Padarayanapura, ward no. 136 chamarajpet Assembly constituency Bangalore ","Improvement and Construction of Starecase room and water proofing at Govt. Urdu higher primary School, uner Faruqia nagar, Padarayanapura, ward no. 136 chamarajpet Assembly constituency Bangalore ",7.0
47,2014-15,1,ಚಾಮರಾಜಪೇಟೆ ವಿ.ಸ. ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.135ರ ಪಾದರಾಯನಪುರ ಪಶ್ಚಿಮ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ,Chamarajpet v. Drinking water works at Padarayanpur west range of field No. Ward No.135,10.0
48,2014-15,2,ಚಾಮರಾಜಪೇಟೆ ವಿ.ಸ. ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.138ರ ಪೆನ್ಸನ್ ಮೊಹಲ್ಲಾ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ,Chamarajpet v. Drinking water works in the Penson Mohalla range of field-wide Ward No.138,10.0
49,2014-15,3,ಚಾಮರಾಜಪೇಟೆ ವಿ.ಸ. ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.136ರ ಪೆನ್ಸನ್ ಮೊಹಲ್ಲಾ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ,Chamarajpet v. Drinking water works in the Penson Mohalla range of field ranges Ward No.136,10.0
50,2014-15,4,ಚಾಮರಾಜಪೇಟೆ ವಿ.ಸ. ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.136ರ ಗುಡ್ಡದಹಳ್ಳಿಯ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ,Chamarajpet v. Drinking water works in the Gaddahahalli range of field-wide Ward No.136,10.0
51,2014-15,5,ಚಾಮರಾಜಪೇಟೆ ವಿ.ಸ. ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.139ರಲ್ಲಿ ಕಾಂಕ್ರೀಟ್ ರಸ್ತೆ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ,Chamarajpet v. Concrete road development work in field range Ward No.139,10.0
52,2014-15,6,ಚಾಮರಾಜಪೇಟೆ ವಿ.ಸ. ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.141ರ ಆಜಾದ್ ನಗರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿಗೆ ಬೋರ್‍ವೆಲ್ ಕೊರೆಯುವ ಕಾಮಗಾರಿ,Chamarajpet v. Borewell drilling work for drinking water in the Azad city range of field No. Ward No. 141,10.0
53,2014-15,7,ಚಾಮರಾಜಪೇಟೆ ವಿ.ಸ. ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.141ರ ವಾಲ್ಮೀಕಿನಗರÀ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿಗೆ ಬೋರ್‍ವೆಲ್ ಕೊರೆಯುವ ಕಾಮಗಾರಿ,Chamarajpet v. Borewell drilling work for drinking water in the field of ward No. 141 of Walmiki,10.0
54,2014-15,8,ಚಾಮರಾಜಪೇಟೆ ವಿ.ಸ. ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.136ರ ಗುಡ್ಡದಹಳ್ಳಿಯ ಹೊಸಹಳ್ಳಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ,"Chamarajpet v. Drinking Water Works at Hoodahalli, Gudaddahalli, Ward No.136",10.0
55,2014-15,9,ಚಾಮರಾಜಪೇಟೆ ವಿ.ಸ. ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.136ರ ಗುಡ್ಡದಹಳ್ಳಿಯ ವಿನಾಯಕ ನಗರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ,"Chamarajpet v. Drinking water works at Vinayaka city limits of Guddadahalli, Ward No.136",10.0
56,2014-15,10,ವಾರ್ಡ್ ನಂ.135ರ ಹಳೇ ಪಾದರಾಯನಪುರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕಾಂಕ್ರೀಟ್ ರಸ್ತೆ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ,Concrete road development work at Old Padarayanapura junction of Ward No.135,10.0
57,2014-15,11,ಚಾಮರಾಜಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಚಾಮರಾಜಪೇಟೆ ಪಂಪಮಹಾಕವಿ ರಸ್ತೆಯಲ್ಲಿರುವ ಕರ್ನಾಟಕ ಚಲನಚಿತ್ರ ಕಲಾವಿದರ ಸಂಘದ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ ಹಂತ-1,"Karnataka Film Artists' Association Building on Chamarajpet, Pampakakavi Road, Chamarajpet Assembly Constituency",10.0
58,2014-15,12,ಚಾಮರಾಜಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಚಾಮರಾಜಪೇಟೆ ಪಂಪಮಹಾಕವಿ ರಸ್ತೆಯಲ್ಲಿರುವ ಕರ್ನಾಟಕ ಚಲನಚಿತ್ರ ಕಲಾವಿದರ ಸಂಘದ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ ಹಂತ-2,"Karnataka Film Artists' Association Building on Chamarajpet, Pampakamavu Road, Chamarajpet Assembly Constituency",10.0
59,2014-15,13,ಚಾಮರಾಜಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಚಾಮರಾಜಪೇಟೆ ಪಂಪಮಹಾಕವಿ ರಸ್ತೆಯಲ್ಲಿರುವ ಕರ್ನಾಟಕ ಚಲನಚಿತ್ರ ಕಲಾವಿಧರ ಸಂಘದ ಕಟ್ಟಡ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ,"Karnataka Film Artists' Association Building on the Chamarajpet Pampakakavi Road, Chamarajpet Assembly Constituency",10.0
60,2014-15,14,ಚಾಮರಾಜನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಪಂಪಮಹಾಕವಿ ರಸ್ತೆಯಲ್ಲಿರುವ ಕರ್ನಾಟಕ ಚಲನಚಿತ್ರ ಕಲಾವಿಧರ ಸಂಘದ ಕಟ್ಟಡ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ ಹಂತ-2,"Karnataka Film Artists Association Building at Pampakakavi Road, Chamarajanagar Assembly Constituency Phase -2",10.0
61,2014-15,15,ಚಾಮರಾಜನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಪಂಪಮಹಾಕವಿ ರಸ್ತೆಯಲ್ಲಿರುವ ಕರ್ನಾಟಕ ಚಲನಚಿತ್ರ ಕಲಾವಿಧರ ಸಂಘದ ಕಟ್ಟಡದ ನೆಲಹಾಸು ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ ಹಂತ-1,"Karnataka Film Artists' Association Building on Pampakakavi Road, Chamarajanagar Assembly Constituency Step 1",10.0
62,2014-15,16,ಚಾಮರಾಜಪೇಟೆ  ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.136 ರ ಮಾಮಿನ್ ಪುರದಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ,"Drinking Water Works at Mamine Poor, Ward 136, Chamarajpette",10.0
63,2014-15,17,ಚಾಮರಾಜಪೇಟೆ  ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.136 ರ ಮಾಮಿನ್ ಪುರದಲ್ಲಿ ಭುರಿಯಲ್ ಗ್ರೌಂಡ್ ನಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ,"Drinking Water Works at Bhurial Ground at Maminepur, Ward 136, Chamarajpette",10.0
64,2014-15,18,ವಾರ್ಡ್ ನಂ.136ರ ಮಾಮಿನ್ ಪುರ ಗಲ್ಲಿ ರಸ್ತೆಗಳಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ,"Drinking Water Works at Mamine Pura Galli Road, Ward No.136",5.0
65,2014-15,19,ವಾರ್ಡ್ ನಂ.136ರ ಮಾಮಿನ್ ಪುರ ಗಲ್ಲಿ ರಸ್ತೆಗಳಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ,"Drinking Water Works at Mamine Pura Galli Road, Ward No.136",8.0
66,2014-15,20,ವಾರ್ಡ್ ನಂ.136ರ ಗುಡ್ಡದಹಳ್ಳಿ ವ್ಯಾಪ್ತಿಯ ಪಾದರಾಯನಪುರದಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ,Drinking water works at Padarahalli range at Ward No.136,10.0
67,2014-15,21,ವಾರ್ಡ್ ನಂ.135ರ ಗುಡ್ಡದಹಳ್ಳಿ ವ್ಯಾಪ್ತಿಯ ಪಾದರಾಯನಪುರದಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ,Drinking water works at Padarahalli range at Ward No.135,10.0
68,2014-15,22,ವಾರ್ಡ್ ನಂ.135ರ ಗುಡ್ಡದಹಳ್ಳಿ ವ್ಯಾಪ್ತಿಯ ಗ್ಯಾಲಕ್ಸಿ ಚೌಟ್ರಿ ರಸ್ತೆಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ,"Drinking Water Works on Galaxy Chouter Road, Guddahahalli, Ward No.135",10.0
69,2014-15,23,ವಾರ್ಡ್ ನಂ.140ರ ಚಾಮರಾಜಪೇಟೆ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ,Drinking water works in the Chamarajpet range of Ward No.40,10.0
70,2014-15,24,ವಾರ್ಡ್ ನಂ.139ರ ಜಾಲಿ ಮೊಹಲ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ,Drinking water works in the Jolly Moverage range of Ward No.139,10.0
71,2014-15,25,ವಾರ್ಡ್ ನಂ.139ರ ಗುಡ್ಡದಹಳ್ಳಿ ವ್ಯಾಪ್ತಿಯ ಹೊಸಹಳ್ಳಿಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ,Drinking Water Works at Hoodahalli on Guddaddahalli Ward No. 139,7.0
72,2015-16,1,ವಾರ್ಡ್ ನಂ.139ರ ಕೆ.ಆರ್.ಮಾರ್ಕೆಟ್ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ರಸ್ತೆ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-1,Road Development Work Level 1 under KR Market Wards No. 139,10.0
73,2015-16,2,ವಾರ್ಡ್ ನಂ.139ರ ಕೆ.ಆರ್.ಮಾರ್ಕೆಟ್ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ರಸ್ತೆ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-2,Road Development Work Phase 2 of the KR Marketplace of Ward No.139,10.0
74,2015-16,3,ವಾರ್ಡ್ ನಂ.41ರ ವೈಸೂರುನ ರಸ್ತೆಯ ಕಲ್ ವರ್ಟ್  ಕಾಮಗಾರಿ,Kalworth works on the Vyshur road on Ward No.41,5.0
75,2015-16,4,ವಾರ್ಡ್ ನಂ.136ರ ಓಬಳೇಸ್ ಕಾಲೋನಿಯ ಸರ್ಕಾರಿ ಉರ್ದು ಸ್ಕೂಲ್ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ವೈಸೂರಿನ ರಸ್ತೆಯ ಕಲ್ ವರ್ಟ್  ಕಾಮಗಾರಿ,"Government Urdu School Development Work on Oblase Colony, Ward No. 136, Wireless Road Kalwort Works",6.0
76,2015-16,5,"ಅಯಾಜ್ ಪಾಷ  ಬಿನ್ ಅಬ್ದುಲ್ ಕರೀವರ್, ನಂ.208, ಮುಸ್ಲಿಂ ಬುರಿಯಲ್ ಗ್ರೌಂಡ್, ಗ್ರಿಸಂಟ್ ಹಟ್ಸ್, ಪಾರೂಕಿಯಾನಗರ, ಬೆಂಗಳೂರು-560026","Ayaz Pasha Bin Abdul Karivar, No.208, Muslim Burial Ground, Grisant Huts, Parukkanagar, Bangalore -560026",0.81
