Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
23,2013-14,23,ವಾರ್ಡ್ ನಂ.153 ಜಯನಗರ ವಾರ್ಡಿನ ಬಿಡಿಎ  ಏರಿಯಾದಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವ ಮತ್ತು ನೀರಿನ ಟ್ಯಾಂಕ್ ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿ,Ward No No.153 Bundle Brewing and Construction of Water Tank in BDA Area in Jayanagar Ward,2.5
24,2013-14,24,ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಮತ್ತು ಪಂಪ್ ಮೆಷನರಿಗಾಗಿ,For power connection and pump machine,2.5
25,2013-14,25,ಚಿಕ್ಕಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.145 ಹೊಂಬೇಗೌಡನಗರ ವಾರ್ಡಿನ ಸುಧಾಮನಗರ 3ನೇ ಅಡ್ಡರಸ್ತೆಯಲ್ಲಿ ಕೊಳವೆ ವಾವಿ ಕೊರೆಯುವ ಮತ್ತು ನೀರಿನ ಟ್ಯಾಂಕ್ ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿಗಾಗಿ,Chikkapet assembly constituency Ward No.145 For construction of tube vivi drilling and water tank at 3rd cross in Sudanamagar in Hombagowda Nagar,2.5
26,2013-14,26,ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಮತ್ತು ಪಂಪ್ ಮೆಷನರಿಗಾಗಿ,For power connection and pump machine,2.5
27,2013-14,27,ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,Work on installing a pipe line,2.0
28,2013-14,28,ಚಿಕ್ಕಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ. 145 ಹೊಂಬೇಗೌಡನಗರ ವಾರ್ಡಿನ ಬಂಡೆ ಸ್ಲಂನಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವ ಮತ್ತು ನೀರಿನ ಟ್ಯಾಂಕ್ ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿಗಾಗಿ,Chikkete Assembly Constituency Ward No. 145 for construction of a tunnel well drilling and water tank in the rocky slum at Hombagowda Nagar,2.5
29,2013-14,29,ಚಿಕ್ಕಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.145 ಹೊಂಬೇಗೌಡನಗರ ವಾರ್ಡಿನ ಸ್ಲಂ ನಲ್ಲಿ ಕೊಳವೆ ಬಾವಿಗೆ ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಮತ್ತು ಪಂಪ್ ಮೆಷನರಿಗಾಗಿ,"Chikkapet assembly constituency Ward No.145 Slum in Hombagowda Ward, for power transmission and pump machine",2.5
30,2013-14,30,ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,Work on installing a pipe line,2.5
31,2013-14,31,ಚಿಕ್ಕಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ದ ವಾರ್ಡ್ ನಂ.119 ಧರ್ಮರಾಯಸ್ವಾಮಿ ವಾರ್ಡಿನ ಡಿಎಸ್ ಲೇನ್ ನಲ್ಲಿ ಕೊಳವೆ ಬಾವಿಗೆ ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,Pipeline installation work for dip well in DS Lane of Chikkpete Assembly Ward Ward 119 Dharmarayaswamy Ward,2.0
32,2013-14,32,ಚಿಕ್ಕಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.142 ಸುಂಕೇನಹಳ್ಳಿ ವಾರ್ಡಿನ ಕೆಂಪೇಗೌಡನಗರದಲ್ಲಿ ಕೊಳವೆ ಬಾವಿಗೆ ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,"Chippet Assembly Constituency Ward No.142 Pipe Line Implementation work for the pipe well in Kempegowda Nagar, Sunkenahalli Ward",2.0
33,2013-14,33,ಚಿಕ್ಕಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ. 119 ಧರ್ಮರಾಯಸ್ವಾಮಿ ವಾರ್ಡಿನ ಎನ್ ಆರ್ ರಸ್ತೆ ಒಂದನೇ ಅಡ್ಡರಸ್ತೆಯಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವ ಮತ್ತು ನೀರಿನ ಟ್ಯಾಂಕ್ ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿಗಾಗಿ,"Chikkete Assembly Constituency Ward No. 119 NR Road, Dharmarayaswamy Ward, for the construction of tunnel well drilling and water tank",2.5
34,2013-14,34,ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಮತ್ತು ಪಂಪ್ ಮೆಷನರಿಗಾಗಿ,For power connection and pump machine,2.5
35,2013-14,35,ಚಿಕ್ಕಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.119 ಧರ್ಮರಾಯಸ್ವಾಮಿ ವಾರ್ಡಿನ ಡಿ.ಎಸ್. ಲೇನಿನಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವ ಮತ್ತು ನೀರಿನ ಟ್ಯಾಂಕ್ ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿಗಾರಿ,DSR of the Chairpat Assembly Constituency Ward No.119 Dharmarayaswamy Ward Work on building a tube well drilling and water tank in the lane,2.5
36,2013-14,36,ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಮತ್ತು ಪಂಪ್ ಮೆಷನರಿಗಾಗಿ,For power connection and pump machine,2.5
37,2013-14,37,ಚಿಕ್ಕಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.142 ಸುಂಕೇನಹಳ್ಳಿ ವಾರ್ಡಿನ ಕೆಂಪೇಗೌಡನಗರದಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವ ಮತ್ತು ನೀರಿನ ಟ್ಯಾಂಕ್ ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿ,Construction of a tube well drilling and water tank in Kempegowda Nagar in Chikkupet Assembly constituency Ward No.142 Sunkenahalli Ward,2.5
38,2013-14,38,ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಮತ್ತು ಪಂಪ್ ಮೆಷನರಿಗಾಗಿ,For power connection and pump machine,2.5
39,2013-14,39,ವಾರ್ಡ್ ನಂ.118 ಸುಧಾಮನಗರ ವಾರ್ಡಿನ ಸಿ.ಕೆ.ಸಿ. ಗಾರ್ಡನ್ ನಲ್ಲಿ ಕೊಳವೆ ಬಾವಿಗೆ ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,Ward No.118 CKC of Sudanagar Ward Construction of a pipeline to the tube well in the garden,2.0
40,2013-14,40,ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಮತ್ತು ಪಂಪ್ ಮೆಷನರಿಗಾಗಿ,For power connection and pump machine,2.5
41,2013-14,41,ವಾರ್ಡ್ ನಂ.118 ಸುಧಾಮನಗರ ವಾರ್ಡಿನ ಸಿ.ಕೆ.ಸಿ ಗಾರ್ಡನ್ ನಲ್ಲಿ ಕೊಳವೆ ಬಾವಿಗೆ ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,Workshop on installing a pipeline to the tube well at CKC Garden of Ward No.118,2.0
42,2013-14,42,ವಾರ್ಡ್ ನಂ.153 ಜಯನಗರ ವಾರ್ಡಿನ ಖಾಜಿ ಸ್ಟ್ರೀಟ್ ನಲ್ಲಿ ಕೊಳವೆ ಬಾವಿಗೆ ನೀರಿನ ಟ್ಯಾಂಕ್ ಮತ್ತು ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,"WARD No.153 Water Tank and Pipeline Implementing Works for the Tube Well at Kazi Street, Jayanagar Ward",2.0
43,2013-14,43,ಬೆಂಗಳೂರು ನಗರ ಚಿಕ್ಕಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.145 ಹೊಂಬೇಗೌಡನಗರ ವಾರ್ಡಿನ ಸುಧಾಮನಗರದಲ್ಲಿ ಕೊಳವೆ ಬಾವಿಗೆ ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,"Work on installing a pipeline to the pipe well in Sudanamagar in Hombagowda Nagar, Ward No.145, Bangalore Urban Assembly",2.0
44,2013-14,44,"ಬೆಂಗಳೂರು ನಗರ, ಚಿಕ್ಕಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.144 ಸಿದ್ದಾಪುರ ವಾರ್ಡಿನ ಸೋಮೇಶ್ವರ ಕಾಲೋನಿ ಮತ್ತು ದಯಾನಂದನಗರದ ರಸ್ತೆಯ ಬಾವಿಗೆ ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ","Bangalore City, Chikkapet Assembly Constituency Ward No.144 Someswara Colony of Siddapura Ward and Pipeline Line for Wellness Road in Dayanand Nagar Road",3.0
45,2013-14,45,"ಬೆಂಗಳೂರು ನಗರ, ಚಿಕ್ಕಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.142  ಸುಂಕೇನಹಳ್ಳಿ ವಾರ್ಡಿನಲ್ಲಿರುವ ಮಡಿವಾಳ ಮಾಚಿದೇವರ ಕಾಲೋನಿಯಲ್ಲಿರುವ ಕೊಳವೆ ಬಾವಿಗೆ ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ","Pipeline installation works for the tube well at Madiva Magdevar Colony in Sankenahalli Ward, Bangalore City, Chikkapet Assembly Constituency.",2.5
46,2013-14,46,"ಬೆಂಗಳೂರು ನಗರ, ಚಿಕ್ಕಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.142  ಸುಂಕೇನಹಳ್ಳಿ ವಾರ್ಡಿನ ಆರ್.ಕೆ.ಮಠ ಲೇಔಟ್ ನಲ್ಲಿ ಕೊಳವೆ ಬಾವಿಗೆ ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ","Workshop on installing a pipeline to the pipe well at RK Matha Layout in Sankenahalli Ward, Bangalore Urban, Chikkapet Assembly Constituency Ward No.142",2.0
47,2013-14,47,ವಾರ್ಡ್ ನಂ.119 ಧರ್ಮರಾಯ ಸ್ವಾಮಿ ವಾರ್ಡಿನಲ್ಲಿರುವ ಎಸ್.ಎಲ್.ಎನ್ ಧರ್ಮಸಂಸ್ಥೆಯಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವ ಮತ್ತು ನೀರಿನ ಟ್ಯಾಂಕ್ ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿ,Ward No.119 Construction of a tube well drilling and water tank in the SLN charity in Dharmaraya Swami Wardi.,2.5
48,2013-14,48,ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಮತ್ತು ಪಂಪ್ ಮೆಷನರಿಗಾಗಿ,For power connection and pump machine,2.5
49,2013-14,49,ವಾರ್ಡ್ ನಂ.142 ಸುಂಕೇನಹಳ್ಳಿ ವಾರ್ಡಿನ ಆರ್.ಕೆ ಮಠ ಲೇಔಟಿನಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವ ಮತ್ತು ನೀರಿನ ಟ್ಯಾಂಕ್ ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿ,Ward No 142 Construction work on tunnel well drilling and water tank at RK Math Layout in Sunkenahalli Ward,2.5
50,2013-14,50,ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಮತ್ತು ಪಂಪ್ ಮೆಷನರಿಗಾಗಿ,For power connection and pump machine,2.5
51,2013-14,51,ಶ್ರೀ.ವಿ.ಮಹೇಶ್ ರವರಿಗೆ ವಿವಿ ಪುರಂ ನಿವಾಸಿ ಆದ ಇವರಿಗೆ ಯಂತ್ರ ಚಾಲಿತ ಮೋಟಾರ್ ಸೈಕಲ್ ನೀಡಲು,"Mr. V. Mahesh, a resident of VV Puram, will be offered a motorized motorcycle",0.73
52,2013-14,52,ಚಿಕ್ಕಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.118 ಸುಧಾಮನಗರ ವಾರ್ಡಿನ ಕೆ.ಎಸ್.ಗಾರ್ಡನ್ ನಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವ ಮತ್ತು ನೀರಿನ ಟ್ಯಾಂಕ್ ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿ,"Construction of a tube well drilling and water tank at KS Gordon in Chidpete Assembly constituency Ward No.118, Sudanagaragara Ward",2.5
53,2013-14,53,ವಿದ್ಯುತ್ ಸಂಪರ್ಕ  ಮತ್ತು ಪಂಪ್ ಮೆಷನರಿಗಾಗಿ,For power connection and pump machine,2.5
54,2013-14,54,ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,Work on installing a pipe line,2.0
55,2013-14,55,ಚಿಕ್ಕಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.142 ಸುಂಕೇನಹಳ್ಳಿ ವಾರ್ಡಿನ ಶ್ರೀ ಮಡಿವಾಳ ಮಾಚಿದೇವ ದೇವಸ್ಥಾನದ ಉಚಿತ ಮಹಿಳಾ ವಿದ್ಯಾರ್ಥಿ ನಿಲಯದ ಹಾಸ್ಟೆಲ್ ನಲ್ಲಿ ಕೊಠಡಿಗಳನ್ನು ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿ,"Workshop for construction of rooms at the Free Women's Student Dormitory Hostel at Madiva Maghee Devi Temple, Chikkapet Assembly Constituency Ward No.142, Sunkenahalli Ward",10.0
56,2013-14,56,ಚಿಕ್ಕಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.145 ಹೊಂಬೇಗೌಡನಗರ ವಾರ್ಡಿನ 8ನೇ ಅಡ್ಡರಸ್ತೆಯಲ್ಲಿ ಕಲ್ವರ್ಟ್ ಗಳನ್ನು ಅಳವಡಿಸಿ ಪಾದಾಚಾರಿ ಮಾರ್ಗವನ್ನು ಅಭಿವೃದ್ಧಿ ಪಡಿಸುವ ಕಾಮಗಾರಿಗಾಗಿ,Chikkapet assembly constituency Ward No.145 The 8th crossing of the Hombagowda Nagar ward is set up to develop the pedestrian path by incorporating the calvert,10.0
57,2013-14,57,ಶ್ರೀ.ಎಸ್.ಸುಕುಮಾರ್ ರೆಡ್ಡಿರವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನವನ್ನು ಮಂಜೂರು ಮಾಡಲು,Mr. S.Sukumar Reddy to make a three wheeler vehicle,0.77
58,2013-14,58,ಶ್ರೀಮತಿ/ಕು.ಧನಲಕ್ಷ್ಮಿ ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಮಂಜೂರು ಮಾಡಲು,Mrs / K. Dhanalakshmi to be granted a three-wheeler vehicle,0.77
59,2013-14,59,ಶ್ರೀ.ಉಮ್ಮೆಸಲಂ ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಮಂಜೂರು ಮಾಡಲು,Mr. Umesalam is allotted a three wheeler vehicle,0.77
60,2013-14,60,ಶ್ರೀ.ಮರಿದಾಸ್ ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಮಂಜೂರು ಮಾಡಲು,Mr..Miridas to allocate a three wheeler,0.77
61,2013-14,61,ಶ್ರೀ.ಇಲ್ಯಾಜ್ ಅಹಮದ್ ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಮಂಜೂರು ಮಾಡಲು,Shri.Eliyaz Ahmed to be granted a three-wheeler vehicle,0.77
62,2013-14,62,ಶ್ರೀ.ಡಿ.ಶಿವಶಂಕರ ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಮಂಜೂರು ಮಾಡಲು,Mr. D.Shivashankar has sanctioned a three-wheeler vehicle,0.77
63,2013-14,63,ಶ್ರೀ.ರಂಗಸ್ವಾಮಿ ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಮಂಜೂರು ಮಾಡಲು,Mr. Rangaswamy was allotted a three wheeler vehicle,0.77
64,2013-14,64,ಶ್ರೀ.ಸುದರ್ಶನ್ ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಮಂಜೂರು ಮಾಡಲು,Mr. S Sudarshan for granting a three wheeler vehicle,0.77
65,2013-14,65,ಶ್ರೀ.ಸುಬ್ರಮಣಿ ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಮಂಜೂರು ಮಾಡಲು,Mr..Subramani was granted a three-wheeler vehicle,0.77
66,2013-14,66,ಶ್ರೀ.ಅಬ್ದುಲ್ ಬಕಾಶ್ ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಮಂಜೂರು ಮಾಡಲು,Shri.Abdul Bakash for granting a three wheeler,0.77
67,2013-14,67,ಶ್ರೀ.ಮಹಬೂಬ್ ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಮಂಜೂರು ಮಾಡಲು,Mr. Mahabub to grant a three-wheeler vehicle,0.77
68,2013-14,68,ಶ್ರೀ.ನಾಗೇಶ್ ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಮಂಜೂರು ಮಾಡಲು,Mr. Nagesh is required to sanction a three-wheeler vehicle,0.77
69,2013-14,69,ಶ್ರೀ.ಫಳನಿ ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಮಂಜೂರು ಮಾಡಲು,Mr.Falani has to give him a three-wheeler vehicle,0.77
70,2013-14,70,ಶ್ರೀ.ದುರ್ಗಾಪ್ರಸಾದ್ ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಮಂಜೂರು ಮಾಡಲು,Mr. Durgaprasad will be granted a three-wheeler vehicle,0.77
71,2013-14,71,ಶ್ರೀ.ಕೆ.ಲಕ್ಷ್ಮಣ ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಮಂಜೂರು ಮಾಡಲು,Mr. K. Lakshmana will be granted a three-wheeler vehicle,0.77
72,2013-14,72,"ವಾರ್ಡ್ ನಂ.118, ಸುಧಾಮನಗರ ವಾರ್ಡಿನ ಕೆ.ಎಸ್. ಗಾರ್ಡನ್ ನಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆದು ಪಂಪ್ ಮೆಷನರಿ ಅಳವಡಿಸಿ ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ","Ward No.118, K.S. Work on installing a pipe line by inserting a pipe well into the garden and pump machine",6.0
