Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
17,2014-15,2,ಅಶೋಕನಗರದಲ್ಲಿ ಒಂದು ಸುಸಜ್ಜಿತ ಸಮುದಾಯ ಭವನ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,Construction of a well-appointed community hall in Ashokanagar.,10.0
18,2014-15,3,ಕತ್ರಿಗುಪ್ಪೆ ವಾರ್ಡ್ ನಂ.163 ವ್ಯಾಪ್ತಿಯಲ್ಲಿರುವ ಕತ್ರಿಗುಪ್ಪೆ ಗ್ರಾಮದಲ್ಲಿರುವ ಪಂಚಾಯತ್ ಕಛೇರಿಯ ಜಾಗದಲ್ಲಿ ನೂತನ ಅಂಗನವಾಡಿ ಕೇಂದ್ರ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ. (ಎಸ್.ಸಿ/ಎಸ್.ಟಿ),"New Anganwadi Center construction work at the Panchayat Office in Katraguppe village, Katraguppa Ward No.163. (SC / ST)",15.0
19,2014-15,4,"Éಐಸ್ಪಾರ್ಕ ಇನೋವೇಶನ್ ಸಂಸ್ಥೆಯವರು ಮಕ್ಕಳಿಗಾಗಿ ತಯಾರಿಸಿದ ಲರ್ನಿಂಗ್ ಕಂಪಾನಿಯನ್ ಎಜುಕೇಷನ್ ಕಿಟ್‍ಗಳನ್ನು ಅಂಗನವಾಡಿ ಮತ್ತು ಸರ್ಕಾರಿ ಪ್ರಾಥಮಿಕ ಶಾಲೆಗಳಿಗೆ ಹಂಚಿಕೆ ಮಾಡುವ ಬಗ್ಗೆ (20 ಕಿಟ್‍ಳಿಗೆ ತಲಾ 1ಕ್ಕೆ ರೂ.5,000/-)","ÉIparka Innovasen is offering children's learning learning companion education kits to Anganwadi and Government Primary Schools (Rs.5,000 / - per 1 kit)",1.0
20,2014-15,5,"Àಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕಗಳು, (1) ಡಾ.ಬಿ.ಆರ್. ಅಂಬೇಡ್ಕರ್ ಉದ್ಯಾನವನ, ಕತ್ರಿಗುಪ್ಪೆ ವಾರ್ಡ್ ನಂ.163, (2) ಪೈಪ್‍ಲೂನ್, ಪೊಲೀಸ್ ಚೌಕಿ ಹತ್ತಿರ, ನರಿಹಳ್ಳ, ಶ್ರೀನಗರ ವಾರ್ಡ್ ನಂ.156.","The clean drinking water units, (1) Dr. BR Ambedkar Park, Katriguppe Ward No.163,(2) Pipeloon, near Police Square, Narihalla, Srinagar Ward No.156. ",24.0
21,2014-15,6,ವಿದ್ಯಾಪೀಠ ವಾರ್ಡ್ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಅಂಗನವಾಡಿ ಕಟ್ಟಡ ಹಾಗೂ ಸುಸಜ್ಜಿತ ಸಮುದಾಯ ಭವನ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,Construction of Anganwadi Building and a well-equipped community building in Vidyapeeth Ward.,15.0
22,2014-15,7,ಹನುಮಂತನಗರ ವಾರ್ಡ್ ವ್ಯಾಪ್ತಿಯಲ್ಲಿರುವ ಸುಂಕೇನಹಳ್ಳಿ ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಮತ್ತು ಪ್ರೌಢಶಾಲೆ ಕಟ್ಟಡವು ಹಳೆಯದಾಗಿರುವುದರಿಂದ ಟ್ರೆಸ್ ವರ್ಕ್ (ಹಂತ 1),The Tsunhenahalli Government Senior Primary and High School Building in the Hanumanthanagar ward is old because the Tres Work (Phase 1),2.5
23,2014-15,8,ಹನುಮಂತನಗರ ವಾರ್ಡ್ ವ್ಯಾಪ್ತಿಯಲ್ಲಿರುವ ಸುಂಕೇನಹಳ್ಳಿ ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಮತ್ತು ಪ್ರೌಢಶಾಲೆ ಕಟ್ಟಡವು ಹಳೆಯದಾಗಿರುವುದರಿಂದ ಟ್ರೆಸ್ ವರ್ಕ್ (ಹಂತ 2),Sunkenahalli Government Senior Primary and High School Building in the Hanumanthanagar Ward Stay Tres Work (Step 2),2.5
24,2014-15,9,ಹನುಮಂತನಗರ ವಾರ್ಡ್ ವ್ಯಾಪ್ತಿಯಲ್ಲಿರುವ ಸುಂಕೇನಹಳ್ಳಿ ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಮತ್ತು ಪ್ರೌಢಶಾಲೆ ಕಟ್ಟಡವು ಹಳೆಯದಾಗಿರುವುದರಿಂದ ಟ್ರೆಸ್ ವರ್ಕ್ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿಗಳು (ಹಂತ 3),"Tsunhenahalli Government Senior Primary and High School Building in the Hanumanthanagar Ward, Tres Work Development Works (Phase 3)",2.5
25,2014-15,10,ಹನುಮಂತನಗರ ವಾರ್ಡ್ ವ್ಯಾಪ್ತಿಯಲ್ಲಿರುವ ಸುಂಕೇನಹಳ್ಳಿ ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಮತ್ತು ಪ್ರೌಢಶಾಲೆ ಕಟ್ಟಡವು ಹಳೆಯದಾಗಿರುವುದರಿಂದ ಟ್ರೆಸ್ ವರ್ಕ್ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿಗಳು (ಹಂತ 4),"Tsunhenahalli Government Senior Primary and High School Building in the Hanumanthanagar Ward, Tres Work Development Works (Step 4)",2.5
26,2014-15,11,ಕತ್ರಿಗುಪ್ಪೆಯಲ್ಲಿರುವ ಬಿ.ಟಿ.ಎಲ್ ವಿದ್ಯಾವಾಹಿನಿ ಸ್ಕೂಲ್‍ನ ಕಾಂಪೌಂಡ್ ಗೋಡೆ ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿ.,Construction of Compound Wall of BTL Vidyavani School in Katraguppa.,5.0
27,2014-15,12,"ದಿ ಬಸವನಗುಡಿ ಸಹಕಾರ ಸಂಘ ನಿಯಮಿತ, ಗಾಂಧಿಬಜಾರ್ ಇವರಿಗೆ 'ಶತಮಾನೀತ್ಸವ ಭವನ' ನಿರ್ಮಿಸಲು.","The Basavanagudi Co-operative Society Limited, to construct 'Centenitas Bhavan' to Gandhibazar.",10.0
28,2014-15,13,"ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕಗಳನ್ನು ಬಿಬಿಎಂಪಿ ಸಮುದಾಯ ಭವನ, ಗವೀಪುರ, ಗುಟ್ಟಹಳ್ಳಿ, ಹನುಮಂತನಗರ, ವಾ.ನಂ.155 ರಲ್ಲಿ C) ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ ವೆಚ್ಚ.","The clean drinking water units are in the BBMP Community Building, Gavipur, Gutahalli, Hanumanthanagar, V.No.155C) Construction work cost. ",4.95
29,2014-15,14,D) ಆರ್.ಒ. ಯಂತ್ರೋಪಕರಣ ವೆಚ್ಚ.,D) R.O. Machine cost.,4.95
30,2014-15,15,E) ಯಂತ್ರೋಪಕರಣ-ಅಳವಡಿಕೆ ಮತ್ತು ಇತ್ಯಾದಿ.,E) machinery-installation and etc.,2.1
31,2014-15,16,ಶ್ರೀನಗರ ವಾ.ನಂ.156ರಲ್ಲಿ ಸ್ವಾಮಿ ವಿವೇಕಾನಂದ  ಎಜುಕೇóನಲ್ ಸೊಸೈಟಿ (ರಿ) ವತಿಯಿಂದ ರಾಮಕೃಷ್ಣ ರಂಗಮಂದಿರದ ಹಿಂಭಾಗದಲ್ಲಿ ಡ್ರೆಸ್ಸಿಂಗ್ ರೂಮ್ ಹಾಗೂ ಗ್ರೀನ್ ರೂಮ್ ಕಟ್ಟುವ ಕಾಮಗಾರಿ.,Swami Vivekananda Eduque Naal Society (R) is the founder of the dressing room and the green room behind the Ramakrishna Theater in Srinagar V.No.156.,5.0
32,2014-15,17,"ಗಿರಿನಗರ ಉಪವಿಭಾಗದ ವಾರ್ಡ್-162, 163 ಮತ್ತು 164 ರಲ್ಲಿ ಕೊಳವೆ ಬಾವಿಯನ್ನು ಕೊರೆದು, ಕಿರು ನೀರು ಸರಬರಾಜು ಯೋಜನೆ ಕಾರ್ಯ ರೂಪಕ್ಕೆ ತರುವ ಕಾಮಗಾರಿ.","Construction of small water supply plan works in the Girinagar subdivision ward-162, 163 and 164, drilling wells.",20.0
33,2014-15,18,ಬಸವನಗುಡಿ ಉಪವಿಭಾಗದ ವಾರ್ಡ್-164 ಮತ್ತು 156 ರಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆದು ಕಿರು ನೀರು ಯೋಜನೆ ಕಾರ್ಯ ರೂಪಕ್ಕೆ ತರುವ ಕಾಮಗಾರ.,Basavangudi Subdivision Ward - 164 and 156 is a worker who brings the pipe well drilled into a small water project.,15.0
34,2014-15,19,"ವಾರ್ಡ್-156 ಶ್ರೀನಗರ, 50 ಅಡಿರಸ್ತೆಯಲ್ಲಿ ಸೆಕೆಂಡರಿ ಮಳೆನೀರು ಚರಂಡಿ ಅಭಿವೃದ್ಧಿ ಪಡಿಸಿ ಆರ್.ಸಿ.ಸಿ ಛಾವಣಿ ಹಾಕಿ, ಪಾದಚಾರಿ ರಸ್ತೆ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ. (ಉಳಿಕೆ ಕಲಸ)","Ward-156 Srinagar, 50 Routers of RCC Rooftop, Underground Route Drainage, Pedestrian Road Construction. (Survival work)",36.0
35,2014-15,20,"ವಾರ್ಡ್-156 ಶ್ರೀನಗರ, ಬೃಂದಾನನಗರದಲ್ಲಿ ಹಾದು ಹೋಗಿ ವೃಷಭಾವತಿ ನಾಲೆ ಸೇರುವ ಸೆಕೆಂಡರಿ ಮಳೆ ನೀರು ಚರಂಡಿ ಅಭಿವೃದ್ಧಿ ಪಡಿಸಿ, ಆರ್‍ಸಿಸಿ ಛಾವಣಿ ಹಾಕಿ, ಪಾದಚಾರಿ ರಸ್ತೆ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ (ಉಳಿಕೆ ಕೆಲಸ)","Ward-156 Srinagar, developed by sewage rains, passing through Brindanagara, reaches semi-rains, RCC roof, pedestrian road construction (residual work)",20.0
36,2014-15,21,"ವಾರ್ಡ್-162 ಗಿರಿನಗರ ಉಪವಿಭಾಗದ ಬಿ.ಎಸ್.ಕೆ 3ನೇ ಹಂತ, ಗಿರಿನಗರ 14ನೇ ಅಡ್ಡರಸ್ತೆ, ರಸ್ತೆ ಬದಿ ಚರಂಡಿ ಅಭಿವೃದ್ಧಿ ಹಾಗೂ 14ಎ ಅಡ್ಡರಸ್ತೆಯಲ್ಲಿ ಕಾಂಕ್ರೀಟ್ ರಸ್ತೆ ನಿರ್ಮಾಣ ಮಾಡಿರುವ ಕಾಮಗಾರಿ.","Ward-162 Girinagar subdivision BSK 3rd phase, Girinagar 14th crossroads, roadside drainage development and construction of concrete road at 14A crossroads.",20.0
37,2014-15,22,ವಾರ್ಡ್-164 ವಿದ್ಯಾಪೀಠ ಐ.ಟಿ.ಐ ಬಡಾವಣೆ ಹಾಗೂ ಬಾಲಾಜಿ ಬಡಾವಣೆಯ ಉಳಿಕೆ ಕಚ್ಚಾರಸೆಗಳಿಗೆ ಕಾಂಕ್ರೀಟ್ ರಸ್ತೆ ಮಾಡಿ ಅಭಿವೃದ್ಧಿ ಪಡಿಸುವ ಕಾಮಗಾರಿ.,WARD-164 Vidyapeeth ITI Layout and Balaji Layout is a development project for concrete road maintenance.,15.0
38,2014-15,23,"ಗಿರಿನಗರ ಮತ್ತು ಬಸವಗುಡಿ ಉಪವಿಭಾಗದ ವಾರ್ಡ್-156 ಶ್ರೀನಗರ, ವಾಡ್ ್-164 ವಿದ್ಯಾಪೀಠದ ಹಾಲಿ ಕಾಂಕ್ರೀಟ್ ರಸ್ತೆ ಒಳಚರಂಡಿ ಕೊಳವೆ ಅಳವಡಿಸಲು ಅಗೆದಿರುವ ಭಾಗದ ದುರಸ್ತಿ ಕಾಮಗಾರಿ.","Girinagar and Basavagudi Subdivision Ward-156 Srinagar, WD-164 The repair work of the damaged part of the proposed concrete road drainage pipe for the Vidyapeeth.",14.0
39,2014-15,24,ವಾರ್ಡ್-156 ಶ್ರೀನಗರ ಪೈಪ್‍ಲೈನ್ ರಸ್ತೆ ನರಿಹಳ್ಳ ಪಾಲಿಕೆಯ ಸ್ಥಳದಲ್ಲಿ ಅಂಗನವಾಡಿ ನಿರ್ಮಾಣ ಮಾಡುವ ಕಾಮಗಾರಿ.,"Ward-156 Construction of Anganwadi at Srinagar Pipeline Road, Narihalla.",10.0
40,2015-16,1,ಬಸವನಗುಡಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರಕ್ಕೆ ಸಾರ್ವಜನಿಕರ ಹಿತದೃಷ್ಟಿಯಿಂದ ಕೈಗೊಳ್ಳುವ ನಿಟ್ಟಿನಲ್ಲಿ ಸಿ.ಸಿ ಟಿ.ವಿ ಅಳವಡಿಸುವ ಬಗ್ಗೆ.,Basavanagudi Assembly constituency is about installing CC TV in order to take the public interest.,30.0
41,2015-16,2,ಹನುಮಂತನಗರ ಬಡಾವಣೆಯ ಬೃಂದಾವನ ನಗರದ ಬಸ್ ನಿಲ್ದಾಣದ ಸಮೀಪದಲ್ಲಿ ವ್ಯಾಯಾಮ ಶಾಲೆಯ ಕಟ್ಟಡಕ್ಕೆ ಅನುದಾನ ಬಿಡುಗಡೆ,"Release of Grants to the Exercise School Building near the Bus Station of Brindavan, Hanumanthanagar Layout",8.0
42,2015-16,3,ಬಸವನಗುಡಿ ವಾ.ನಂ.154 ವ್ಯಾಪ್ತಿಯಲ್ಲಿರುವ ತ್ಯಾಗರಾಜನಗರದ ನೇತಾಜಿ ರಸ್ತೆಯಲ್ಲಿರುವ ಶ್ರೀ ಗುರುರಾಜ ಪೇರಂಟ್ಸ್ ಅಂಡ್ ಟೀಚರ್ಸ್ ಅಸೋಸಿಯೇಷನ್ (ರಿ) ಸಂಸ್ಥೇಯವರು ಶಾಲೆಯ ಹೆಚ್ಚುವರಿ ಕೊಠಡಿಗಳ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,"The Sri Gururaja Parents and Teachers Association (R) Organization, located at Netaji Road, Thyagarajan in Basavanagudi W.154, is the construction of additional rooms for the school.",10.0
43,2015-16,4,"ಹನುಮಂತನಗರ ವಾರ್ಡ್ ನಂ.155ರ ಶ್ರೀ ಗವಿಗಂಗಾಧರೇಶ್ವರ ಸ್ವಾಮಿ ದೇವಸ್ಥಾನದ ಪಕ್ಕದಲ್ಲಿರುವ ಗುಟ್ಟಳ್ಳಿ ಸರ್ಕಾರಿ ಪ್ರಾಥಮಿಕ ಶಾಲೆಗೆ ಪಿಠೋಪಕರಣಗಳು, ಕಂಪ್ಯೂಟರ್, ಕ್ಯಾಮರಾ, ಪ್ರೊಜೆಕ್ಟರ್, ಪ್ರೊಜೆಕ್ಟರ್ ಸ್ಕ್ರೀನ್, ಸ್ಮಾರ್ಟ್ ಬೋರ್ಡ್ ಇತ್ಯಾದಿಗಳನ್ನು ಖರೀದಿಸಲು.","To buy furniture, computer, camera, projector, projector screen, smart board etc. to Guttali Government Primary School, adjacent to the Sri Gavi Ganga Dareshwara Swamy Temple, Hanumanthanagar Ward No.155.",12.0
44,2015-16,5,"ಶ್ರೀ ರಾಮಾಂಜನೇಯ ರಸ್ತೆ, 10ನೇ ಮುಖ್ಯ ರಸ್ತೆ, ಶ್ರೀನಗರ ಬೆಂಗಳೂರು-50 ಶ್ರೀ ಆಚಿಜನೇಯ ಸ್ವಾಮಿ ದೇವಸ್ಥಾನ ಟ್ರಸ್ಟ್ (ರಿ) ಸಮುದಾಯ ಭವನ ಕಟ್ಟಡ ಅನುದಾನ ನಿರ್ಮಾಣಕ್ಕಾಗಿ","Shri Ramanjaneya Road, 10th Main Road, Srinagar Bangalore -50 Sri Achizeneya Swami Temple Trust (R) Community Bhavan Building",8.0
45,2015-16,6,"ಬಸವನಗುಡಿ ವಾರ್ಡ್ ನಂ.162, ಗಿರಿನಗರದ, ಸ್ವಾಮಿ ವಿವೇಕಾನಂದ ಪಾರ್ಕ್, ಗಿರಿನಗರ 1ನೇ ಹಂತ ಇಲ್ಲಿ ಇರುವ ಉದ್ಯಾನವನದಲ್ಲಿ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ.","Basavanagudi Ward No.162, Girinagar, Swami Vivekananda Park, Girinagar 1st Stage Development Project at the park.",2.0
46,2015-16,7,ಬೆಂಗಳೂರುರಿನ ಗಿರಿನಗರದಲ್ಲಿರುವ ಶ್ರೀ ಶಕ್ತಿಗಣಪತಿ ಸೇವಾ  ಮಂಡಳಿ ಟ್ರಸ್ಟ್ (ರಿ) ದೇವಸ್ಥಾನದ ಪಕ್ಕದಲ್ಲಿ ಸಮುದಾಯಭವನ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ,"Community Building construction beside Sri Shaktiagapati Seva Board Trust (R) Temple in Girinagar, Bangalore",15.0
