Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
43,2013-14,45.0,ಶಿವನಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿ ರಸ್ತೆ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ.,Road development work at Sivanahalli village.,5.0
44,2013-14,46.0,"ಕು}} ರಕ್ಷಿತಾ ಮೇಘ ಬಿನ್ ಲೇಟ್ ಮಾಚಯ್ಯ, ನಂ.273, ಸ್ವಾತಿ ನಿಲಯ, 1ನೇ ಬ್ಲಾಕ್, 9ನೇ ಕ್ರಾಸ್, ವಿಶ್ವಪ್ರಿಯನಗರ, ಬೇಗೂರು ರಸ್ತೆ, ಬೆಂಗಳೂರು-68 ರವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Ku}} for a three-wheeler purchase for Rakshita Cloud Bin Late MacAsia, No.273, Swati Nilaya, 1st Block, 9th Cross, Vishwavinagar Nagar, Begur Road, Bangalore -68.",0.81
45,2013-14,47.0,"ಡಿ.ಎಂ.ಮುತ್ತುರಾಜು ಬಿನ್ ಮುನಿಹುಚ್ಚಯ್ಯ, ನಂ.456/ಎ, ವಸಂತಪುರ, ಸುಬ್ರಮಣ್ಯಪುರ ಅಂಚೆ, ಬೆಂಗಳೂರು-61 ರವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","DM Muthuraju Bin Muniachayya, No.456 / A, Vasantpur, Subramaniapura Post, Bangalore -61 for Triplicate Vehicle Purchase.",0.71
46,2014-15,1.0,ಬಿಬಿಎಂಪಿ ವಾರ್ಡ್-186 ವ್ಯಾಪ್ತಿಯ ಉತ್ತರಹಳ್ಳಿಯಲ್ಲಿ ಸಮುದಾಯ ಭವನ ನಿರ್ಮಾಣ.,BBMP ward-186 builds community hall in Uttarahalli.,20.0
47,2014-15,2.0,ಬಿಬಿಎಂಪಿ ವಾರ್ಡ್ ನಂ-195 ವ್ಯಾಪ್ತಿಯ ಆರ್.ಬಿ.ಐ ಬಡಾವಣೆಯ ಬಿಬಿಎಂಪಿ ಕಟ್ಟಡದಲ್ಲಿ ಸಾರ್ವಜನಿಕ ಗ್ರಂಥಾಲಯ ನಿರ್ಮಾಣ.,BBMP to build public libraries in BBMP building of RB Layout,7.0
48,2014-15,3.0,ಬಿಬಿಎಂಪಿ ವಾರ್ಡ್-192 ವ್ಯಾಪ್ತಿಯ ಬೇಗೂರು ಸರ್ಕಾರಿ ಶಾಲೆಯಲ್ಲಿ ಗ್ರಂಥಾಲಯ ನಿರ್ಮಾಣ.,"BBMP Wards - 192 Library Building at Government School, Begur.",5.0
49,2014-15,4.0,ಬಿಬಿಎಂಪಿ ವಾರ್ಡ್ ನಂ-196 ವ್ಯಾಪ್ತಿಯ ಕೋಣಕುಂಟೆ ಉದ್ಯಾನವನ ಅಭಿವೃದ್ಧಿ.,Development of the Chanakunte Park of BBMP Ward No. 196.,5.0
50,2014-15,5.0,ಬಿಬಿಎಂಪಿ ವಾರ್ಡ್ ನಂ-192 ವ್ಯಾಪ್ತಿಯ ಕ್ಲಾಸಿಕ್ ಲೇಔಟ್‍ನಲ್ಲಿ ಉದ್ಯಾನವನ ಅಭಿವೃದ್ಧಿ.,Park Development in the Classic Layout of BBMP Ward No.192 Scope.,2.5
51,2014-15,6.0,ಬಿಬಿಎಂಪಿ ವಾರ್ಡ್-194 ವ್ಯಾಪ್ತಿಯ ರಾಯಲ್ ಲೀಕ್ ಫ್ರೆಂಚ್ ಬಡಾವಣೆಯಲ್ಲಿ ಉದ್ಯಾನವನ ಅಭಿವೃದ್ಧಿ.,Park Development in the Royal Leak French Layout of BBMP Ward-194.,2.5
52,2014-15,7.0,ಕನಕಪುರ ರಸ್ತೆ ಗುಬ್ಬಲಾಳ ಗೇಟ್‍ನಲ್ಲಿ ಬಸ್ ಶೆಲ್ಟರ್ ನಿರ್ಮಾಣ,Construction of bus shelters at Kanakapura Road Gibbala Gate,3.0
53,2014-15,8.0,ಕನಕಪುರ ರಸ್ತೆ ಕೋಣನಕುಂಟೆ ಕ್ರಾಸ್‍ನಲ್ಲಿ ಬಸ್ ಶೆಲ್ಟರ್ ನಿರ್ಮಾಣ (ನಗರದ ಕಡೆಗೆ),Construction of a bus shelter at Kanakapura Road at Konanankunde Cross (towards the city),3.0
54,2014-15,9.0,"ಸುಬ್ರಮಣ್ಯಪುರ ರಸ್ತೆ, ಉತ್ತರಹಳ್ಳಿಯಲ್ಲಿ ಬಸ್ ಶೆಲ್ಟರ್ ನಿರ್ಮಾಣ (ನಗರದ ಕಡೆಗೆ)","Construction of Bus Shelter at Subramanipuram Road, Northhalli (towards the city)",3.0
55,2014-15,10.0,"ದೊಡ್ಡತೋಗೂರು ಗ್ರ್ರಾ.ಪಂ, ದೊಡ್ಡತೋಗೂರು ಗ್ರಾಮದ ನರಸಿಂಹಸ್ವಾಮಿ ದೇವಸ್ಥಾನದಿಂದ ಹರತಾನಕೆರೆ ಲಿಂಠಿï ರಸ್ತೆ, ಕಾಂಕ್ರೀಟ್ ರಸ್ತೆ ಅಭಿವೃದ್ಧಿ ಹಂತ-1.","Harganakere Linti road, concrete road development stage from Narasimhaswamy temple at Balthoguru GraraPamp, Balthoguru village.",4.95
56,2014-15,11.0,"ದೊಡ್ಡತೋಗೂರು ಗ್ರ್ರಾ.ಪಂ, ದೊಡ್ಡತೋಗೂರು ಗ್ರಾಮದ ನರಸಿಂಹಸ್ವಾಮಿ ದೇವಸ್ಥಾನದಿಂದ ಹರತಾನಕೆರೆ ಲಿಂಠಿï ರಸ್ತೆ, ಕಾಂಕ್ರೀಟ್ ರಸ್ತೆ ಅಭಿವೃದ್ಧಿ ಹಂತ-2.","Hartanakere Linti road, concrete road development phase 2 from Narasimhaswamy temple in Balthoguru Grara Pamp, Balthoguru village.",4.95
57,2014-15,12.0,ರಾಗಿಹಳ್ಳಿ ಗ್ರಾ.ಪಂ ವ್ಯಾಪ್ತಿಯ ರಾಗಿಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿ ಕಾಂಕ್ರೀಟ್ ರಸ್ತೆ ಮತ್ತು ಚರಂಡಿ ನಿರ್ಮಾಣ ಹಂತ-1.ಬದಲಿ ಕಾಮಗಾರಿ:-ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಕಲ್ಲುಬಾಳು ಗ್ರಾಮ ಪಂಚಾಯಿತಿ ವ್ಯಾಪ್ತಿಯ ಪೂಜಗನಪಾಳ್ಯದಿಂದ ಶ್ರೀ ಚಂದ್ರಮ್ಔಳೇಶ್ವರ ದೇವಸ್ಥಾನದವರೆಗಿನ ರಸ್ತೆ ಅಭಿವ್ಋದ್ಧಿ ಕಾಮಗಾರಿ ಹಂತ-1.,Concrete road and sewage construction stage at Raghialli village of Ragihalli Gram Panchayat level.Replacement Work: -Road Development up to Sri Chandramouleswara Temple from Poojaganpalya at Kallaballu Gram Panchayat Range of Bangalore South Assembly Stage -1. ,5.0
58,2014-15,13.0,ರಾಗಿಹಳ್ಳಿ ಗ್ರಾ.ಪಂ ವ್ಯಾಪ್ತಿಯ ರಾಗಿಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿ ಕಾಂಕ್ರೀಟ್ ರಸ್ತೆ ಮತ್ತು ಚರಂಡಿ ನಿರ್ಮಾಣ ಹಂತ-2ಬದಲಿ ಕಾಮಗಾರಿ:-ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಕಲ್ಲುಬಾಳು ಗ್ರಾಮ ಪಂಚಾಯಿತಿ ವ್ಯಾಪ್ತಿಯ ಪೂಜಗನಪಾಳ್ಯದಿಂದ ಶ್ರೀ ಚಂದ್ರಮ್ಔಳೇಶ್ವರ ದೇವಸ್ಥಾನದವರೆಗಿನ ರಸ್ತೆ ಅಭಿವ್ಋದ್ಧಿ ಕಾಮಗಾರಿ ಹಂತ-2.,Concrete road and drainage construction phase at Ragihalli village of Ragihalli Gram PanchayatReplacement Work: -Road development up to Sri Chandramouleswara Temple from Poojaganpalya in Kallaballu Gram Panchayat range of Bangalore South Assembly constituency. ,5.0
59,2014-15,14.0,ಹಾರಗದ್ದೆ ಗ್ರಾ.ಪಂ ವ್ಯಾಪ್ತಿಯ ಕಾಡುಜಕ್ಕನಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿ ಕಾಂಕ್ರೀಟ್ ರಸ್ತೆ ಅಭಿವೃದ್ಧಿ.,Concrete road development at Kadujakanahalli village of Horagadde Gram Panchayat.,5.0
60,2014-15,15.0,ಮಂಟಪ ಗ್ರಾ.ಪಂ ವ್ಯಾಪ್ತಿಯ ಹುಲ್ಲಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿ ಕಾಂಕ್ರೀಟ್ ರಸ್ತೆ ಅಭಿವೃದ್ಧಿ.,Concrete road development in Hullahalli village of Mandappa Grama Panchayat.,5.0
61,2014-15,16.0,ಮಂಟಪ ಗ್ರಾ.ಪಂ ವ್ಯಾಪ್ತಿಯ ಬೇಗಿಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿ ಕಾಂಕ್ರೀಟ್ ರಸ್ತೆ ಅಭಿವೃದ್ಧಿ.,Concrete road development at Begihalli village of Mandappa Grama Panchayat.,5.0
62,2014-15,17.0,ಬಿಬಿಎಂಪಿ ವಾರ್ಡ್-192 ವ್ಯಾಪ್ತಿಯ ಬೇಗೂರು ಗ್ರ್ರಾಮದ ಚಾಮುಂಡೇಶ್ವರಿ ಬಡಾವಣೆಯ 11ನೇ ಮುಖ್ಯರಸ್ತೆಯಲ್ಲಿರುವ ಅಡ್ಡರಸ್ತೆಯಲ್ಲಿ ರಸ್ತೆ ಡಾಂಬರೀಕರಣ ಹಂತ-1.,"Road Docking Stage 1 at Crossroads, 11th Main Road, Chamundeshwari Layout, Berhur, Bergur, BGMP Ward - 192.",2.5
63,2014-15,,"ಬದಲಿ ಕಾಮಗಾರಿಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ಬೇಗೂರು ವಾರ್ಡ್-192 ವ್ಯಾಪ್ತಿಯ ಬೇಗೂರು ಗ್ರಾಮದ ಕೊರಮರ ಬೀದಿ ಶ್ರೀ ಬಗ್ಗಲಿ ಗೋವಿಂದಪ್ಪನವರ ಮನೆಯಿಂದ ಗಂಗಾ ಪರಮೇಶ್ವರಿ ದೇವಸ್ಥಾನದವರೆಗೆ ಸಿಮೆಂಟ್ ಕಾಂಕ್ರೀಟ್ ರಸ್ತೆ ಅಭಿವೃದ್ಧಿ ಕಾಮಗರಿ.","Replacement workCement concrete road development work from Ganga Parameshwari Temple to the temple of Shri Bagali Govindappa from Koramar Street, Beguru Village, Beguru Ward-192, the Great Bangalore Metropolitan Building. ",
64,2014-15,18.0,ಬಿಬಿಎಂಪಿ ವಾರ್ಡ್-192 ವ್ಯಾಪ್ತಿಯ ಬೇಗೂರು ಗ್ರ್ರಾಮದ ಚಾಮುಂಡೇಶ್ವರಿ ಬಡಾವಣೆಯ 11ನೇ ಮುಖ್ಯರಸ್ತೆಯಲ್ಲಿರುವ ಅಡ್ಡರಸ್ತೆಯಲ್ಲಿ ರಸ್ತೆ ಡಾಂಬರೀಕರಣ ಹಂತ-2.,"Road Docking Stage 2 at Crossroads, 11th Main Road, Chamundeshwari Layout, Berhur, Beguru, BBMP Ward - 192.",2.5
65,2014-15,,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ಬೇಗೂರು ವಾರ್ಡ್-192 ವ್ಯಾಪ್ತಿಯ ಬೇಗೂರು ಗ್ರಾಮದ ಕೊರಮರ ಬೀದಿ ಗಂಗಾ ಪರಮೇಶ್ವರಿ ದೇವಸ್ಥಾನದಿಂದ ಮುತ್ತಯ್ಯನವರ ಮನೆಯವರೆಗೆ ಸಿಮೆಂಟ್ ಕಾಂಕ್ರೀಟ್ ರಸ್ತೆ ಅಭಿವೃದ್ಧಿ ಕಾಮಗರಿ.","Cement concrete road development works from the Ganga Parameshwari Temple to Muthayya's house at Koramara Street in Beguru village of Beguru Ward-192, a huge Bangalore metropolitan corporation.",
66,2014-15,19.0,ಬಿಬಿಎಂಪಿ ವಾರ್ಡ್-192 ವ್ಯಾಪ್ತಿಯ ಬೇಗೂರು ಗ್ರ್ರಾಮದ ಚಾಮುಂಡೇಶ್ವರಿ ಬಡಾವಣೆಯ 11ನೇ ಮುಖ್ಯರಸ್ತೆಯಲ್ಲಿರುವ ಅಡ್ಡರಸ್ತೆಯಲ್ಲಿ ರಸ್ತೆ ಡಾಂಬರೀಕರಣ ಹಂತ-3.,"Road Docking Stage at Crossroads on 11th Main Road, Chamundeshwari Layout, Berhur, Berguru, BBMP Ward - 192.",2.5
