Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
11,2013-14,11,Construction of 2 culvert with RCC Covering slab at 1st main road 4th Main Junction  Gurappanapalya ward No.171 Jayanagar Assembly,Construction of 2 culvert with RCC Covering slab at 1st main road 4th Main Junction  Gurappanapalya ward No.171 Jayanagar Assembly,1.9
12,2013-14,12,Construction of RCC drain drain with RCC Covering slab at 1st main from shababul-E-Islam masjid to 4th main junction (stage-1),Construction of RCC drain drain with RCC Covering slab at 1st main from shababul-E-Islam masjid to 4th main junction (stage-1),2.5
13,2013-14,13,Construction of RCC drain drain with RCC Covering slab at 1st main from shababul-E-Islam masjid to 4th main junction (stage-2),Construction of RCC drain drain with RCC Covering slab at 1st main from shababul-E-Islam masjid to 4th main junction (stage-2),2.5
14,2013-14,14,Construction of RCC drain drain with RCC Covering slab at 1st main from shababul-E-Islam masjid to 4th main junction (stage-3),Construction of RCC drain drain with RCC Covering slab at 1st main from shababul-E-Islam masjid to 4th main junction (stage-3),2.5
15,2013-14,15,ಜಯನಗರ 4ನೇ 'ಟಿ' ಬ್ಲಾಕಿನಲ್ಲಿ ಎನ್.ಎ.ಎಲ್ ಬಡಾವಣೆಯಲ್ಲಿ ಕಾಶ್ಮೀರಿ ಹಿಂದೂ ಕಲ್ಚರಲ್ ಟ್ರಸ್ಟ್ (ರಿ) ನಿರ್ಮಿಸುತ್ತಿರುವ ಕಾಶ್ಮೀರಿ ಭವನದ ಫ್ಲೋರಿಂಗ್ ಅಲ್ಯೂಮಿನಿಯಂ ಬಾಗಿಲು ಹಾಗೂ ಪೇಂಟಿಂಗ್ ನಿರ್ಮಾಣದ ಕಾಮಗಾರಿ,"Flooring aluminum door and painting construction of Kashmiri Bhawan, constructed by Kashmiri Hindu Cultural Trust (R) at the NAL Layout in Jayanagar 4th 'T' Block",15.0
16,2013-14,16,ಜಯನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತಕ್ಕೆ ಆಧುನಿಕ ಡಸ್ಟ್‍ಬಿನ್ ಅವಶ್ಯಕತೆ ಇರುವುದರಿಂದ ಡಸ್ಟ್‍ಬಿನ್ ಗಾಗಿ,For Dustbin as the Jayanagar Assembly constituency requires a modern Dustbin,5.0
17,2013-14,17,"Providing cement road 4th main, 1st cross, timber road Gurappanapalya ward No.171 Jayanagara Assembly Constituency","Providing cement road 4th main, 1st cross, timber road Gurappanapalya ward No.171 Jayanagara Assembly Constituency",1.8
18,2013-14,18,"Providing Cement Concrete Road 4th main 2nd Cross, Timber Road, Gurappanapalya ward No.171, Jayanagara Assembly Constituency","Providing Cement Concrete Road 4th main 2nd Cross, Timber Road, Gurappanapalya ward No.171, Jayanagara Assembly Constituency",1.55
19,2013-14,19,"Providing Cement Concrete Road 4th Main, 3rd Cross, Timber Road, Gurappanapalya ward No.171, Jayanagara Assembly Constituency","Providing Cement Concrete Road 4th Main, 3rd Cross, Timber Road, Gurappanapalya ward No.171, Jayanagara Assembly Constituency",2.5
20,2013-14,20,"Providing Cement Concrete Road 4th Main, 4th Cross, Timber Road, Gurappanapalya ward No.171, Jayanagara Assembly Constituency","Providing Cement Concrete Road 4th Main, 4th Cross, Timber Road, Gurappanapalya ward No.171, Jayanagara Assembly Constituency",1.85
21,2013-14,21,"ಜಯನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ವಾರ್ಡ್ ನಂ.170ರ 26ನೇ 'ಬಿ' ಮುಖ್ಯರಸ್ತೆ 39ನೇ ಅಡ್ಡರಸ್ತೆ, ಜಯನಗರ 9ನೇ ಬ್ಲಾಕ್ ನಲ್ಲಿರುವ ಮುಟ್ಟಯ್ಯನಪಾಳ್ಯದ ಕೊಳಲಮ್ಮ ದೇವಸ್ಥಾನದ ಮುಖ್ಯ ದ್ವಾರಕ್ಕೆ ಕಾಮಾನು ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","The construction of the jungle is the main entrance of the Kulimma Temple in Muttaiyanapalya, Jayanagar 9th Block, on the 39th crossroads of 26th B 'main road Ward No. 170 of Jayanagar Assembly constituency.",6.0
22,2013-14,22,"ಜಯನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ವಾರ್ಡ್ ನಂ.170ರ 26ನೇ ಬಿ, ಮುಖ್ಯರಸ್ತೆ, 40ನೇ ಅಡ್ಡರಸ್ತೆಯಲ್ಲಿರುವ ಮುನೇಶ್ವರ ಸ್ವಾಮಿ ಮತ್ತು ಕೊಳಾಲಮ್ಮ ದೇವಾಲಯಗಳ ಮುಖ್ಯದ್ವಾರದ ಕಮಾನುಗಳ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Construction of the main entrance of the main entrance of the Munneshwara Swamy and Kulalamma temples on the 40th, 26th B, Main Road, Ward No. 170 of the Jayanagar Assembly constituency.",6.0
23,2013-14,23,"ಸರ್ಕಾರಿ ಶಾಲೆಗೆ ಪೈಂಟಿಂಗ್ ಮತ್ತು ದುರಸ್ತಿ ಮಾಡಿಸಲು,","In order to paint and repair a government school,",1.0
24,2013-14,24,ರುದ್ರಭೂಮಿಗೆ ತಡೆಗೋಡೆ ನಿರ್ಮಿಸಲು,Build a barrier to the cemetery,5.0
25,2013-14,25,ಜಯನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಸರ್ಕಾರಿ ಕಾಲೇಜು ಬಾಲಕರ ವಿದ್ಯಾರ್ಥಿ ನಿಲಯ ಮಾರೇನಹಳ್ಳಿ ಇಲ್ಲಿನ ವಿದ್ಯಾರ್ಥಿ ನಿಲಯಕ್ಕೆ ಸೋಲಾರ್ ಅಳವಡಿಸುವುದು ಬೋರ್ ವೆಲ್ ಕೊರೆದು ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವುದು ಕಟ್ಟಡದ ಪಶ್ಚಿಮ ಭಾಗದಲ್ಲಿ ಗ್ರಿಲ್ ಅಳವಡಿಸುವುದು ಹಾಗೂ ಹಾಸ್ಟಲ್ ಸುತ್ತಲೂ ಸಮತಟ್ಟುಮಾಡಿ ಕಾಂಕ್ರೀಟ್ ಹಾಕುವುದರ ಕಾಮಗಾರಿ,Government college boys' school in Jayanagar Assembly constituency Marenaahalli Installing solar for student residence Borewell drawing and pipeline implementation Grill on the west side of the building and plastering around the hostel Concrete work,10.0
26,2013-14,26,"Construction of Police Chowki at 9th A Main Road, Gurappanapalya Ward No.171 Jayanagar Assembly Constituency Bangalore","Construction of Police Chowki at 9th A Main Road, Gurappanapalya Ward No.171 Jayanagar Assembly Constituency Bangalore",3.5
27,2013-14,27,"Construction of Compound Wall to BBMP park at 7th Main , 1st Cross, BTM 1st Stage   Providing Cement Concrete at 9th A main, 2nd cross (Right side) Stage-1 new Guruppanapalya, ward No.171, Jayanagara Assembly Constituency.","Construction of Compound Wall to BBMP park at 7th Main , 1st Cross, BTM 1st Stage   Providing Cement Concrete at 9th A main, 2nd cross (Right side) Stage-1 new Guruppanapalya, ward No.171, Jayanagara Assembly Constituency.",2.0
28,2013-14,28,"Providing Cement Concrete at 9th A main, 2nd cross (Right side) Stage-2 new Guruppanapalya, ward No.171, Jayanagara Assembly Constituency.","Providing Cement Concrete at 9th A main, 2nd cross (Right side) Stage-2 new Guruppanapalya, ward No.171, Jayanagara Assembly Constituency.",2.0
29,2013-14,29,"Providing Cement Concrete at 9th A main, 2nd cross new Guruppanapalya, ward No.171, Jayanagara Assembly Constituency.","Providing Cement Concrete at 9th A main, 2nd cross new Guruppanapalya, ward No.171, Jayanagara Assembly Constituency.",2.0
30,2013-14,30,"Providing Cement Concrete Road 5th Cross, Mukkaram Masjid Road, Gurappanapalya ward No.171, Jayanagara (From Hakkim House to Baitus shama Building)","Providing Cement Concrete Road 5th Cross, Mukkaram Masjid Road, Gurappanapalya ward No.171, Jayanagara (From Hakkim House to Baitus shama Building)",2.5
31,2013-14,31,"Providing Cement Concrete Road 5th Cross, Mukkaram Masjid Road, Gurappanapalya ward No.171, Jayanagara (From Rahat Manzil  to Syed House)","Providing Cement Concrete Road 5th Cross, Mukkaram Masjid Road, Gurappanapalya ward No.171, Jayanagara (From Rahat Manzil  to Syed House)",2.5
32,2013-14,32,"Providing Cement Concrete Road 5th Cross, Mukkaram Masjid Road, Gurappanapalya ward No.171, Jayanagara (From Mukkaram Masjid   to A.R.Building)","Providing Cement Concrete Road 5th Cross, Mukkaram Masjid Road, Gurappanapalya ward No.171, Jayanagara (From Mukkaram Masjid   to A.R.Building)",2.0
33,2013-14,33,"Providing Cement Concrete Road 9th Main Road, 3rd Cross, Gurappanapalya ward No.171, Jayanagara Assembly Constituency Bangalore","Providing Cement Concrete Road 9th Main Road, 3rd Cross, Gurappanapalya ward No.171, Jayanagara Assembly Constituency Bangalore",1.85
34,2013-14,34,Providing Cement Concrete Road at Abbayyappa Garden near Abubakkar Masjid ward No.171 Jayanagar Assembly Constituency Bangalore (From Taj Ahmed House to Habeeb House),Providing Cement Concrete Road at Abbayyappa Garden near Abubakkar Masjid ward No.171 Jayanagar Assembly Constituency Bangalore (From Taj Ahmed House to Habeeb House),1.1
35,2013-14,35,Providing Cement Concrete Road at Abbayyappa Garden near Abubakkar Masjid ward No.171 Jayanagar Assembly Constituency Bangalore (From Ashok Compound  to Habeeb House),Providing Cement Concrete Road at Abbayyappa Garden near Abubakkar Masjid ward No.171 Jayanagar Assembly Constituency Bangalore (From Ashok Compound  to Habeeb House),2.1
36,2013-14,36,Providing Cement Concrete Road at Abbayyappa Garden near Abubakkar Masjid ward No.171 Jayanagar Assembly Constituency Bangalore (From Hbeebukkar House to Abubakkar Masjid),Providing Cement Concrete Road at Abbayyappa Garden near Abubakkar Masjid ward No.171 Jayanagar Assembly Constituency Bangalore (From Hbeebukkar House to Abubakkar Masjid),2.1
37,2013-14,37,"ಸಾರಕ್ಕಿ ವಾರ್ಡ್ ನಂ.178 ರಲ್ಲಿ ಇರುವ ಶ್ರೀ ಶಿವಲಿಂಗೇಶ್ವರ ದೇವಾಲಯದ ಪಕ್ಕದಲ್ಲಿರುವ 9ನೇ ಅಡ್ಡರಸ್ತೆ, ಎಸ್.ಬಿ.ಐ ಕಾಲೋನಿ ಹತ್ತಿರ, ಜೆ.ಪಿ.ನಗರ 1ನೇ ಹಂತ ಇಲ್ಲಿ ಸಮುದಾಯ ಭವನ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","The 9th crossroads adjacent to the Sri Shivalingeswara Temple in Sarakki Ward No.178, near the SBI Colony, JP Nagar 1st Stage Community Building Building.",10.0
38,2013-14,38,"ಭೈರಸಂದ್ರ ವಾರ್ಡ್ ನಂ.169 ರಲ್ಲಿನ ಶ್ರೀ ಲಕ್ಷ್ಮಿವೆಂಕಟೇಶ್ವರ ಸ್ವಾಮಿ ದೇವಾಲಯದ ಹತ್ತಿರ ನಂ.12, 14ನೇ ಮುಖ್ಯರಸ್ತೆ, 3ನೇ ಬಡಾವಣೆ ಜಯನಗರ ಪೂರ್ವ ಇಲ್ಲಿ ಸಮುದಾಯ ಭವನ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","No. 12, 14th Main Road near Sri Lakshmi Venkateswara Swamy Temple in Bhairasandra Ward No.169, 3rd Layout, Jayanagar East, Community Buildings Complex.",15.0
39,2013-14,39,"ಪಟ್ಟಾಭಿರಾಮನಗರ ವಾರ್ಡ್ ನಂ.168 ರಲ್ಲಿನ 11ನೇ ಮುಖ್ಯರಸ್ತೆ, ಜಯನಗರ 5ನೇ ಬಡಾವಣೆಯಲ್ಲಿರುವ ಪಾಲಿಕೆಯ ಇ-ಗಂಥ್ರಾಲಯ ಕಟ್ಟಡಕ್ಕೆ Acoustic treatment & providing Sound reinforcement facilities ಕಾಮಗಾರಿ.","11th Main Road, Pattambiriramanagar Ward No.168, Acoustic treatment & providing Sound reinforcement facilities for the e-library building in Jayanagar 5th floor area.",16.0
40,2013-14,40,ಸಾರಕ್ಕಿ ವಾರ್ಡ್ ನಂ.178 ರಲ್ಲಿ ಇರುವ ಸರ್ಕಾರಿ ಪ್ರೌಢಶಾಲೆ ಕಟ್ಟಡದ ದುರಸ್ತಿ ಮತ್ತು ಬಣ್ಣ ಬಳಿಯುವ ಕಾಮಗಾರಿ.,Construction and painting of Government High School Building in Sarakki Ward No.178.,5.0
41,2013-14,41,"ಜೆ.ಪಿ.ನಗರ ವಾರ್ಡ್ 177 ರಲ್ಲಿರುವ ಮಹಾತ್ಮ ಸಂಸ್ಥೆ 9ನೇ ಅಡ್ಡರಸ್ತೆ, ಜೆ.ಪಿ.ನಗರ, 3ನೇ ಬಡಾವಣೆಯಲ್ಲಿ ನಡೆಸುತ್ತಿರುವ ಶಾಲೆಯ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","Mahatma Institute, JP Nagar Ward 177, 9th Cross Road, JP Nagar, 3rd Floor, Building Building Construction.",10.0
42,2013-14,42,ಬೈರಸಂದ್ರ ವಾರ್ಡ್ ನಂ.169 ರಲ್ಲಿನ ಎಲ್.ಐ.ಸಿ ಕಾಲೋನಿಯಲ್ಲಿ ಸಮುದಾಯ ಭವನ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,"Community Building Construction at LIC Colony, Byrrasandra Ward No.169.",7.0
43,2014-15,1,"Construction of the Watchmen shed and Toilet in BBMP Park at 2nd main, 15rh cross, Nandanavana park and Mini Forest ""C"" park at 2nd main, J.P.Nagara, 3rd Phase.","Construction of the Watchmen shed and Toilet in BBMP Park at 2nd main, 15rh cross, Nandanavana park and Mini Forest ""C"" park at 2nd main, J.P.Nagara, 3rd Phase.",16.0
44,2014-15,2,"ಜಯನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರ, ಜಯನಗರ ಪೂರ್ವ ವಾರ್ಡ್ ನಂ.170 ಶ್ರೀ ದೇವರಾಜು ಅರಸು ಕಾಲೋನಿ ಹತ್ತಿರದ ಪುಟ್ಟಯ್ಯನ ಪಾಳ್ಯದ ಸ್ಮಶಾನದ ಪಶ್ಚಿಮ ಭಾಗಕ್ಕೆ ತಡೆ ಗೋಡೆ, ಮಣ್ಣು ಎತ್ತುವಿಕೆ, ಪಶ್ಚಿಮ ಮತ್ತು ದಕ್ಷಿಣ (ಉತ್ತರ) ಭಾಗದಲ್ಲಿ ಗ್ರಿಲ್ ಅಳವಡಿಸುವುದರ ಕಾಮಗಾರಿ.","Jayanagar Municipal Council, Jayanagar East Ward Ward No.170 Sri Devaraju Aurasu Colony is located on the western side of the Puttayya Palya cemetery to construct barriers in the wall, soil lift, west and south (north) part of the grill.",5.0
45,2014-15,3,"Construction of Samudaya Bhavana at 17th cross, 6th phase, J.P.Nagara, (Next to Kashi Viswanath Temple)","Construction of Samudaya Bhavana at 17th cross, 6th phase, J.P.Nagara, (Next to Kashi Viswanath Temple)",15.0
46,2014-15,4,"Construction of RCC drain with Rcc covering slab with curb stone at 5th cross, Guruppanapalya, ward No.170 and ward No.171, Jayanagara Assembly Constituency from Ateeq house to M M building (Left side) Bangalore.","Construction of RCC drain with Rcc covering slab with curb stone at 5th cross, Guruppanapalya, ward No.170 and ward No.171, Jayanagara Assembly Constituency from Ateeq house to M M building (Left side) Bangalore.",2.5
47,2014-15,5,"Construction of RCC drain with Rcc covering slab with curb stone at 5th cross, Guruppanapalya, ward No.170 and ward No.171, Jayanagara Assembly Constituency from Mukarrram Mosque road to Mukkaram house (Left side) Banaglore.","Construction of RCC drain with Rcc covering slab with curb stone at 5th cross, Guruppanapalya, ward No.170 and ward No.171, Jayanagara Assembly Constituency from Mukarrram Mosque road to Mukkaram house (Left side) Banaglore.",2.5
48,2014-15,6,"Construction of RCC drain with Rcc covering slab with curb stone at 5th cross, Guruppanapalya, ward No.170 and ward No.171, Jayanagara Assembly Constituency from Mukkaram house to M.A.Sharif house (Left side) Bangalore.","Construction of RCC drain with Rcc covering slab with curb stone at 5th cross, Guruppanapalya, ward No.170 and ward No.171, Jayanagara Assembly Constituency from Mukkaram house to M.A.Sharif house (Left side) Bangalore.",2.5
49,2014-15,7,"Construction of RCC drain with Rcc covering slab with curb stone at 5th cross, Guruppanapalya, ward No.170 and ward No.171, Jayanagara Assembly Constituency from Dar-Ul-Salem to Ibrahim house (Right side) Bangalore.","Construction of RCC drain with Rcc covering slab with curb stone at 5th cross, Guruppanapalya, ward No.170 and ward No.171, Jayanagara Assembly Constituency from Dar-Ul-Salem to Ibrahim house (Right side) Bangalore.",2.5
50,2014-15,8,"Construction of RCC drain with Rcc covering slab with curb stone at 5th cross, Guruppanapalya, ward No.170 and ward No.171, Jayanagara Assembly Constituency from A.R.Mansion to Syed Moin house (Right side) Bangalore.","Construction of RCC drain with Rcc covering slab with curb stone at 5th cross, Guruppanapalya, ward No.170 and ward No.171, Jayanagara Assembly Constituency from A.R.Mansion to Syed Moin house (Right side) Bangalore.",2.5
51,2014-15,9,"Construction of RCC drain with Rcc covering slab with curb stone at 5th cross, Guruppanapalya, ward No.170 and ward No.171, Jayanagara Assembly Constituency from Syed Moin house to Himhans Centre for well being (Right side) Bangalore.","Construction of RCC drain with Rcc covering slab with curb stone at 5th cross, Guruppanapalya, ward No.170 and ward No.171, Jayanagara Assembly Constituency from Syed Moin house to Himhans Centre for well being (Right side) Bangalore.",2.5
52,2014-15,10,"Construction of 3 culverts with RCC covering stone at 5th cross, Guruppanapalya, ward No.170 and ward No.171, Jayanagara Assembly Constituency, Bangalore.","Construction of 3 culverts with RCC covering stone at 5th cross, Guruppanapalya, ward No.170 and ward No.171, Jayanagara Assembly Constituency, Bangalore.",2.45
53,2014-15,11,"Providing Asphalting road at 5th cross Guruppanapalya, Jayanagara Assembly Constituency, Banaglore. Stage-1.","Providing Asphalting road at 5th cross Guruppanapalya, Jayanagara Assembly Constituency, Banaglore. Stage-1.",2.15
54,2014-15,12,"Providing Asphalting road at 5th cross Guruppanapalya, Jayanagara Assembly Constituency, Banaglore. Stage-2.","Providing Asphalting road at 5th cross Guruppanapalya, Jayanagara Assembly Constituency, Banaglore. Stage-2.",2.15
55,2014-15,13,"Construction of additional work to police chowki at 9th 'A' main, near Avalamma temple, ward No.171, Jayanagara Assembly Constituency.","Construction of additional work to police chowki at 9th 'A' main, near Avalamma temple, ward No.171, Jayanagara Assembly Constituency.",2.25
56,2014-15,14,"ರಾಗಿಗುಡ್ಡದ ಶ್ರೀ ಪ್ರಸನ್ನ ಆಂಜನೇಯ ಸ್ವಾಮಿ ಚಾರಿಟಿಬಲ್ ಟ್ರಸ್ಟ್, 9ನೇ ಬ್ಲಾಕ್, ಜಯನಗರ, ಬೆಂಗಳೂರು-69 ಇಲ್ಲಿ ಘನತ್ಯಾಜ್ಯವನ್ನು ಸಾವಯವ ಗೊಬ್ಬರವನ್ನಾಗಿ ಪರಿವರ್ತಿಸುವ ಪರಿವರ್ತಕ ಘಟಕವನ್ನು ಸ್ಥಾಪಿಸಲು ಬೇಕಾಗುವ ಯಂತ್ರೋಪಕರಣಗಳ ಖರೀದಿಗಾಗಿ.","Sri Prasanna Anjaneya Swami Charitable Trust, 9th Block, Jayanagar, Bangalore-69, Ragigudadda, for purchasing machinery for establishing a convertible component converting solid waste into organic manure.",9.0
57,2014-15,15,"ಜಯನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತÀ್ರಕ್ಕೆ ಸೇರಿರುವ ಪಟ್ಟಾಭಿರಾಮನಗರ ವಾರ್ಡ್ 168, ಮಾರೇನಹಳ್ಳಿ ಎಸ್.ಸಿ.ಹಾಸ್ಟೆಲ್ ಪೂರ್ವ ಭಾಗದ ರಸ್ತೆಗೆ (ಡಾಂಬರೀಕರಣ) ಕಾಂಕ್ರೀಟ್ ಹಾಕುವ ಕಾಮಗಾರಿ.","Pattabhiiramanagar Ward 168, Jainagar Municipal Council Building, Mareanahalli SC Hostel is the concrete construction of the Eastern Road (Umbilization) road.",4.0
58,2014-15,16,ಜಯನಗರದ 5ನೇ ಬಡಾವಣೆಯಲ್ಲಿ ವಲ್ರ್ಡ್ ರಿನೊಲ್ ಸ್ಫಿರಿಟ್ಯೂಯಲ್ ಟ್ರಸ್ಟ್ ರವರು ಮೆಡಿಟೇಷನ್ ಸೆಂಟರ್ ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿ.,The Wilderness Renault Spiritual Trust is the construction of the Meditation Center at the 5th floor of Jayanagar.,10.0
59,2014-15,17,ಬಿಸ್ಮಿಲ್ಲಾ ಎಜುಕೇಷನ್ ಟ್ರಸ್ಟ್ (ರಿ) ಇವರು ನಡೆಸುತ್ತಿರುವ ಹೆಣ್ಣು ಮಕ್ಕಳ ಪದವಿ ಪೂರ್ವ ಮತ್ತು ಪದವಿ ಕಾಲೇಜಿನಲ್ಲಿ ಇ-ಲೈಬ್ರರಿ ಸ್ಥಾಪಿಸಲು ಅಗತ್ಯವಾದ ಕಂಪ್ಯೂಟರ್ ಮತ್ತು ಇತರೆ ಸಾಮಾಗ್ರಿಗಳನ್ನು ಖರೀದಿಸಲು,Bismillah Education Trust (R) To Buy Computer and Other Materials Needed to Establish E-Library at Post Graduate and Degree College,10.0
60,2014-15,18,"ವಾರ್ಡ್‍ನಂ.171, ಮಾರುತಿ ಲೇ ಔಟ್, ಪಾರ್ಕ್‍ನಲ್ಲಿ ಹಿರಿಯ ನಾಗರಿಕರಿಗೆ ಗ್ರಂಥಾಲಯ ಮತ್ತು ಶೌಚಾಲಯವನ್ನು ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ. (ಜಯನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರ)","Wardnum .171, Maruti Lay Out, Library and toilet construction for Senior Citizens at the Park. (Jayanagar Legislative Assembly)",6.8
61,2014-15,19,ಹನುಮಂತರಾಯಪ್ಪ ಎಂಬ ಅಂಗವಿಕಲರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.,For the purchase of a three-wheeled vehicle for the disabled Hanumantharappa.,
62,2014-15,20,"ಕೇಂದ್ರೀಯ ಗ್ರಂಥಾಲಯ, ಬಿ.ಬಿ.ಎಂ.ಪಿ ಕಟ್ಟಡ ಜಯನಗರ, ಬೆಂಗಳೂರು ಇಲ್ಲಿಗೆ ಸೌರ ವಿದ್ಯುತ್ ಪವರ್ ಜನರೇಟಿಂಗ್ ಸಿಸ್ಟಂ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ.","Central Library, BBMP Building, Jayanagar, Bangalore is the setting up of the solar power generating system.",14.5
63,2014-15,21,"ಗುರಪ್ಪನಪಾಳ್ಯ ವಾರ್ಡ್‍ನಲ್ಲಿರುವ ಸೈಟ್ ನಂ.5, 1ನೇ ಮುಖ್ಯರಸ್ತೆ, 1ನೇ ಅಡ್ಡರಸ್ತೆ, ಗುಪ್ಪನನ ಪಾಳ್ಯ, ಬೆಂಗಳೂರು ಇಲ್ಲಿನ ಅಯ್ಯಪ್ಪ ದೇವಸ್ಥಾನ ಎದುರು ಸಮುದಾಯ ಭವನ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","Site No.5, 1st Main Road, 1st Cross, Guppana Palya, Bangalore Building at Ayyappa Temple at Guruppanapalya Ward.",25.0
64,2014-15,22,ಬೆಂಗಳೂರು ನಗರ ಜಯನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ಜೆ.ಪಿ.ನಗರ ಕೆ.ಎಸ್.ಆರ್.ಟಿ.ಸಿ ಲೇಔಟ್‍ನಲ್ಲಿ ಸಮುದಾಯ ಭವನ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,Community Building Construction at JPNagar KSRTC Layout in Bangalore City Jayanagar Municipal Council.,20.0
