Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
30,2013 -14,30,ಬೆಂಗಳೂರು ನಗರ ದಾಸರಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದಲ್ಲಿನ ವ್ಯಾಪ್ತಿಯ ಬಾಗಲಗುಂಟೆ ವಾರ್ಡ್ ನಂ.14 ಸೌಂದರ್ಯ ಬಡಾವಣೆ ಪಂಪು ಮೋಟಾರ್ ಪೈಪ್ ಲೈನ್ ವ್ಯವಸ್ಥೆ ಕಲ್ಪಿಸುವುದು,Bangalore City Dasarahalli Assembly Constituency Baggalagunt Ward No. 14 Beauty Layout Pump Motor Pipeline System,2.5
31,2013 -14,31,ಬೆಂಗಳೂರು ನಗರ ದಾಸರಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವಾರ್ಡ್ ನಂ.71ರ ಹೆಗ್ಗನಹಳ್ಳಿ ಮಾರುತಿನಗರ 7ನೇ ಅಡ್ಡರಸ್ತೆಯಲ್ಲಿ ಮುಖ್ಯರಸ್ತೆಯಿಂದ ಬಿ.ಎಸ್.ಶಂಕರ್ ಮನೆಯಿಂದ ಅಮುದಾ ಸುರೇಶ್ ಮನೆಯವರೆಗೆ ಎರಡೂ ಕಡೆ ಚರಂಡಿ ನಿರ್ಮಾಣ,Bangalore Urban Dasarahalli Assembly Constituency Ward No.71 Henganahalli Maruti Nagar 7th Cross Main Road From BS Shankar House to Amuda Suresh House,2.5
32,2013 -14,32,ಬೆಂಗಳೂರು ನಗರ ದಾಸರಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವಾರ್ಡ್ ನಂ.71ರ ಹೆಗ್ಗನಹಳ್ಳಿ ಮಾರುತಿನಗರ 7ನೇ ಅಡ್ಡರಸ್ತೆಯಲ್ಲಿ ಮುಖ್ಯರಸ್ತೆಯಿಂದ ಬಿ.ಎಸ್.ಶಂಕರ್ ಮನೆಯವರೆಗೆ ಎರಡೂ ಕಡೆ ಚರಂಡಿ ನಿರ್ಮಾಣ,"Bangalore Urban Dasarahalli Assembly Constituency Ward No.71, Henganahalli, Maruti Nagar 7th Cross at Main Street to BS Shankar House",2.5
33,2013 -14,33,"ಬೆಂಗಳೂರು ನಗರ ದಾಸರಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವಾರ್ಡ್ ನಂ.39ರ ಚೊಕ್ಕಸಂದ್ರ ವಿದ್ಯಾನಗರ, 1ನೇ ಕ್ರಾಸ್ ಸೌಂದರ್ಯ ಹೋಟೆಲ್ ಹಿಂಭಾಗದ ರಸ್ತೆಯ ಎಡ ಭಾಗದಲ್ಲಿ ಎರಡೂ ಭಾಗದಲ್ಲಿ ಕಾಂಕ್ರೀಟ್ ರಸ್ತೆ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Chokasandra Vidyana Nagar, 1st Cross Cross Hotel, Dasarahalli Assembly Ward Ward No. 39, 1st Cross Concrete Hotel, Left side of concrete road concrete road construction work",2.5
34,2013 -14,34,"ಬೆಂಗಳೂರು ನಗರ ದಾಸರಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವಾರ್ಡ್ ನಂ.39ರ ಚೊಕ್ಕಸಂದ್ರ ವಿದ್ಯಾನಗರ, 1ನೇ ಕ್ರಾಸ್ ಸೌಂದರ್ಯ ಹೋಟೆಲ್ ಹಿಂಭಾಗದ ರಸ್ತೆಗೆ ಕಾಂಕ್ರೀಟ್ ರಸ್ತೆ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ (ಹಂತ-1)","Chokasandra Vidyana Nagar, 1st Cross Cross Beauty Hotel, Bangalore Road, Dasarahalli Assembly Ward Ward No. 39, concrete road construction work for Phase 1 (Phase I)",2.5
35,2013 -14,35,"ಬೆಂಗಳೂರು ನಗರ ದಾಸರಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವಾರ್ಡ್ ನಂ.39ರ ಚೊಕ್ಕಸಂದ್ರ ವಿದ್ಯಾನಗರ, 1ನೇ ಕ್ರಾಸ್ ಸೌಂದರ್ಯ ಹೋಟೆಲ್ ಹಿಂಭಾಗದ ರಸ್ತೆಗೆ ಕಾಂಕ್ರೀಟ್ ರಸ್ತೆ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ (ಹಂತ-2)","Chokasandra Vidyana Nagar, 1st Cross Road, 1st Floor, Concrete Road Construction (Phase II) for Dasarahalli Assembly Ward Ward,",2.5
36,2013 -14,36,"ಬೆಂಗಳೂರು ನಗರ ದಾಸರಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವಾರ್ಡ್ ನಂ.39ರ ಚೊಕ್ಕಸಂದ್ರ ವಿದ್ಯಾನಗರ, 1ನೇ ಕ್ರಾಸ್ ಸೌಂದರ್ಯ ಹೋಟೆಲ್ ಹಿಂಭಾಗದ ರಸ್ತೆಗೆ ಕಾಂಕ್ರೀಟ್ ರಸ್ತೆ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ (ಹಂತ-3)","Chokasandra Vidyana Nagar, 1st Cross Cross Beauty Hotel, Bangalore Road Dasarahalli Assembly Ward Ward No. 39, Concrete Road Construction (Stage-3) for Back Road",2.5
37,2013 -14,37,"ಬೆಂಗಳೂರು ನಗರ ದಾಸರಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವಾರ್ಡ್ ನಂ.39ರ ಚೊಕ್ಕಸಂದ್ರ ವಿದ್ಯಾನಗರ, 1ನೇ ಕ್ರಾಸ್ ಸೌಂದರ್ಯ ಹೋಟೆಲ್ ಹಿಂಭಾಗದ ರಸ್ತೆಯ ಎಡ ಭಾಗದಲ್ಲಿ ಚರಂಡಿ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ (ಸರಪಳಿ 0.00 ರಿಂದ 38.00 ಮೀ.ವರೆಗೆ)","Chokasandra Vidyana Nagar, 1st Cross Cross Beauty Hotel, Dasarahalli Assembly Ward Ward No. 39, sewage construction work on the left side of the rear road (chain 0.00 to 38.00 m)",2.5
38,2013 -14,38,"ಬೆಂಗಳೂರು ನಗರ ದಾಸರಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವಾರ್ಡ್ ನಂ.39ರ ಚೊಕ್ಕಸಂದ್ರ ವಿದ್ಯಾನಗರ, 1ನೇ ಕ್ರಾಸ್ ಸೌಂದರ್ಯ ಹೋಟೆಲ್ ಹಿಂಭಾಗದ ರಸ್ತೆಯ ಬಲ ಭಾಗದಲ್ಲಿ ಚರಂಡಿ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ (ಸರಪಳಿ 0.00 ರಿಂದ 38.00 ಮೀ.ವರೆಗೆ)","Chokasandra Vidya Nagar, 1st Cross Cross Beauty Hotel, Dasarahalli Assembly Ward Ward No. 39, sewage construction work on the right side of the rear road (chain 0.00 to 38.00 m)",2.5
39,2013 -14,39,"ಬೆಂಗಳೂರು ನಗರ ದಾಸರಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವಾರ್ಡ್ ನಂ.39ರ ಚೊಕ್ಕಸಂದ್ರ ವಿದ್ಯಾನಗರ, 1ನೇ ಕ್ರಾಸ್ ಸೌಂದರ್ಯ ಹೋಟೆಲ್ ಹಿಂಭಾಗದ ರಸ್ತೆಯ ಬಲ ಭಾಗದಲ್ಲಿ ಚರಂಡಿ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ (ಸರಪಳಿ 38.00 ರಿಂದ 76.00 ಮೀ.ವರೆಗೆ)","Chokasandra Vidya Nagar, 1st Cross Cross Beauty Hotel, Dasarahalli Assembly Ward Ward No. 39, sewage construction work on the right side of the rear road (chain 38.00 to 76.00 m)",2.5
40,2013 -14,40,"ಬೆಂಗಳೂರು ನಗರ ದಾಸರಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವಾರ್ಡ್ ನಂ.39ರ ಚೊಕ್ಕಸಂದ್ರ ವಿದ್ಯಾನಗರ, 1ನೇ ಕ್ರಾಸ್ ಸೌಂದರ್ಯ ಹೋಟೆಲ್ ಹಿಂಭಾಗದ ರಸ್ತೆಯ ಎಡಭಾಗದಲ್ಲಿ ಚರಂಡಿ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ (ಸರಪಳಿ 38.00 ರಿಂದ 76.00 ಮೀ.ವರೆಗೆ)","Chokasandra Vidya Nagar, 1st Cross Cross Beauty Hotel, Dasarahalli Assembly Ward Ward No. 39, sewage construction work on the left side of the rear road (chain 38.00 to 76.00 m)",2.5
