Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
11,2014 -15,1,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.5ರ ಜಕ್ಕೂರು ವ್ಯಾಪ್ತಿಯ ಅಗ್ರಹಾರ ಟೆಲಿಕಾಂ ಬಡಾವಣೆಯಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Construction of bus shelter at Agrahara Telecom Layout, Jakkur Junction, Bulk Bangalore Metropolitan Corporation",3.9
12,2014 -15,2,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.5ರ ಜಕ್ಕೂರು ವ್ಯಾಪ್ತಿಯ ಅಗ್ರಹಾರ  ಬಡಾವಣೆಯಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Construction of bus shelter at Agrahara Layout, Jakkur junction of Greater Bangalore Metropolitan Corporation, Ward No.5",3.9
13,2014 -15,3,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.5ರ ಜಕ್ಕೂರು ವ್ಯಾಪ್ತಿಯ ಕಟ್ಟಿಗೇನಹಳ್ಳಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Construction work at Kattigeanahalli bus stand at Jakkur junction with huge Bangalore Metropolitan Corporation, Ward No.5",3.9
14,2014 -15,4,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.5ರ ಜಕ್ಕೂರು ವ್ಯಾಪ್ತಿಯ ಬಾಗಲೂರು ಕ್ರಾಸ್  ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","The construction work of the Bagalkur Cross Bus Sanctuary on the Great Bangalore Metropolitan Municipal Corporation, Ward No 5, Jakkur",3.9
15,2014 -15,5,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.5ರ ಜಕ್ಕೂರು ವ್ಯಾಪ್ತಿಯ ಕೋಗಿಲು ಬಡಾವಣೆಯಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Construction of bus shelter at Jagkur junction in bulk Bangalore metropolitan area, Ward No 5",3.9
16,2014 -15,6,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.5ರ ಜಕ್ಕೂರು ಎಡಭಾಗ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Greater Bangalore Metropolitan Corporation, Ward No 5, Jakkur Left Side Bus Restoration Work",3.9
17,2014 -15,7,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.5ರ ಜಕ್ಕೂರು ವ್ಯಾಪ್ತಿಯ ಜಕ್ಕೂರು ಬಲಭಾಗ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Greater Bangalore Metropolitan Municipal Corporation, Ward No 5, Jakkur junction, right side bus stop construction work",3.9
18,2014 -15,8,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.5ರ ಜಕ್ಕೂರು ವ್ಯಾಪ್ತಿಯ ದ್ವಾರಕಾನಗರ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ",Construction of Dwarakanagar bus stand area of ​​Jakkur range of bulk Bangalore Metropolitan Corporation and Ward No.5,3.9
19,2014 -15,9,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.5ರ ಜಕ್ಕೂರು ವ್ಯಾಪ್ತಿಯ ಬಿ.ಎಸ್.ಎಫ್ ಕ್ರಾಸ್ ಬಳಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Construction of bus shelter near BSF Cross, Jakkur range of Great Bangalore metropolitan area, Ward No 5",3.9
20,2014 -15,10,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.5ರ ಜಕ್ಕೂರು ವ್ಯಾಪ್ತಿಯ ರೇವ ಕಾಲೇಜು ಜಂಕ್ಷನ್ ಬಳಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Construction of bus shelter near Rewa College Junction, Jakkur Junction, Bulk Bangalore Metropolitan Corporation, Ward No 5",3.9
21,2014 -15,11,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.6ರ ಜಕ್ಕೂರು ವ್ಯಾಪ್ತಿಯ ವಿದ್ಯಾಸಾಗರ ಬಳಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Construction of bus shelter near Vidyasagar in Jakkur district of Greater Bangalore Metropolitan Corporation, Ward No. 6",3.9
22,2014 -15,12,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.6ರ ಜಕ್ಕೂರು ವ್ಯಾಪ್ತಿಯ ಎಲಿಮೆಂಟ್ ಮಾಲ್ ಬಳಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Construction of bus shelter near Element Mall of Jakkur junction of Greater Bangalore Metropolitan Area, Ward No. 6",3.9
23,2014 -15,13,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.6ರ ಜಕ್ಕೂರು ವ್ಯಾಪ್ತಿಯ ಎಸ್.ವಿ.ಎಸ್ ಶಾಲೆ ಬಳಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Construction of bus shelter near SVS School, Jakkur junction of Greater Bangalore Metropolitan Corporation, Ward No. 6",3.9
24,2014 -15,14,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.6ರ ಜಕ್ಕೂರು ವ್ಯಾಪ್ತಿಯ ಅಶ್ವತ್ ನಗರ ಬಳಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Construction of bus shelter near Ashwat Nagar, Waknur junction, huge Bangalore metropolitan area",3.9
25,2014 -15,15,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.6ರ ಜಕ್ಕೂರು ವ್ಯಾಪ್ತಿಯ ವೀರಣ್ಣಪಾಳ್ಯ  ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","VIRANPALALA BUSINESS REGISTRATION OF WARNER BANGALORE MAINTENANCE POLICY, WARD NO. 6",3.9
26,2014 -15,16,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.6ರ ಥಣಿಸಂದ್ರ ವ್ಯಾಪ್ತಿಯ ಥಣಿಸಂದ್ರ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Thanissandra bus shelter work on Thanisindra junction of bulk Bangalore metropolitan corporation, Ward No.6",3.9
27,2014 -15,17,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.6ರ ಥಣಿಸಂದ್ರ ವ್ಯಾಪ್ತಿಯ ಶೋಭಾಸಿಟಿ ರೈಲು ನಿಲ್ದಾಣದ ಬಳಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Bus Workshop construction work near Shobhasati railway station in Thanassindra, Ward 5, Bangalore",3.9
28,2014 -15,18,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.6ರ ಥಣಿಸಂದ್ರ ವ್ಯಾಪ್ತಿಯ ಕೆ.ನಾರಾಯಣಪುರ ಕ್ರಾಸ್ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Construction of K Narayanapura Cross Bus Recreation Area of ​​Thanassindra Wards of Great Bangalore Metropolitan Corporation, Ward No.6",3.9
29,2014 -15,19,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.6ರ ಥಣಿಸಂದ್ರ ವ್ಯಾಪ್ತಿಯ ದಾಸರಹಳ್ಳಿ ಕೆಂಪೇಗೌಡ ವೃತ್ತದ ಬಳಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Construction of bus shelter near Dasarahalli Kempe Gowda Circle of Thanissanthra range of Great Bangalore Metropolitan Corporation, Ward No.6",3.9
30,2014 -15,20,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.6ರ ಥಣಿಸಂದ್ರ ವ್ಯಾಪ್ತಿಯ ದಾಸರಹಳ್ಳಿ ಬಿಬಿಎಂಪಿ ಕಛೇರಿ ಬಳಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","BBMP office building near Dasarahalli, Thanassindra area of ​​Great Bangalore metropolitan area, Ward No.6",3.9
31,2014 -15,21,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.6ರ ಥಣಿಸಂದ್ರ ವ್ಯಾಪ್ತಿಯ ಭುವನೇಶ್ವರಿ ಉದ್ಯಾನವನ ಬಳಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Construction of bus shelter near Bhubaneswari Park, Thanassindra Wards of Big Bangalore Metropolitan Corporation, Ward No.6",3.9
32,2014 -15,22,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.7ರ ಬ್ಯಾಟರಾಯನಪುರ ವ್ಯಾಪ್ತಿಯ ಯೋಗೇಶ್ ನಗರ ಬಳಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Construction of bus shelter near Yogesh Nagar, Battaramanpur, Bulk Bangalore Metropolitan Corporation, Ward No.7",3.9
33,2014 -15,23,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.7ರ ಬ್ಯಾಟರಾಯನಪುರ  ಬಳಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Construction of bus shelter near Batteryanpur, Great Bangalore Metropolitan Corporation, Ward No.7",3.9
34,2014 -15,24,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.7ರ ಬ್ಯಾಟರಾಯನಪುರ ವ್ಯಾಪ್ತಿಯ ಸಂಜೀವಿನಿನಗರ  ಬಳಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Construction of bus shelter near Sanjeevininagar on the Bangalore Metropolitan Corporation, Ward No.7 Battarayanapura",3.9
35,2014 -15,25,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.7ರ ಬ್ಯಾಟರಾಯನಪುರ ವ್ಯಾಪ್ತಿಯ ನವ್ಯನಗರ  ಬಳಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Construction of bus shelter near Navinagar, Battaramanpur, Wardha, Bangalore, Great Bangalore Metropolitan Corporation",3.9
36,2014 -15,26,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.7ರ ಬ್ಯಾಟರಾಯನಪುರ ವ್ಯಾಪ್ತಿಯ ಅಮೃತಹಳ್ಳಿ  ಬಳಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Construction of bus shelter near Amrithahalli on the Battaramanpur junction of the Great Bangalore Metropolitan Corporation, Ward No.7",3.9
37,2014 -15,27,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.7ರ ಬ್ಯಾಟರಾಯನಪುರ ವ್ಯಾಪ್ತಿಯ ಕಾಫಿಬೋರ್ಡ್ ಬಡಾವಣೆ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Greater Bangalore Metropolitan Panchayat, Ward No.7 Batteryanpur, Coffeur Layout Bus Parking Center",3.9
38,2014 -15,28,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.7ರ ಬ್ಯಾಟರಾಯನಪುರ ವ್ಯಾಪ್ತಿಯ ಯಶೋಧನಗರ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Construction of Yashodhakara bus stand area of ​​Batteryanpur junction of the Great Bangalore Metropolitan Corporation, Ward No.7",3.9
39,2014 -15,29,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.7ರ ಬ್ಯಾಟರಾಯನಪುರ ವ್ಯಾಪ್ತಿಯ ಗೋದ್ರೇಜ್ ಅಪಾರ್ಟ್ ಮೆಂಟ್ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ (ಹಂತ-1)","Construction of Godrej Apartment Bus Recreation Area (Stage-1) at Battaramanpur, Great Bangalore Metropolitan Corporation, Ward No.7",3.9
40,2014 -15,31,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.7ರ ಬ್ಯಾಟರಾಯನಪುರ ವ್ಯಾಪ್ತಿಯ ಜಕ್ಕೂರು ಪ್ಲಾಂಟೇಷನ್ ಬಳಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ ","Construction of bus shelter near Jakkur Plantation at Battaramanpur junction of Great Bangalore Metropolitan Corporation, Ward No.7",3.9
41,2014 -15,32,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.7ರ ಬ್ಯಾಟರಾಯನಪುರ ವ್ಯಾಪ್ತಿಯ ಗೋದ್ರೇಜ್ ಅಪಾರ್ಟ್ ಮೆಂಟ್  ಬಳಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ ","Construction of bus shelter near Godrej Apartment near Batteryanpur junction of Great Bangalore Metropolitan Corporation, Ward No.7",3.9
42,2014 -15,33,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.7ರ ಬ್ಯಾಟರಾಯನಪುರ ವ್ಯಾಪ್ತಿಯ ಅಮೃತಹಳ್ಳಿ 18ನೇ ಕ್ರಾಸ್ ಬಲಭಾಗ  ಬಳಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ ","The construction of bus shelter near the 18th Cross right side of Amrithahalli on the Bangalore Metropolitan Panchayat, Ward N7, Battarayanapura",3.9
43,2014 -15,34,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.7ರ ಬ್ಯಾಟರಾಯನಪುರ ವ್ಯಾಪ್ತಿಯ ಅಮೃತಹಳ್ಳಿ 18ನೇ ಕ್ರಾಸ್ ಎಡಭಾಗ  ಬಳಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ ","The bus stand on the left side of the 18th Cross at Amrithahalli on the Bangalore Metropolitan Panchayat, Ward No.7 Battarayanapura junction.",3.9
44,2014 -15,35,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.7ರ ಬ್ಯಾಟರಾಯನಪುರ ವ್ಯಾಪ್ತಿಯ  ಅಮೃತಹಳ್ಳಿ ಜೆ.ಎನ್.ಸಿ ವೃತ್ತದ ಬಳಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ ","Construction of bus shelter near Amritsar JNC Circle of Batteryanpur junction of Great Bangalore Metropolitan Corporation, Ward No.7",3.9
45,2014 -15,36,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.8ರ ಕೊಡಿಗೇಹಳ್ಳಿ ವ್ಯಾಪ್ತಿಯ ಕೊಡಿಗೇಹಳ್ಳಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ ","Construction of Kodigehalli bus shelter on Kodigehahalli stretch of huge Bangalore metropolitan corporation, Ward No.8",3.9
46,2014 -15,37,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.8ರ ಕೊಡಿಗೇಹಳ್ಳಿ ವ್ಯಾಪ್ತಿಯ ಮಾರುತಿ ನಗರ ಬಿಬಿ ನಗರ ಬಳಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ ","Construction of bus shelter near BB Nagar, Maruti city, Kodigehahalli, a huge Bangalore metropolitan corporation, Ward No.8",3.9
47,2014 -15,38,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.8ರ ಕೊಡಿಗೇಹಳ್ಳಿ ವ್ಯಾಪ್ತಿಯ ಲೊಟ್ಟೇಗೊಲ್ಲಹಳ್ಳಿ ರಿಂಗ್ ರೋಡ್ ಬಳಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ ","Construction of bus shelter near Lottageallahalli Ring Road, Kodigehahalli, Great Bangalore Metropolitan Corporation, Ward No.8",3.9
48,2014 -15,39,"ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ, ವಾರ್ಡ್ ನಂ.8ರ ಕೊಡಿಗೇಹಳ್ಳಿ ವ್ಯಾಪ್ತಿಯ ಭದ್ರಪ್ಪ ಬಡಾವಣೆ ರಿಂಗ್ ರೋಡ್ ಬಳಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ ","Construction of bus shelter near Ring Road, Bhadipa Layout, Kodigehahalli, Great Bangalore Metropolitan Corporation, Ward No.8",3.9
