Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
17,2013-14,17.0,"Providing L-sharp drain culverts in 4th cross, 2nd cros road, ward No.104 Govindarajanagara Assembly constituency, Bangalore.","Providing L-sharp drain culverts in 4th cross, 2nd cros road, ward No.104 Govindarajanagara Assembly constituency, Bangalore.",2.50
18,2013-14,18.0,"Providing cement concrete road at Govindarajanagara 2nd main road, 4th cross road, ward No.104 Govindarajanagara Assembly Constituency Bangalore (Stage-1)","Providing cement concrete road at Govindarajanagara 2nd main road, 4th cross road, ward No.104 Govindarajanagara Assembly Constituency Bangalore (Stage-1)",2.50
19,2013-14,19.0,"Providing cement concrete road at Govindarajanagara 2nd main road, 4th cross road, ward No.104 Govindarajanagara Assembly Constituency Bangalore (Stage-2)","Providing cement concrete road at Govindarajanagara 2nd main road, 4th cross road, ward No.104 Govindarajanagara Assembly Constituency Bangalore (Stage-2)",2.50
20,2013-14,20.0,"Improvements of drains & culverts in 1st main road near Veeresh Theater, Agrahara dalarahalli in ward No.105 Govindarajanagara Assembly Constituency Bangalore (Stage-1)","Improvements of drains & culverts in 1st main road near Veeresh Theater, Agrahara dalarahalli in ward No.105 Govindarajanagara Assembly Constituency Bangalore (Stage-1)",2.50
21,2013-14,21.0,"Improvements of drains & culverts in 1st main road near Veeresh Theater, Agrahara dalarahalli in ward No.105 Govindarajanagara Assembly Constituency Bangalore (Stage-2)","Improvements of drains & culverts in 1st main road near Veeresh Theater, Agrahara dalarahalli in ward No.105 Govindarajanagara Assembly Constituency Bangalore (Stage-2)",2.50
22,2013-14,22.0,ಬೆಂಗಳೂರು ನಗರ ವ್ಯಾಪ್ತಿಯ ಗೋವಿಂದರಾಜನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರಕ್ಕೆ ಸೇರಿದ ರುವಾರಿಪುರ ವಾರ್ಡ್‍ನ ಬಿ.ಡಿ.ಎ ಲೇಔಟ್‍ನಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವ ಕಾಮಗಾರಿ.,Borewell workshops in BDA Layout of Rewaripur Ward from Govindarajanagar constituency in Bangalore city limits.,2.50
23,2013-14,23.0,ಬೆಂಗಳೂರು ನಗರ ವ್ಯ್ಯಾಪ್ತಿಯ ಗೋವಿಂದರಾಜನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರಕ್ಕೆ ಸೇರಿದ ರುವಾರಿಪುರ ವಾರ್ಡ್‍ನ ಬಿ.ಡಿ.ಎ ಲೇಔಟ್‍ನಲ್ಲಿ ಮೋಟಾರು ವಿದ್ಯುತ್ ಸರಬರಾಜು ಯೋಜನೆ ಮತ್ತು ಮಿನಿ ವಾಡರ್ ಟ್ಯಾಂಕ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ.,Motor Power Supply Project and Mini Wider Tank Works at BDA Layout of Rewaripur Ward from Govindarajanagar Assembly Constituency of Bangalore City.,2.50
24,2013-14,24.0,ಬೆಂಗಳೂರು ನಗರ ವ್ಯಾಪ್ತಿಯ ಗೋವಿಂದರಾಜನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರಕ್ಕೆ ಸೇರಿದ ರುವಾರಿಪುರ ವಾರ್ಡ್‍ನ ಬಿ.ಡಿ.ಎ ಲೇಔಟ್‍ನಲ್ಲಿ ಕೊರೆದಿರುವ ಬೋರ್‍ವೆಲ್‍ಗೆ ಸುತ್ತ ಮುತ್ತಲಿನ ರಸ್ತೆಗಳಿಗೆ ಪೈಪ್‍ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ.,"The construction of a pipeline to the surrounding roads to Borewell, which was built in the BDA Layout of Rewaripur Ward from Govindarajanagar constituency, Bangalore city limits.",2.50
25,2013-14,25.0,ಬೆಂಗಳೂರು ನಗರ ವ್ಯಾಪ್ತಿಯ ಗೋವಿಂದರಾಜನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರಕ್ಕೆ ಸೇರಿದ 2ನೇ ಮುಖ್ಯರಸ್ತೆಯಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುಚ ಕಾಮಗಾರಿ.,The tunnel well works in the 2nd mainstream of the Govindarajanagar constituency of Bangalore city limits.,2.50
26,2013-14,26.0,ಬೆಂಗಳೂರು ನಗರ ವ್ಯಾಪ್ತಿಯ ಗೋವಿಂದರಾಜನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರಕ್ಕೆ ಸೇರಿದ 2ನೇ ಮುಖ್ಯರಸ್ತೆಯಲ್ಲಿ ಮೋಟಾರು ವಿದ್ಯುತ್ ಸರಬರಾಜು ಯೋಜನೆ ಮತ್ತು ಮಿನಿ ವಾಡರ್ ಟ್ಯಾಂಕ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ.,Motor Power Supply Project and Mini Wider Tank Works on 2nd Head of Govindarajanagar Assembly Constituency of Bangalore City.,2.50
27,2013-14,27.0,ಬೆಂಗಳೂರು ನಗರ ವ್ಯಾಪ್ತಿಯ ಗೋವಿಂದರಾಜನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರಕ್ಕೆ ಸೇರಿದ 2ನೇ ಮುಖ್ಯರಸ್ತೆಯಲ್ಲಿ  ಕೊರೆದಿರುವ ಬೋರ್‍ವೆಲ್‍ಗೆ ಸುತ್ತ ಮುತ್ತಲಿನ ರಸ್ತೆಗಳಿಗೆ ಪೈಪ್‍ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ.,"Construction of a pipeline to the surrounding roads to Borewell, which has been shifted to the 2nd mainstream of the Govindarajanagar constituency in Bangalore city limits.",2.50
28,2013-14,28.0,ಬೆಂಗಳೂರು ನಗರ ನಾಗರಭವಿ ವಾರ್ಡ್ ನಂ.128ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಚಂದ್ರಲೇಔಟ್ 13ನೇ ಅಡ್ಡರಸ್ತೆಯಲ್ಲಿ ಚರಂಡಿ ಅಭಿವೃದ್ಧಿ ಪಡಿಸುವ ಕಾಮಗಾರಿ ಹಾಗೂ ಕಲ್‍ವರ್ಟ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ (ಹಂತ-1),"Construction of sewerage and construction of Kalvart (Phase I) on Chandralelout 13th Cross, Bangalore Urban Nagarbhavi Ward No.128",2.50
29,2013-14,29.0,ಬೆಂಗಳೂರು ನಗರ ನಾಗರಭವಿ ವಾರ್ಡ್ ನಂ.128ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಚಂದ್ರಲೇಔಟ್ 13ನೇ ಅಡ್ಡರಸ್ತೆಯಲ್ಲಿ ಚರಂಡಿ ಅಭಿವೃದ್ಧಿ ಪಡಿಸುವ ಕಾಮಗಾರಿ ಹಾಗೂ ಕಲ್‍ವರ್ಟ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ (ಹಂತ-2),"Construction of sewerage and construction of Kalvart (Phase II) on Chandralelout 13th Cross, Bangalore Urban Nagarbhavi Ward No.128",2.50
30,2013-14,30.0,ಬೆಂಗಳೂರು ನಗರ ನಾಗರಭವಿ ವಾರ್ಡ್ ನಂ.128ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಚಂದ್ರಲೇಔಟ್ 13ನೇ ಅಡ್ಡರಸ್ತೆಯಲ್ಲಿ ಚರಂಡಿ ಅಭಿವೃದ್ಧಿ ಪಡಿಸುವ ಕಾಮಗಾರಿ ಹಾಗೂ ಕಲ್‍ವರ್ಟ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ (ಹಂತ-3),"Construction of sewerage and construction of Kalvart (Phase-III) on Chandralelout 13th Cross, Bangalore Urban Nagarbhavi Ward No.128",2.50
31,2013-14,31.0,ಬೆಂಗಳೂರು ನಗರ ನಾಗರಭಾವಿ ವಾರ್ಡ್ ನಂ.128ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಚಂದ್ರಲೇಔಟ್ 13ನೇ ಅಡ್ಡರಸ್ತೆಯಲ್ಲಿ ಚರಂಡಿ ಅಭಿವೃದ್ಧಿ ಪಡಿಸುವ ಕಾಮಗಾರಿ ಹಾಗೂ ಕಲ್‍ವರ್ಟ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ (ಹಂತ-4),"Construction of sewerage and construction of Kalvart (Phase-IV) on Chandralelout 13th Cross, Bangalore Nagarbhavi Ward No.128",2.50
32,2013-14,32.0,ಬೆಂಗಳೂರು ನಗರ ನಾಗರಭಾವಿ ವಾರ್ಡ್ ನಂ.128ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಚಂದ್ರಲೇಔಟ್ 13ನೇ ಅಡ್ಡರಸ್ತೆಯಲ್ಲಿ ಚರಂಡಿ ಅಭಿವೃದ್ಧಿ ಪಡಿಸುವ ಕಾಮಗಾರಿ ಹಾಗೂ ಕಲ್‍ವರ್ಟ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ (ಹಂತ-5),Construction of sewerage works on the 13th crossroads of Chandrale Layout in Bangalore Urban Nagarbhavi Ward No.128 and Kalvart Implementation (Step-5),2.50
33,2013-14,33.0,"ಕÁವೇರಿಪುರ ವಾರ್ಡ್ ನಂ.103, 1ನೇ ಮುಖ್ಯರಸ್ತೆ ಬಾಳಯ್ಯನ ಕೆರೆ ಪಾರ್ಕ್‍ನಲ್ಲಿ (High Tech purified drinking water kiosk) ,ಕಾಮಗಾರಿ","KAWARIPURWARD WARD No.103, 1st Main Road at Balayya Lake Park (High Tech Purified drinking water kiosk), works",7.00
34,2013-14,34.0,"ವಾರ್ಡ್ ನಂ.125ರಲ್ಲಿ (High Tech purified drinking water kiosk) ,ಕಾಮಗಾರಿ","Works on Ward No.125 (High Tech Purified drinking water kiosk), work",7.00
35,2013-14,35.0,"ಎಂ.ಸಿ.ಲೇಔಟ್ ಪಾರ್ಕ್ ವಿಜಯನಗರ ಅಂಚೆ ಕಛೇರಿ ಹತ್ತಿರ ವಾರ್ಡ್ ನಂ.125ರಲ್ಲಿ (High Tech purified drinking water kiosk) ,ಕಾಮಗಾರಿ","MCLout Park at Vijayanagara Post Office in Ward No.125 (High Tech Purified drinking water kiosk), works",7.00
36,2013-14,36.0,"ವಾರ್ಡ್ ನಂ.131, 3ನೇ ಮುಖ್ಯ ರಸ್ತೆ, ಐ.ಟಿ.ಐ ಲೇಔಟ್ ಪಾರ್ಕ್‍ನಲ್ಲಿ ( High Tech purified drinking water kiosk) ,ಕಾಮಗಾರಿ","Ward No.131, 3rd Main Road, at ITI Layout Park (High Tech Purified drinking water kiosk), works",7.00
37,2013-14,37.0,ಬೆಂಗಳೂರು ನಗರ ನಾಗರಬಾವಿ ವಾರ್ಡ್ ನಂ.128ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ 16ನೆ ಮುಖ್ಯರಸ್ತೆ ಚಂದ್ರ ಲೇಔಟ್ ಇಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವುದು ಮೋಟಾರು ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಕಲ್ಪಿಸುವುದು.,"16th Main Road, Chandra Layout, Bangalore City Urban Nagarbavi Ward No.128, Pumped Well Drilling Here is a motor power connection.",2.50
38,2013-14,38.0,ಬೆಂಗಳೂರು ನಗರ ನಾಗರಬಾವಿ ವಾರ್ಡ್ ನಂ.128ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ 16ನೆ ಮುಖ್ಯರಸ್ತೆ ಚಂದ್ರ ಲೇಔಟ್ ಇಲ್ಲಿ ಕೊರೆದಿರುವ ಬೋರ್‍ವೆಲ್‍ಗೆ ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ.,"The 16th Main Road Chandra Layout, located at Bangalore City Nagarbavi Ward No.128, is a pipe line installation project for the borewell that has been drilled here.",2.50
39,2013-14,39.0,ಬೆಂಗಳೂರು ನಗರ ನಾಗರಬಾವಿ ವಾರ್ಡ್ ನಂ.128ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ 16ನೆ ಮುಖ್ಯರಸ್ತೆ ಚಂದ್ರ ಲೇಔಟ್ ಇಲ್ಲಿ ಕೊರೆದಿರುವ ಬೋರ್‍ವೆಲ್‍ಗೆ ಮೋಟಾರು ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಕಲ್ಪಿಸುವುದು.,"The 16th Main Road Chandra Layout, located at Bangalore City Nagarbavi Ward No.128, has a motor power connection to the borewell that has been drilled here.",2.50
40,2013-14,40.0,"ಬೆಂಗಳೂರು ನಗರ ಗೋವಿಂದರಾಜನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ಡಾ. ರಾಜ್ ಕುಮಾರ್ ವಾರ್ಡ್ ಕರುಮಾರಿಯಮ್ಮ ದೇವಸ್ಥಾನ ಹತ್ತಿರ ಇಲ್ಲಿ ಮೋಟಾರ್ ವಿದ್ಯುತ್ ಸರಬರಾಜು, ಮಿನಿವಾಟರ್ ಟ್ಯಾಂಕ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ.","Dr. Govindarajanagar Assembly Constituency Near Rajkumar Ward Karumariamma Temple is a motor power supplier, a minivator tank installed here.",2.50
41,2013-14,41.0,"ಬೆಂಗಳೂರು ನಗರ ಗೋವಿಂದರಾಜನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ನಾಯಂಡಹಳ್ಳಿ ವಾರ್ಡ್ ತಿಗಳರ ತೋಟದ ರಸ್ತೆ ಇಲ್ಲಿ ಮೋಟಾರ್ ವಿದ್ಯುತ್ ಸರಬರಾಜು, ಮಿನಿವಾಟರ್ ಟ್ಯಾಂಕ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ.","Nandahahalli Ward Tiger Plant Road, Bangalore Urban Govindarajanagar Municipal Area, is a motor vehicle supplier, a minivator tank installed here.",2.50
42,2013-14,42.0,ಬೆಂಗಳೂರು ನಗರ ಗೋವಿಂದರಾಜನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ಅಗ್ರಹಾರ ದಾಸರಹಳ್ಳಿ ವಾರ್ಡ್ ಗುಂಡುರಾವ್ ಸ್ಲಂ ಎದುರು ಪಾಯಲ್ ಅಪಾರ್ಟ್‍ಮೆಂಟ್ ಹತ್ತಿರ ಚರಂಡಿ ಅಭಿವೃದ್ಧಿ ಪಡಿಸುವ ಕಾಮಗಾರಿ.,"Agrahara Dasarahalli Ward, Govindarajagara Vidhan Sabha constituency, Bangalore Urban Development Gunduravu Slum is to work near the Payal Apartment.",2.50
43,2013-14,43.0,"ಬೆಂಗಳೂರು ನಗರ ಗೋವಿಂದರಾಜನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ಕಾವೇರಿಪುರ ವಾರ್ಡ್ ಎಸ್.ವಿಜಿನಗರ, 1ನೇ ಮುಖ್ಯರಸ್ತೆ, 6ನೇ ಅಡ್ಡರಸ್ತೆ ಇಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವ ಕಾಮಗಾರಿ.","Bangalore City Urban Govindarajanagar Assembly Constituency Cauvery Ward SVijigar, 1st Main Road, 6th Cross Road, Borewell Building.",2.50
44,2013-14,44.0,ಬೆಂಗಳೂರು ನಗರ ಗೋವಿಂದರಾಜನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ  ಮೂಡಲಪಾಳ್ಯ ವಾರ್ಡ್ 1ನೇ ಮುಖ್ಯರಸ್ತೆ ಮೂಡಲಪಾಳ್ಯ ಇಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವ  ಕಾಮಗಾರಿ.,"Mudalapalya Ward 1st Moodalapalya Ward Moodalapalya, Bangalore Urban Govindarajan Municipal Council Area, Mudalapalya Ward 1st Floor",2.50
45,2013-14,45.0,ಬೆಂಗಳೂರು ನಗರ ಗೋವಿಂದರಾಜನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ  ಕಾವೇರಿಪುರ ವಾರ್ಡ್ ಕೆಂಪಣ್ಣನ ತೋಟದಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವ ಕಾಮಗಾರಿ.,Cauvery well drilling works at Kempanna's garden in Bangalore Govindarajanagar assembly constituency Kaveri Ward.,2.50
46,2013-14,46.0,ಬೆಂಗಳೂರು ನಗರ ಗೋವಿಂದರಾಜನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ  ಅಗ್ರಹಾರ ದಾಸರಹಳ್ಳಿ ವಾರ್ಡ್ ಬಸವೇಶ್ವರನಗರ 18ನೇ ಅಡ್ಡರಸ್ತೆಯಲ್ಲಿ ಚರಂಡಿ ಅಭಿವೃದ್ಧಿ ಪಡಿಸುವ ಕಾಮಗಾರಿ.,Bangalore Urban Govindarajanagar Municipal Council Area Agrahara Dasarahalli Ward Basaveshwarnagar is the 18th stretch of development project.,2.50
47,2013-14,47.0,"ಬೆಂಗಳೂರು ನಗರ ಗೋವಿಂದರಾಜನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ  ಕಾವೇರಿ ವಾರ್ಡ್ ಎಸ್.ವಿಜಿನಗರ 1ನೇ ಮುಖ್ಯರಸ್ತೆ, 6ನೇ ಅಡ್ಡರಸ್ತೆ ಇಲ್ಲಿ ಕೊರೆಸಿರುವ ಬೋರ್‍ವೆಲ್ ಗೆ ಸುತ್ತಮುತ್ತಲಿನ ರಸ್ತೆಗಳಿಗೆ ಪೈಪ್‍ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ.","Cauvery Ward SVijinagar 1st Main Road, 6th Cross Road, Bangalore City Urban Govindarajanagar Municipal Council Area",2.50
48,2013-14,48.0,"ಬೆಂಗಳೂರು ನಗರ ಗೋವಿಂದರಾಜನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ಮೂಡಲಪಾಳ್ಯ 1ನೇ ಮುಖ್ಯರಸ್ತೆ,ಮೂಡಲಪಾಳ್ಯ ಇಲ್ಲಿ ಕೊರೆಸಿರುವ ಬೋರ್‍ವೆಲ್ ಗೆ ಸುತ್ತಮುತ್ತಲಿನ ರಸ್ತೆಗಳಿಗೆ ಪೈಪ್‍ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ.","Moodalapalya 1st Main Road, Moodalapalya, Bangalore Urban Govindarajanagar Municipal Council Area, Mudalapalya is a project to install a pipeline to the surrounding roads.",2.50
