Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
15,2013-14,15,ಸರ್ವಜ್ಞ ನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ವಾರ್ಡ್ ನಂ.30ರ ಕಾಡುಗೊಂಡನಹಳ್ಳಿಯ ಸಮುದಾಯ ಭವನವನ್ನು ಪರಿವರ್ತಿಸಿ ಡಯಾಲಿಸಿಸ್ ಕೇಂದ್ರದ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ.,Development of the dialysis center at the Sarvagnana Urban Municipal Council area is being converted to the Kadugananahalli Community Hall of Ward No.30.,6.72
16,2013-14,16,ಸರ್ವಜ್ಞ ನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ವಾರ್ಡ್ ನಂ.30ರ ಕಾಡುಗೊಂಡನಹಳ್ಳಿಯ ಸಮುದಾಯ ಭವನವನ್ನು ಪರಿವರ್ತಿಸಿ ಡಯಾಲಿಸಿಸ್ ಕೇಂದ್ರದ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ.,Development of the dialysis center at the Sarvagnana Urban Municipal Council area is being converted to the Kadugananahalli Community Hall of Ward No.30.,5.60
17,2013-14,17,Improvements to Anganavadi building in Lingarajapuram Bangalore.,Improvements to Anganavadi building in Lingarajapuram Bangalore.,2.50
18,2013-14,18,"Improvements to Anganavadi building in B.Block, Janakiram layout, Lingarajapuram Bangalore.","Improvements to Anganavadi building in B.Block, Janakiram layout, Lingarajapuram Bangalore.",2.50
19,2013-14,19,"ಕಾಡುಗೊಂಡನಹಳ್ಳಿಯ ಸಮುದಾಯ ಭವನವನ್ನು ಪರಿವರ್ತಿಸಿ ಡಯಾಲಿಸಿಸ್ ಕೇಂದ್ರವನ್ನು ಪ್ರಾರಂಭಿಸಿದ್ದು, ಕೇಂದ್ರದ ಮೊದಲನೆ ಮಹಡಿಯಲ್ಲಿ ಡಯಬಿಟಿಸ್ ಕೇಂದ್ರದ ಅಭಿವೃದ್ಧಿ.","Converting the community hall of Kadugunanahalli to the Dialysis Center, the development of the Diabetes Center on the first floor of the center.",9.00
20,2013-14,20,"Construciton of pure drinking water plant at ward No.49, Sarvajnanagara.","Construciton of pure drinking water plant at ward No.49, Sarvajnanagara.",12.50
21,2013-14,21,"Construciton of pure drinking water plant at ward No.49, Sarvajnanagara.","Construciton of pure drinking water plant at ward No.49, Sarvajnanagara.",12.50
22,2013-14,22,"Repair works at ward No.24, Nagawara, Govt., Higher primary school (Provision of drinking water, laying of compound wall, gate etc.,)","Repair works at ward No.24, Nagawara, Govt., Higher primary school (Provision of drinking water, laying of compound wall, gate etc.,)",8.00
23,2013-14,23,"Improvements to Govt., Primary school, Veerannanapalya, Nagawara ward No.23.","Improvements to Govt., Primary school, Veerannanapalya, Nagawara ward No.23.",3.60
24,2013-14,24,"ಡಯಾಬಿಟಿಸ್ ಕೇಂದ್ರದ ಮೆದಲನೇ ಮಹಡಿಯಲ್ಲಿ ಆರೋಗ್ಯ ಕೇಂದ್ರದ ಅಭಿವೃದ್ಧಿಗಾಗಿ (1 ಸ್ಟೋರ್ ರೋಮ್, 4 ಟಾಯ್ಲೇಟ್ ಮತ್ತು ಇತರೆ ಎಲೆಕ್ಟ್ರಿಕಲ್ ಕೆಲಸ)","For the development of the Health Center (1 store Rome, 4 toilet and other electrical work) on the main floor of the Diabetes Center",4.19
25,2014-15,1,ಡಯಾಬಿಟಿಸ್ ಕೇಂದ್ರದ 1ನೇ ಮಹಡಿಯಲ್ಲಿ ಆರೋಗ್ಯ ಕೇಂದ್ರದ ಅಭಿವೃದ್ಧಿಗಾಗಿ ಪ್ರಯೋಗಾಲಯ ಸಲಕರಣೆಗಳ ಖರೀದಿಗಾಗಿ.,For the purchase of laboratory equipment for healthcare development on the 1st floor of the Diabetes Center.,16.95
26,2014-15,2,"Construction of Tailoring hall at first floor at Anganawadi building in corporation ground, KHB Quarters W.No.28 Lingarajapuram, Bangalore.","Construction of Tailoring hall at first floor at Anganawadi building in corporation ground, KHB Quarters W.No.28 Lingarajapuram, Bangalore.",9.00
27,2014-15,3,ವಾರ್ಡ್ ನಂ.27 ಪಿಳ್ಳಾರೆಡ್ಡಿ ನಗರದ ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆಯ ಆವರಣದಲ್ಲಿ ನಿರ್ಮಿಸಿರುವ ಅಂಗನವಾಡಿಯ ಮೊದಲನೇ ಮಹಡಿಯಲ್ಲಿ ಟೈಲರಿಂಗ್ ಹಾಲ್ ಮತ್ತು ಎರಡನೇ ಮಹಡಿಯಲ್ಲಿ ಕಂಪ್ಯೂಟರ್ ತರಗತಿಗೆ ಕೊಠಡಿಗಳ ನಿರ್ಮಾಣದ ಕಾಮಗಾರಿ.,"Ward No. 27 Building on the first floor of Anganwadi, built on the premises of the Government Government Primary School, Pillarareddy, Tilering Hall and construction of rooms for computer classes on the second floor.",14.00
28,2014-15,4,"ವಾರ್ಡ್ ನಂ.23, ನಶಗವಶರ ಬಸವಲಿಂಗಪ್ಪ ನಗರ-1ರಲಿ ನಿರ್ಮಿಸಿರುವ ಅಂಗನವಾಡಿ ಮೊದಲನೆಯ ಮಹಡಿಯಲ್ಲಿ ಹೊಲಿಗೆ ಹಾಗೂ ಗಣಕಯಂತ್ರದ ತರಬೇತಿ ಕೊಠಡಿಯ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","The construction of the sewing and computer training room on the first floor of Anganwadi built by Ward No.23, Nashagavasara Basavalingappa Nagar-1.",9.50
29,2014-15,5,"ಎಂ.ಎಸ್.ಪ್ರಕಾಶ್ ಬಿನ್ ಸಿದ್ದರಾವ್ ಗೌಡ, ನಂ.30, 2ನೇ ಮಹಡಿ, ಆಯಿಲ್ ಮಿಲ್ ರಸ್ತೆ, ಲಿಂಗರಾಜಪುರ , ಬೆಂ-84 ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","M.Sprakash Bin Siddhrav Gowda, No. 30, 2nd Floor, Oil Mill Road, Lingarajpur, Bem-84 for three-wheeler purchase.",0.75
30,2014-15,6,ನಾಗವಾರದಲ್ಲಿರುವ ಸರ್ಕಾರಿ ಪ್ರಾಥಮಿಕ ಪಾಠಶಾಲೆಯ ಶೌಚಾಲಯ ನೆಲಮಹಡಿ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,Government Primary Primary School toilet floor building in Nagarwara construction work.,5.00
31,2014-15,7,"ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.23, ವೆಂಕಟೇಶಪುರಂ ಅಂಗನವಾಡಿಯ ಗೋಡೆಯ ಪ್ಲಾಸ್ಟರಿಂಗ್ ಕಿತ್ತು ಹೋಗಿದ್ದು, ಪ್ಲಾಸ್ಟರಿಂಗ್ ಮತ್ತು ಪೈಂಟಿಂಗ್ ಕಾಮಗಾರಿ.","Sarvagnanagar assembly constituency Ward No.23, Venkateshapuram Annamavadi wall plastering, plastering and painting work.",0.49
32,2014-15,8,"ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.23, ಸರ್ವೋದಯನಗರ ಅಂಗನವಾಡಿಯ ಗೋಡೆಯ ಪ್ಲಾಸ್ಟರಿಂಗ್ ಕಿತ್ತು ಹೋಗಿದ್ದು, ಪ್ಲಾಸ್ಟರಿಂಗ್ ಮತ್ತು ಪೈಂಟಿಂಗ್ ಕಾಮಗಾರಿ.","Sarvagnanagar Assembly Constituency Ward No.23, Plasting the wall of Sarvodaya Nagar Anganadi wall, plastering and painting work.",0.49
33,2014-15,9,"ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.23, ಲಿಡರ್ ಕಾಲೋನಿಯ ಅಂಗನವಾಡಿಯ ಗೋಡೆಯ ಪ್ಲಾಸ್ಟರಿಂಗ್ ಕಿತ್ತು ಹೋಗಿದ್ದು, ಪ್ಲಾಸ್ಟರಿಂಗ್ ಮತ್ತು ಪೈಂಟಿಂಗ್ ಕಾಮಗಾರಿ.","Sarvagnanagar Assembly Constituency Ward No.23, Plastering Wall of the Lidder Colony, Plastering and Painting Work.",0.497
34,2014-15,10,"ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.23, ವಿನೋಭನಗರ ಅಂಗನವಾಡಿಯ ಗೋಡೆಯ ಪ್ಲಾಸ್ಟರಿಂಗ್ ಕಿತ್ತು ಹೋಗಿದ್ದು, ಪ್ಲಾಸ್ಟರಿಂಗ್ ಮತ್ತು ಪೈಂಟಿಂಗ್ ಕಾಮಗಾರಿ.","Sarvagnanagar Assembly Constituency Ward No.23, Plastering Wall, Plastering and Painting Work.",0.49
35,2014-15,11,"ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.23, ಗೋವಿಂದಪುರ ಅಂಗನವಾಡಿಯ ಗೋಡೆಯ ಪ್ಲಾಸ್ಟರಿಂಗ್ ಕಿತ್ತು ಹೋಗಿದ್ದು, ಪ್ಲಾಸ್ಟರಿಂಗ್ ಮತ್ತು ಪೈಂಟಿಂಗ್ ಕಾಮಗಾರಿ.","Sarvagnanagar Assembly Constituency Ward No.23, Govindpuri Ananwadi's wall plastering, plastering and painting work.",0.49
36,2014-15,12,"ಸರ್ವೋದಯನಗರ ಅಂಗನವಾಡಿ ಕೇಂದ್ರಕ್ಕೆ 1ಅಲ್ಮಾರ, 1 ಟೇಬಲ್, 1ಕುರ್ಚಿ, 2 ಪ್ಲಾಸ್ಟಿಕ್ ಚೇರ್‍ಗಳು, 1 ರ್ಯಾಕ್ ಸಾಮಾಗ್ರಿಗಳ ಪೂರೈಕೆ","1 alarm, 1 table, 1 chair, 2 plastic chairs, 1 rack material for the Sarovodan Anganwadi Center",0.48
37,2014-15,13,"ಕಾಮರಾಜನಗರ ಅಂಗನವಾಡಿ ಕೇಂದ್ರಕ್ಕೆ 1ಅಲ್ಮಾರ, 1 ಟೇಬಲ್, 1ಕುರ್ಚಿ, 2 ಪ್ಲಾಸ್ಟಿಕ್ ಚೇರ್‍ಗಳು, 1 ರ್ಯಾಕ್ ಸಾಮಾಗ್ರಿಗಳ ಪೂರೈಕೆ","1 almaara, 1 table, 1 chair, 2 plastic chairs, 1 rack material for cameras anganwadi center",0.48
38,2014-15,14,"ವಿನೋಬನಗರ-1 ಅಂಗನವಾಡಿ ಕೇಂದ್ರಕ್ಕೆ 1ಅಲ್ಮಾರ, 1 ಟೇಬಲ್, 1ಕುರ್ಚಿ, 2 ಪ್ಲಾಸ್ಟಿಕ್ ಚೇರ್‍ಗಳು, 1 ರ್ಯಾಕ್ ಸಾಮಾಗ್ರಿಗಳ ಪೂರೈಕೆ","1 Almora, 1 Table, 1 Chair, 2 Plastic Chairs, 1 Rack Supplies for Vinobanagar -1 Anganwadi Center",0.48
39,2014-15,15,"ಲಿಡ್ಕರ್ ಕಾಲೋನಿ ಅಂಗನವಾಡಿ ಕೇಂದ್ರಕ್ಕೆ 1ಅಲ್ಮಾರ, 1 ಟೇಬಲ್, 1ಕುರ್ಚಿ, 2 ಪ್ಲಾಸ್ಟಿಕ್ ಚೇರ್‍ಗಳು, 1 ರ್ಯಾಕ್ ಸಾಮಾಗ್ರಿಗಳ ಪೂರೈಕೆ","1 almara, 1 table, 1 chair, 2 plastic chairs, 1 rack material for Lidkar Colony Anganwadi Center",0.48
40,2014-15,16,"ವೆಂಕಟೇಶಪುರಂ ಅಂಗನವಾಡಿ ಕೇಂದ್ರಕ್ಕೆ 1ಅಲ್ಮಾರ, 1 ಟೇಬಲ್, 1ಕುರ್ಚಿ, 2 ಪ್ಲಾಸ್ಟಿಕ್ ಚೇರ್‍ಗಳು, 1 ರ್ಯಾಕ್ ಸಾಮಾಗ್ರಿಗಳ ಪೂರೈಕೆ","Venkateshpuram Anganwadi Center 1 almara, 1 table, 1 chair, 2 plastic chairs, 1 rack material supply",0.48
41,2014-15,17,"ಸೇಟ್ ಲೇನ್ ಅಂಗನವಾಡಿ ಕೇಂದ್ರಕ್ಕೆ 1ಅಲ್ಮಾರ, 1 ಟೇಬಲ್, 1ಕುರ್ಚಿ, 2 ಪ್ಲಾಸ್ಟಿಕ್ ಚೇರ್‍ಗಳು, 1 ರ್ಯಾಕ್ ಸಾಮಾಗ್ರಿಗಳ ಪೂರೈಕೆ","1 alarm, 1 table, 1 chair, 2 plastic chairs, 1 rack material for the Sate Lane Anganwadi Center",0.48
42,2014-15,18,"ಬೆಟ್ಟಗುಟ್ಟಪಾಳ್ಯ ಅಂಗನವಾಡಿ ಕೇಂದ್ರಕ್ಕೆ 1ಅಲ್ಮಾರ, 1 ಟೇಬಲ್, 1ಕುರ್ಚಿ, 2 ಪ್ಲಾಸ್ಟಿಕ್ ಚೇರ್‍ಗಳು, 1 ರ್ಯಾಕ್ ಸಾಮಾಗ್ರಿಗಳ ಪೂರೈಕೆ","1 almara, 1 table, 1 chair, 2 plastic chairs, 1 rack material for hill stations",0.48
43,2014-15,19,"ಸರ್ಯಾನಗರ್ಯ ಅಂಗನವಾಡಿ ಕೇಂದ್ರಕ್ಕೆ 1ಅಲ್ಮಾರ, 1 ಟೇಬಲ್, 1ಕುರ್ಚಿ, 2 ಪ್ಲಾಸ್ಟಿಕ್ ಚೇರ್‍ಗಳು, 1 ರ್ಯಾಕ್ ಸಾಮಾಗ್ರಿಗಳ ಪೂರೈಕೆ","1 Alma, 1 Table, 1 Chair, 2 Plastic Chairs, 1 Rack Supplies for the Arena Anganwadi Center",0.48
44,2014-15,20,"ದೊಡ್ಡಿಗುಂಟದ ಅಂಗನವಾಡಿ ಕೇಂದ್ರಕ್ಕೆ 1ಅಲ್ಮಾರ, 1 ಟೇಬಲ್, 1ಕುರ್ಚಿ, 2 ಪ್ಲಾಸ್ಟಿಕ್ ಚೇರ್‍ಗಳು, 1 ರ್ಯಾಕ್ ಸಾಮಾಗ್ರಿಗಳ ಪೂರೈಕೆ","1 almara, 1 table, 1 chair, 2 plastic chairs, 1 rack material for the large amphibious center",0.48
45,2014-15,21,"ಮಕುಂಟಮ್ಮನಗರ ಅಂಗನವಾಡಿ ಕೇಂದ್ರಕ್ಕೆ 1ಅಲ್ಮಾರ, 1 ಟೇಬಲ್, 1ಕುರ್ಚಿ, 2 ಪ್ಲಾಸ್ಟಿಕ್ ಚೇರ್‍ಗಳು, 1 ರ್ಯಾಕ್ ಸಾಮಾಗ್ರಿಗಳ ಪೂರೈಕೆ","1 almara, 1 table, 1 chair, 2 plastic chairs, 1 rack material for the Manukunthamagar Anganwadi Center",0.48
46,2014-15,22,"ಕೆ.ಜಿ.ಹಳ್ಳಿ-1 ಅಂಗನವಾಡಿ ಕೇಂದ್ರಕ್ಕೆ 1ಅಲ್ಮಾರ, 1 ಟೇಬಲ್, 1ಕುರ್ಚಿ, 2 ಪ್ಲಾಸ್ಟಿಕ್ ಚೇರ್‍ಗಳು, 1 ರ್ಯಾಕ್ ಸಾಮಾಗ್ರಿಗಳ ಪೂರೈಕೆ","KG Halli 1 Anganwadi Center 1 almara, 1 table, 1 chair, 2 plastic chairs, 1 rack material supply",0.48
47,2014-15,23,"ಕೆ.ಜಿ.ಹಳ್ಳಿ-2 ಅಂಗನವಾಡಿ ಕೇಂದ್ರಕ್ಕೆ 1ಅಲ್ಮಾರ, 1 ಟೇಬಲ್, 1ಕುರ್ಚಿ, 2 ಪ್ಲಾಸ್ಟಿಕ್ ಚೇರ್‍ಗಳು, 1 ರ್ಯಾಕ್ ಸಾಮಾಗ್ರಿಗಳ ಪೂರೈಕೆ","KG Halli-Anganwadi Center 1 almara, 1 table, 1 chair, 2 plastic chairs, 1 rack material supply",0.48
48,2014-15,24,"ಕೆ.ಜಿ.ಹಳ್ಳಿ-3 ಅಂಗನವಾಡಿ ಕೇಂದ್ರಕ್ಕೆ 1ಅಲ್ಮಾರ, 1 ಟೇಬಲ್, 1ಕುರ್ಚಿ, 2 ಪ್ಲಾಸ್ಟಿಕ್ ಚೇರ್‍ಗಳು, 1 ರ್ಯಾಕ್ ಸಾಮಾಗ್ರಿಗಳ ಪೂರೈಕೆ","KG Halli-3 Anganwadi Center 1 almara, 1 table, 1 chair, 2 plastic chairs, 1 rack material supply",0.48
49,2014-15,25,"ದೊಡ್ಡ ಬಾಣಸವಾಡಿ ಅಂಗನವಾಡಿ ಕೇಂದ್ರಕ್ಕೆ 1ಅಲ್ಮಾರ, 1 ಟೇಬಲ್, 1ಕುರ್ಚಿ, 2 ಪ್ಲಾಸ್ಟಿಕ್ ಚೇರ್‍ಗಳು, 1 ರ್ಯಾಕ್ ಸಾಮಾಗ್ರಿಗಳ ಪೂರೈಕೆ","1 alarm, 1 tablespoon, 1 chair, 2 plastic chairs, 1 rack material for large amphibious amphibious center",0.48
50,2014-15,26,"ಗಾಂಧಿನಗರ ಅಂಗನವಾಡಿ ಕೇಂದ್ರಕ್ಕೆ 1ಅಲ್ಮಾರ, 1 ಟೇಬಲ್, 1ಕುರ್ಚಿ, 2 ಪ್ಲಾಸ್ಟಿಕ್ ಚೇರ್‍ಗಳು, 1 ರ್ಯಾಕ್ ಸಾಮಾಗ್ರಿಗಳ ಪೂರೈಕೆ","1 almaara, 1 table, 1 chair, 2 plastic chairs, 1 rack material for Gandhinagar Anganwadi Center",0.48
51,2014-15,27,"ಜೈ ಹಿಂದ್ ಸ್ಪೋಟ್ಸ್ ಕ್ಲಬ್ ಅಂಗನವಾಡಿ ಕೇಂದ್ರಕ್ಕೆ 1ಅಲ್ಮಾರ, 1 ಟೇಬಲ್, 1ಕುರ್ಚಿ, 2 ಪ್ಲಾಸ್ಟಿಕ್ ಚೇರ್‍ಗಳು, 1 ರ್ಯಾಕ್ ಸಾಮಾಗ್ರಿಗಳ ಪೂರೈಕೆ","1 almaara, 1 table, 1 chair, 2 plastic chairs, 1 rack material for Jai Hind Sports Club Anganwadi Center",0.48
52,2014-15,28,"ಲಿಂಗರಾಜಪುರಂ-1 ಅಂಗನವಾಡಿ ಕೇಂದ್ರಕ್ಕೆ 1ಅಲ್ಮಾರ, 1 ಟೇಬಲ್, 1ಕುರ್ಚಿ, 2 ಪ್ಲಾಸ್ಟಿಕ್ ಚೇರ್‍ಗಳು, 1 ರ್ಯಾಕ್ ಸಾಮಾಗ್ರಿಗಳ ಪೂರೈಕೆ","1 Almaara, 1 table, 1 chair, 2 plastic chairs, 1 rack material for Lingerrajpuram-1 Anganwadi Center",0.48
53,2014-15,29,"ಲಿಂಗರಾಜಪುರಂ-2 ಅಂಗನವಾಡಿ ಕೇಂದ್ರಕ್ಕೆ 1ಅಲ್ಮಾರ, 1 ಟೇಬಲ್, 1ಕುರ್ಚಿ, 2 ಪ್ಲಾಸ್ಟಿಕ್ ಚೇರ್‍ಗಳು, 1 ರ್ಯಾಕ್ ಸಾಮಾಗ್ರಿಗಳ ಪೂರೈಕೆ","Lingarajpuram -2 Angamavadi Center 1 almara, 1 table, 1 chair, 2 plastic chairs, 1 rack materials supply",0.48
54,2014-15,30,"ಲಿಂಗರಾಜಪುರಂ-3 ಅಂಗನವಾಡಿ ಕೇಂದ್ರಕ್ಕೆ 1ಅಲ್ಮಾರ, 1 ಟೇಬಲ್, 1ಕುರ್ಚಿ, 2 ಪ್ಲಾಸ್ಟಿಕ್ ಚೇರ್‍ಗಳು, 1 ರ್ಯಾಕ್ ಸಾಮಾಗ್ರಿಗಳ ಪೂರೈಕೆ","1 Almaara, 1 table, 1 chair, 2 plastic chairs, 1 rack material for Lingerrajpuram-3 Anganwadi Center",0.48
55,2014-15,31,"ಜೀವನಹಳ್ಳಿ ಅಂಗನವಾಡಿ ಕೇಂದ್ರಕ್ಕೆ 1ಅಲ್ಮಾರ, 1 ಟೇಬಲ್, 1ಕುರ್ಚಿ, 2 ಪ್ಲಾಸ್ಟಿಕ್ ಚೇರ್‍ಗಳು, 1 ರ್ಯಾಕ್ ಸಾಮಾಗ್ರಿಗಳ ಪೂರೈಕೆ","1 almaara, 1 table, 1 chair, 2 plastic chairs, 1 rack material supply to the Lehahalli Anganwadi Center",0.48
56,2014-15,32,"ಗೋವಿಂದಪುರ-1 ಅಂಗನವಾಡಿ ಕೇಂದ್ರಕ್ಕೆ 1ಅಲ್ಮಾರ, 1 ಟೇಬಲ್, 1ಕುರ್ಚಿ, 2 ಪ್ಲಾಸ್ಟಿಕ್ ಚೇರ್‍ಗಳು, 1 ರ್ಯಾಕ್ ಸಾಮಾಗ್ರಿಗಳ ಪೂರೈಕೆ","1 Almora, 1 Table, 1 Chair, 2 Plastic Chairs, 1 Rack Supplies for Govindapura -1 Anganwadi Center",0.48
57,2014-15,33,"ಕರಿಯನಪಾಳ್ಯ-1 ಅಂಗನವಾಡಿ ಕೇಂದ್ರಕ್ಕೆ 1ಅಲ್ಮಾರ, 1 ಟೇಬಲ್, 1ಕುರ್ಚಿ, 2 ಪ್ಲಾಸ್ಟಿಕ್ ಚೇರ್‍ಗಳು, 1 ರ್ಯಾಕ್ ಸಾಮಾಗ್ರಿಗಳ ಪೂರೈಕೆ","1 almaara, 1 table, 1 chair, 2 plastic chairs, 1 rack material for kariyanapalya -1 anganwadi center",0.48
58,2014-15,34,"ಪಿಳ್ಳಾರೆಡ್ಡಿ ನಗರ ಅಂಗನವಾಡಿ ಕೇಂದ್ರಕ್ಕೆ 1ಅಲ್ಮಾರ, 1 ಟೇಬಲ್, 1ಕುರ್ಚಿ, 2 ಪ್ಲಾಸ್ಟಿಕ್ ಚೇರ್‍ಗಳು, 1 ರ್ಯಾಕ್ ಸಾಮಾಗ್ರಿಗಳ ಪೂರೈಕೆ","1 almaara, 1 table, 1 chair, 2 plastic chairs, 1 rack material for the Pillarredi Urban Anganwadi Center",0.48
59,2014-15,35,"ಲಕ್ಷ್ಮಮ್ಮ ಲೇಔಟ್ ಅಂಗನವಾಡಿ ಕೇಂದ್ರಕ್ಕೆ 1ಅಲ್ಮಾರ, 1 ಟೇಬಲ್, 1ಕುರ್ಚಿ, 2 ಪ್ಲಾಸ್ಟಿಕ್ ಚೇರ್‍ಗಳು, 1 ರ್ಯಾಕ್ ಸಾಮಾಗ್ರಿಗಳ ಪೂರೈಕೆ","1 almara, 1 table, 1 chair, 2 plastic chairs, 1 rack material for Laxmma Layout Anganwadi Center",0.48
