Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
11,2013-14,11.0,"ಬೆಂಗಳೂರು ನಗರ ವ್ಯಾಪ್ತಿಯ ವಿಜಯನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರಕ್ಕೆ ಸೇರಿದ ರಾಘವನಗರ, ಆವಲಹಳ್ಳಿ ಕೊಳವೆಬಾವಿ ಕೊರೆದು ವಿದ್ಯುತ್ ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ","Raghavnagar belonging to the Vijayanagara assembly constituency of Bangalore City, the Aavallahalli tube borough and the electric motor installation work",2.5
12,2013-14,12.0,"ಬೆಂಗಳೂರು ನಗರ ವ್ಯಾಪ್ತಿಯ ವಿಜಯನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರಕ್ಕೆ ಸೇರಿದ ರಾಘವನಗರ, ಆವಲಹಳ್ಳಿ ಕೊಳವೆಬಾವಿ ಕೊರೆದ ಬಾವಿಗೆ ಪೈಪ್‍ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ","Work on installing a pipeline to Raghavnagar, Aavalahalli pond well drilling well into Vijayanagara assembly constituency",2.5
13,2013-14,13.0,ಬೆಂಗಳೂರು ನಗರ ವ್ಯಾಪ್ತಿಯ ವಿಜಯನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರಕ್ಕೆ ಸೇರಿದ ಕೆ.ಪಿ.ಅಗ್ರಹಾರ ಮುಖ್ಯರಸ್ತೆ ಕೊಳವೆ ಬಾವಿ ಕೊರೆದು ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,KP Agrahara Main Road Tunnel Well from the Vijayanagara Assembly Constituency Bangalore Urban Area,2.5
14,2013-14,14.0,ಬೆಂಗಳೂರು ನಗರ ವ್ಯಾಪ್ತಿಯ ವಿಜಯನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರಕ್ಕೆ ಸೇರಿದ ಕೆ.ಪಿ.ಅಗ್ರಹಾರ ಮುಖ್ಯರಸ್ತೆ ಕೊರೆದ ಕೊಳವೆ ಬಾವಿಗೆ ವಿದ್ಯುತ್ ಸಂಪರ್ಕ  ಹಾಗೂ ಕೊಳವೆ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,KP Agrahara Main Road from Vidhana Nagar Assembly Constituency of Bangalore Urban Cochin,2.5
15,2013-14,15.0,ಬೆಂಗಳೂರು ನಗರ ವ್ಯಾಪ್ತಿಯ ವಿಜಯನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರಕ್ಕೆ ಸೇರಿದ ಗಾಳಿಆಂಜನೇಯ ವಾರ್ಡ್‍ಗೆ ಸೇರಿದ ರಾಘವನಗರ ಕೊಳವೆ ಬಾವಿ ಕೊರೆದು ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,Raghavanagar tube from the Anjaneya ward belonging to the Vijayanagara assembly constituency of Bangalore City,2.5
16,2013-14,16.0,ಬೆಂಗಳೂರು ನಗರ ವ್ಯಾಪ್ತಿಯ ವಿಜಯನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರಕ್ಕೆ ಸೇರಿದ ಗಾಳಿಆಂಜನೇಯ ವಾರ್ಡ್‍ಗೆ ಸೇರಿದ ರಾಘವನಗರ ಕೊರೆದ ಕೊಳವೆ ಬಾವಿಗೆ  ವಿದ್ಯುತ್ ಸಂಪರ್ಕ  ಹಾಗೂ ಕೊಳವೆ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,Electricity and tube installation work for the Raghavanagar drilled well from the Anjaneya ward belonging to the Vijayanagara assembly constituency of Bangalore City,2.5
17,2013-14,17.0,ಬೆಂಗಳೂರು ನಗರ ವ್ಯಾಪ್ತಿಯ ವಿಜಯನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರಕ್ಕೆ ಸೇರಿದ ಕೆ.ಪಿ ಅಗ್ರಹಾರ ವಾರ್ಡ್‍ಗೆ ಸೇರಿದ ಮಾಗಡಿ ರಸ್ತೆ 10ನೇ ಕ್ರಾಸ್ ಕೊಳವೆ ಬಾವಿ ಕೊರೆದು ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,Magadi Road 10th Cross Tube Wells from KP Agrahara Ward belonging to Vijayanagar Assembly Constituency Bangalore,2.5
18,2013-14,18.0,ಬೆಂಗಳೂರು ನಗರ ವ್ಯಾಪ್ತಿಯ ವಿಜಯನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರಕ್ಕೆ ಸೇರಿದ ಕೆ.ಪಿ ಅಗ್ರಹಾರ ವಾರ್ಡ್‍ಗೆ ಸೇರಿದ ಮಾಗಡಿ ರಸ್ತೆ 10ನೇ ಕ್ರಾಸ್ ಕೊರೆದ ಕೊಳವೆ ಬಾವಿಗೆ  ವಿದ್ಯುತ್ ಸಂಪರ್ಕ  ಹಾಗೂ ಕೊಳವೆ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,"Magadi Road belonging to the KP Agrahara Ward belonging to the Vijayanagar assembly constituency of Bangalore City, the 10th Cross drilled wells,",2.5
19,2013-14,19.0,ಬೆಂಗಳೂರು ವಿಜಯನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ಹಂಪಿನಗರದ ಈಜುಕೊಳದ ಪಾರ್ಕ್‍ನಲ್ಲಿ ಊi-ಖಿeಛಿh Puಡಿiಜಿieಜ ಆಡಿiಟಿಞiಟಿg Wಚಿಣeಡಿ ಏiosಞ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ,"In the winners of the Hampinagar Swimming Pool in Bangalore Vijayanagara Assembly Constituency, I am working on the construction of a park in the park.",7.0
20,2013-14,20.0,"ಬೆಂಗಳೂರು ನಗರ ವ್ಯಾಪ್ತಿಯ ವಿಜಯನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರಕ್ಕೆ ಸೇರಿದ ವಾರ್ಡ್ ನಂ. 133ರ ವ್ಯಾಪ್ತಿಯ 7ನೇ ಮುಖ್ಯರಸ್ತೆ, ಹಂಪಿನಗರದಲ್ಲಿ ಕೊಳವೆಬಾವಿ ಕೊರೆಯಿಸಿ, ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ","Ward No of the Vijayanagar Assembly constituency of Bangalore City 7th main road of 133, sewing pipe in Hampinagar, motor repair work",2.5
21,2013-14,21.0,"ಬೆಂಗಳೂರು ನಗರ ವ್ಯಾಪ್ತಿಯ ವಿಜಯನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರಕ್ಕೆ ಸೇರಿದ ವಾರ್ಡ್ ನಂ. 133ರ ವ್ಯಾಪ್ತಿಯ 7ನೇ ಮುಖ್ಯರಸ್ತೆ, ಹಂಪಿನಗರದಲ್ಲಿ ಕೊಳವೆಬಾವಿಗೆ ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಮತ್ತು ಪೈಪ್‍ಲೈನ್  ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ","Ward No of the Vijayanagar Assembly constituency of Bangalore City 7th Main Road of 133, Electricity Link to Pipeline and Pipeline In Hampinagar",2.5
22,2013-14,22.0,"ಬೆಂಗಳೂರು ನಗರ ವ್ಯಾಪ್ತಿಯ ವಿಜಯನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರಕ್ಕೆ ಸೇರಿದ ವಾರ್ಡ್ ನಂ. 133ರ ವ್ಯಾಪ್ತಿಯ 7ನೇ ಮುಖ್ಯರಸ್ತೆ, 6ನೇ ಅಡ್ಡರಸ್ತೆ ಹಂಪಿನಗರದಲ್ಲಿ ಕೊಳವೆಬಾವಿ ಕೊರೆಯಿಸಿ, ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ","Ward No of the Vijayanagar Assembly constituency of Bangalore City 7th Main Road, 133, 6th Crossway, Hampinagar, Pondicherry, Motor Installing Works",2.5
23,2013-14,23.0,"ಬೆಂಗಳೂರು ನಗರ ವ್ಯಾಪ್ತಿಯ ವಿಜಯನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರಕ್ಕೆ ಸೇರಿದ ವಾರ್ಡ್ ನಂ. 133ರ ವ್ಯಾಪ್ತಿಯ 7ನೇ ಮುಖ್ಯರಸ್ತೆ, 6ನೇ ಅಡ್ಡರಸ್ತೆ ಹಂಪಿನಗರದಲ್ಲಿ ಕೊಳವೆಬಾವಿಗೆ ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಮತ್ತು ಪೈಪ್‍ಲೈನ್  ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ","Ward No of the Vijayanagar Assembly constituency of Bangalore City 7th Main Road, 133, 6th Crossway, Hampinagar, Electricity Link and Pipeline Works",2.5
24,2013-14,24.0,"ವಿಜಯನಗರ ವಾರ್ಡ್ ನಂ.123ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ 7ನೇ ಅಡ್ಡರಸ್ತೆ, ಚೋಳೂರುಪಾಳ್ಯ ಇಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯಿಸಿ ಮೋಟಾರ್ ಅಳವಡಿಸುವುದು","7th crossroads at Vijayanagara ward No.123, Cholurappalya where the tube well drilled motor is installed.",2.5
25,2013-14,25.0,"ವಿಜಯನಗರ ವಾರ್ಡ್ ನಂ.123ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ 7ನೇ ಅಡ್ಡರಸ್ತೆ, ಚೋಳೂರುಪಾಳ್ಯ ಇಲ್ಲಿ ಕೊರೆಯಿಸಿರುವ ಕೊಳವೆಬಾವಿಗೆ ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಮತ್ತು ಪೈಪ್‍ಲೈನ್ ಅಳವಡೊಸುವುದು","7th crossroads in the Vijayanagara ward No.123, Cholurappalya pumped here and connected to the pipeline.",2.5
26,2013-14,26.0,"ದೀಪಾಂಜಲಿನಗರ ವಾರ್ಡ್.158 ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ 1ನೇ ಮುಖ್ಯರಸ್ತೆ, 2ನೇ ಅಡ್ಡರಸ್ತೆ ನ್ಯೂಟಿಂಬರ್ ಯಾರ್ಡ್ ಲೇಔಟ್ ಇಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯಿಸಿ ಮೋಟಾರ್ ಅಳವಡಿಸುವುದು","Deepanjalinagar Ward. 1st Main Road, 15th Cross Road, Newtyar Yard Layout, 158",2.5
27,2013-14,27.0,"ದೀಪಾಂಜಲಿನಗರ ವಾರ್ಡ್.158 ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ 1ನೇ ಮುಖ್ಯರಸ್ತೆ, 2ನೇ ಅಡ್ಡರಸ್ತೆ ನ್ಯೂಟಿಂಬರ್ ಯಾರ್ಡ್ ಲೇಔಟ್ ಇಲ್ಲಿ ಕೊರೆಯಿಸಿರುವ ಕೊಳವೆಬಾವಿಗೆ ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಮತ್ತು ಪೈಪ್‍ಲೈನ್ ಅಳವಡಿಸುವುದು","Deepanjalinagar Ward. 1st Main Road, 2nd Cross Road, Newtyar Yard Layout, Under 158, Integrated Power Pipe and Pipeline",2.5
28,2013-14,28.0,"ಹಂಪಿನಗರ ವಾರ್ಡ್.133 ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ 5ನೇ ಮುಖ್ಯರಸ್ತೆ, 5ನೇ ಅಡ್ಡರಸ್ತೆ, ಆರ್.ಪಿ.ಸಿ. ಲೇಔಟ್ ಇಲ್ಲಿ ಕೊಳವೆಬಾವಿ ಕೊರೆಯಿಸಿ, ಮೋಟಾರ್ ಅಲವಡಿಸುವುದು","5th Main Road, 5th Crossroads, RPC Road, Hampinagar Ward. The layout is to drill the pipe and drive the motor",2.5
29,2013-14,29.0,"ಹಂಪಿನಗರ ವಾರ್ಡ್.133 ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ 5ನೇ ಮುಖ್ಯರಸ್ತೆ, 5ನೇ ಅಡ್ಡರಸ್ತೆ, ಆರ್.ಪಿ.ಸಿ. ಲೇಔಟ್ ಇಲ್ಲಿ ಕೊರೆಯಿಸಿರುವ ಕೊಳವೆಬಾವಿಗೆ ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಮತ್ತು ಪ್ಯಪ್‍ಲೈನ್ ಅಳವಡಿಸುವುದು","5th Main Road, 5th Crossroads, RPC Road, Hampinagar Ward. Layout The installation of a power line and a papeline to the drilled drainage",2.5
30,2013-14,30.0,ಕೆಂಪಾಪುರ ಅಗ್ರಹಾರ ವಾರ್ಡ್-122ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಶುದ್ಧಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ,Construction of Pure Water Unit in Kampapur Agrahara Ward -122,2.5
31,2013-14,31.0,ಬಾಪೂಜಿನಗರ ವಾರ್ಡ್ ನಂ.134ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಶುದ್ಧಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ,Construction of Pure Water Tank Unit at Bappujinagar Ward No.134,2.5
32,2013-14,32.0,"ಬೆಂಗಳೂರು ನಗರ, ಗಾಳಿ ಆಂಜನೇಯ ಸ್ವಾಮಿ ದೇವಸ್ಥಾನದ ವಾರ್ಡ್ ನಂ.157ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಶ್ರೀ ಶಾರದಾ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಶ್ರೀ ಶಾರದಾ ವಿದ್ಯಾ ಪೀಠ, ಚೇರ್ ಮನ್ ನರಸಿಂಹಯ್ಯ ಬಡಾವಣೆ, ಬ್ಯಾಟರಾಯನಪುರದಲ್ಲಿ ಮೊದಲನೇ ಕೊಠಡಿ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ (ಎರಡನೇ ಮಹಡಿ)","Sri Sarada Senior Primary School, Shree Sharada Vidya Peeth, Chairman Narasimhaiah Layout, Battaramayanapura, 1st Room Construction (2nd Floor) at Ward No.157 of Gali Anjaneya Swami Temple,",6.0
33,2013-14,33.0,"ಬೆಂಗಳೂರು ನಗರ, ಗಾಳಿ ಆಂಜನೇಯ ಸ್ವಾಮಿ ದೇವಸ್ಥಾನದ ವಾರ್ಡ್ ನಂ.157ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಶ್ರೀ ಶಾರದಾ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಶ್ರೀ ಶಾರದಾ ವಿದ್ಯಾ ಪೀಠ, ಚೇರ್ ಮನ್ ನರಸಿಂಹಯ್ಯ ಬಡಾವಣೆ, ಬ್ಯಾಟರಾಯನಪುರದಲ್ಲಿ ಎರಡನೇ ಕೊಠಡಿ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ (ಎರಡನೇ ಮಹಡಿ)","Sri Sarada Senior Primary School, Shree Sharada Vidya Peeth, Chairman Narasimhaiah Layout, 2nd Room Construction (2nd Floor) at Battarayanapura, Ward No.157 of Gali Anjaneya Swami Temple,",6.0
34,2013-14,34.0,"ಬೆಂಗಳೂರು ನಗರ, ಗಾಳಿ ಆಂಜನೇಯ ಸ್ವಾಮಿ ದೇವಸ್ಥಾನದ ವಾರ್ಡ್ ನಂ.157ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Clean drinking water unit construction work at Ward No.157 of Bangalore City, Gali Anjaneya Swami Temple",12.5
35,2013-14,35.0,ಬೆಂಗಳೂರು ನಗರ ಅತ್ತಿಗುಪ್ಪೆ ವಾರ್ಡ್ ನಂ.132ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ,"The clean drinking water unit is under construction in Bangalore city, Atigugupe Ward No.132",12.5
36,2013-14,36.0,ಬಾಪೂಜಿನಗರ 15ನೇ ಕ್ರಾಸ್ ಕೊಳವೆಬಾವಿ ಕೊರೆದು ಮೋಟಾರ್ ಅಳವಡಿಸುವುದು,Bapujunagar 15th Cross Pond Strike and motor installation,2.5
37,2013-14,37.0,ಬಾಪೂಜಿನಗರ 15ನೇ ಕ್ರಾಸ್ ಕೊರೆದ ಕೊಳವೆ ಬಾವಿಗೆ ಕೊಳವೆ ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಮತ್ತು ಕೊಳವೆ ಅಳವಡಿಸುವುದು ( ಕಿರುನೀರು ಸರಬರಾಜು),Pipeline power connection and tube installation (bath water supply) to the 15th Cross drilled tube well in Bapujinagar,2.5
38,2013-14,38.0,ರಾಘವನಗರ 2ನೇ ಕ್ರಾಸ್ ಕೊಳವೆ ಬಾವಿ ಕೊರೆದು ಮೋಟಾರ್ ಅಳವಡಿಸುವುದು,Raghavnagar 2nd Cross Pipe Well Drilled Motor,2.5
39,2013-14,39.0,ರಾಘವನಗರ 2ನೇ ಕ್ರಾಸ್ ಕೊರೆದ ಕೊಳವೆ ಬಾವಿಗೆ ಕೊಳವೆ ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಮತ್ತು ಕೊಳವೆ ಅಳವಡಿಸುವುದು (ಕಿರು ನೀರು ಸರಬರಾಜು),Tube power connection and tube installation (minor water supply) to Raghavnagar 2nd Cross-drilled tube well,2.5
40,2013-14,40.0,"ವಿಜಯನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ, ಹಂಪಿನಗರ ವಾರ್ಡ್ ಕಛೇರಿ ಮೊದಲನೇ ಮಹಡಿಯಲ್ಲಿರುವ ಪಾಲಿಕೆಯ ಜಿಮ್ ಗೆ ಸಲಕರಣೆಗಳನ್ನು ಖರೀದಿಸಲು","To buy equipment for the gym in the first floor of the Vijayanagara assembly constituency, Hampinagar Ward office",2.8
41,2013-14,41.0,ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕವನ್ನು ಸ್ಥಾಪಿಸಲು ಸಂಜಯನಗರ ಸ್ಲಂ ಗಾಳಿ ಆಂಜನೇಯ ವಾರ್ಡ್-157 ಮೈಸೂರು ರಸ್ತೆ,Sanjayagara Slum Air Anjaneya Ward - 157 Mysore Road to set up Pure Drinking Water Unit,6.5
42,2013-14,42.0,"ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕವನ್ನು ಸ್ಥಾಪಿಸಲು ಸರ್ಕಾರಿ ಓಣಿ ಹೊಸಹಳ್ಳಿ, ಹೊಸಹಳ್ಳಿ ವಾರ್ಡ್-124 (ಬದಲಿ ಕಾಮಗಾರಿ)","Government Owner Hosahalli, Hosahalli Ward-124 (replacement work) to set up a clean drinking water unit",0.0
43,2013-14,,ಬಾಪೂಜಿನಗರ ಎಂ.ಡಿ.ನಾಯ್ಡು ರಂಗಮಂದಿರ ಇಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ,The Drinking Water Unit in Bapujinagar MD Naidu Theater,6.5
44,2013-14,43.0,"ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕವನ್ನು ಸ್ಥಾಪಿಸಲು ಚಲುವಪ್ಪ ಗಾರ್ಡನ್ ಹೊಸಹಳ್ಳಿ, ವಾರ್ಡ್-124 (ಬದಲಿ ಕಾಮಗಾರಿ)","Chaluvappa Gordon Hosahalli, Ward-124 (replacement work) to set up a clean drinking water unit",0.0
45,2013-14,,ವಿಜಯನಗರ 6ನೇ ಮುಖ್ಯರಸ್ತೆಯ ಗಾಂಧಿ ಮೈದಾನಕ್ಕೆ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ.,Pure Drinking Water Unit for the Gandhi Ground of Vijayanagara 6th Head.,6.5
46,2013-14,44.0,ಕಸ್ತೂರಿಬಾ ನಗರ ಮೈಸೂರು ರಸ್ತೆ ಗಾಳಿ ಆಂಜನೇಯ ಸ್ವಾಮಿ ವಾರ್ಡ್ (ಪಿ.ಕೆ.ಕ್ವಾರ್ಟಸ್ ಹತ್ತಿರ),Kasturirai Nagar Mysore Road Wind Anjaneya Swami Ward (near PK Quartus),2.5
47,2013-14,45.0,ಕಸ್ತೂರಿಬಾ ನಗರ ಮೈಸೂರು ರಸ್ತೆ ಗಾಳಿ ಆಂಜನೇಯ ಸ್ವಾಮಿ ವಾರ್ಡ್ ಕೊಳವೆ ಬಾವಿಗೆ ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವುದು,Installing a Pipe Line to Kasturiba Nagar Mysore Road Wind Anjaneya Swami Ward Tube Well,2.5
48,2013-14,46.0,Construction of Halt Station at RPC layout (Bapujinagar) I.c.Between Bangalore city station & Nayandahalli Station so as to help the people of my Constituency who crosses the railway Bridge,Construction of Halt Station at RPC layout (Bapujinagar) I.c.Between Bangalore city station & Nayandahalli Station so as to help the people of my Constituency who crosses the railway Bridge,30.0
49,2013-14,47.0,ಹೊಸಹಳ್ಳಿ ಸರ್ಕಾರಿ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,Hosahalli Government Primary School,0.0
50,2013-14,48.0,ಅತ್ತಿಗುಪ್ಪೆ ಸರ್ಕಾರಿ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,Atyguppe Government Primary School,0.0
